Date,Revenue
2015-07-12,4444033.83
2015-07-13,4008119.02
2015-07-14,4541662.42
2015-07-15,6195528.74
2015-07-16,5351713.45
2015-07-17,3953465.4
2015-07-18,4352743.94
2015-07-19,4734057.3
2015-07-20,4593431.52
2015-07-21,6205610.6
2015-07-22,7003315.42
2015-07-23,6241579.84
2015-07-24,4815209.73
2015-07-25,4869837.46
2015-07-26,5323996.74
2015-07-27,5603376.79
2015-07-28,6826651.55
2015-07-29,9470985.24
2015-07-30,10296776.67
2015-07-31,8227312.7
2015-08-01,7969399.16
2015-08-02,5808782.79
2015-08-03,4720575.96
2015-08-04,2658117.34
2015-08-05,2978173.12
2015-08-06,2558707.18
2015-08-07,1981109.04
2015-08-08,1709563.14
2015-08-09,2122689.02
2015-08-10,2341717.61
2015-08-11,2434219.28
2015-08-12,3555473.95
2015-08-13,2921138.79
2015-08-14,2842163.51
2015-08-15,2655077.08
2015-08-16,2851597.29
2015-08-17,2804909.03
2015-08-18,3797369.86
2015-08-19,3996506.07
2015-08-20,3542649.14
2015-08-21,2826694.43
2015-08-22,2330134.4
2015-08-23,2980880.01
2015-08-24,2905862.72
2015-08-25,3470416.25
2015-08-26,4027164.09
2015-08-27,3564052.29
2015-08-28,8506950.72
2015-08-29,7794439.44
2015-08-30,7344062.69
2015-08-31,7854391.23
2015-09-01,6760812.85
2015-09-02,2200298.26
2015-09-03,2827263.54
2015-09-04,3174821.93
2015-09-05,4060108.04
2015-09-06,5806076.99
2015-09-07,5427754.58
2015-09-08,4280040.71
2015-09-09,3647303.9
2015-09-10,3721441.58
2015-09-11,5440903.55
2015-09-12,4950740.04
2015-09-13,6063850.75
2015-09-14,5951627.11
2015-09-15,4289955.17
2015-09-16,4578098.38
2015-09-17,4322042.75
2015-09-18,4626830.39
2015-09-19,4866373.41
2015-09-20,5970375.19
2015-09-21,5429549.96
2015-09-22,3989413.65
2015-09-23,4492195.74
2015-09-24,4990183.49
2015-09-25,5455949.84
2015-09-26,6622087.86
2015-09-27,9527329.68
2015-09-28,8161672.8
2015-09-29,7149980.42
2015-09-30,6245594.21
2015-10-01,5328206.77
2015-10-02,2171539.56
2015-10-03,4071748.88
2015-10-04,3492367.73
2015-10-05,4507541.9
2015-10-06,4188998.54
2015-10-07,3426493.43
2015-10-08,3233949.18
2015-10-09,3267999.74
2015-10-10,3378102.79
2015-10-11,3286486.34
2015-10-12,4956524.37
2015-10-13,5498991.17
2015-10-14,3411355.27
2015-10-15,3768908.71
2015-10-16,3821540.36
2015-10-17,3662021.88
2015-10-18,4235369.07
2015-10-19,6150586.07
2015-10-20,5151254.9
2015-10-21,3861128.76
2015-10-22,3503062.58
2015-10-23,4220053.16
2015-10-24,3836294.44
2015-10-25,4371735.18
2015-10-26,5670407.54
2015-10-27,5227347.01
2015-10-28,7029977.95
2015-10-29,7420192.54
2015-10-30,7246849.63
2015-10-31,5833943.99
2015-11-01,5794071.48
2015-11-02,2770297.66
2015-11-03,2095237.3
2015-11-04,2658412.16
2015-11-05,2550367.78
2015-11-06,3113759.4
2015-11-07,2523233.52
2015-11-08,4183206.42
2015-11-09,3409517.01
2015-11-10,3237404.66
2015-11-11,2928494.89
2015-11-12,3900732.76
2015-11-13,3144926.75
2015-11-14,4369752.69
2015-11-15,4297274.47
2015-11-16,4316238.63
2015-11-17,3035948.85
2015-11-18,3208924.12
2015-11-19,2934934.24
2015-11-20,3389498.76
2015-11-21,2291920.41
2015-11-22,3070301.17
2015-11-23,2329823.55
2015-11-24,1994420.05
2015-11-25,1994246.64
2015-11-26,3361942.92
2015-11-27,5242225.8
2015-11-28,5114979.4
2015-11-29,5018236.03
2015-11-30,4031497.64
2015-12-01,3221463.05
2015-12-02,953639.35
2015-12-03,1852279.15
2015-12-04,2076429.7
2015-12-05,2287846.3
2015-12-06,2028034.94
2015-12-07,2286683.02
2015-12-08,2785090.6
2015-12-09,1648123.41
2015-12-10,2450848.03
2015-12-11,2027594.98
2015-12-12,2888573.7
2015-12-13,3442735.4
2015-12-14,3272227.86
2015-12-15,3089177.63
2015-12-16,2310884.14
2015-12-17,2671287.02
2015-12-18,2923802.97
2015-12-19,2965218.72
2015-12-20,3613917.61
2015-12-21,5050481.76
2015-12-22,3719442.83
2015-12-23,3656481.63
2015-12-24,2398336.72
2015-12-25,3229207.58
2015-12-26,3645783.09
2015-12-27,5096354.17
2015-12-28,8179976.67
2015-12-29,7760149.23
2015-12-30,5941753.52
2015-12-31,6375571.66
2016-01-01,5846204.33
2016-01-02,2558616.91
2016-01-03,2744446.82
2016-01-04,2387838.0
2016-01-05,1557710.07
2016-01-06,2337143.16
2016-01-07,2503287.51
2016-01-08,2738103.45
2016-01-09,3026961.32
2016-01-10,4122392.05
2016-01-11,3434076.67
2016-01-12,2627637.47
2016-01-13,2268324.18
2016-01-14,3247398.41
2016-01-15,3532606.36
2016-01-16,3856871.3
2016-01-17,4229318.34
2016-01-18,4105149.52
2016-01-19,2818234.03
2016-01-20,2842888.66
2016-01-21,3981191.66
2016-01-22,3322730.4
2016-01-23,3998813.29
2016-01-24,4734624.57
2016-01-25,5007306.32
2016-01-26,3544741.3
2016-01-27,4728554.45
2016-01-28,6717660.92
2016-01-29,5013253.01
2016-01-30,6920879.78
2016-01-31,6449751.32
2016-02-01,5200767.32
2016-02-02,2966994.87
2016-02-03,2273911.2
2016-02-04,2819439.59
2016-02-05,3680939.41
2016-02-06,4735761.79
2016-02-07,4032333.88
2016-02-08,3848593.44
2016-02-09,3979641.11
2016-02-10,3448601.24
2016-02-11,3717348.88
2016-02-12,4035900.93
2016-02-13,4701818.64
2016-02-14,4925684.12
2016-02-15,4588032.77
2016-02-16,3941056.12
2016-02-17,2962078.99
2016-02-18,4009498.5
2016-02-19,4571419.08
2016-02-20,5176883.79
2016-02-21,4758472.96
2016-02-22,4721935.01
2016-02-23,4550216.22
2016-02-24,5790273.07
2016-02-25,7677182.49
2016-02-26,7096236.89
2016-02-27,6837275.28
2016-02-28,5117740.12
2016-02-29,3529083.59
2016-03-01,709982.79
2016-03-02,1479744.0
2016-03-03,2251060.05
2016-03-04,2778579.79
2016-03-05,3472294.22
2016-03-06,3501407.51
2016-03-07,4275566.76
2016-03-08,4693887.34
2016-03-09,5050829.68
2016-03-10,7374516.48
2016-03-11,6281759.31
2016-03-12,4673863.75
2016-03-13,4655322.31
2016-03-14,5214530.57
2016-03-15,5319085.92
2016-03-16,6412758.35
2016-03-17,8569336.81
2016-03-18,6917674.02
2016-03-19,5852909.53
2016-03-20,4759469.17
2016-03-21,5534732.74
2016-03-22,5449314.63
2016-03-23,6046593.49
2016-03-24,7933448.72
2016-03-25,7008643.3
2016-03-26,5197781.65
2016-03-27,6141114.6
2016-03-28,5291170.65
2016-03-29,7521778.94
2016-03-30,14545392.64
2016-03-31,14231299.73
2016-04-01,12298083.49
2016-04-02,13123488.4
2016-04-03,10576481.39
2016-04-04,4230255.21
2016-04-05,4598444.87
2016-04-06,5873076.02
2016-04-07,5504606.21
2016-04-08,4323869.8
2016-04-09,4537873.44
2016-04-10,4898415.28
2016-04-11,6193751.24
2016-04-12,5962850.28
2016-04-13,8636899.06
2016-04-14,7184576.35
2016-04-15,5910167.4
2016-04-16,7075518.69
2016-04-17,9065525.85
2016-04-18,7930420.94
2016-04-19,9299472.01
2016-04-20,11470503.55
2016-04-21,9681621.65
2016-04-22,6442191.99
2016-04-23,8225755.2
2016-04-24,8005992.5
2016-04-25,11068078.01
2016-04-26,11387120.36
2016-04-27,16379722.53
2016-04-28,17388183.19
2016-04-29,16966030.5
2016-04-30,12874790.56
2016-05-01,11553720.73
2016-05-02,8891959.72
2016-05-03,6609488.85
2016-05-04,6041365.35
2016-05-05,6026491.95
2016-05-06,5884185.84
2016-05-07,5016235.82
2016-05-08,4730903.12
2016-05-09,7307039.01
2016-05-10,6636687.87
2016-05-11,8452886.26
2016-05-12,10736290.28
2016-05-13,9817523.43
2016-05-14,7446413.22
2016-05-15,6413929.56
2016-05-16,7701732.93
2016-05-17,8631034.09
2016-05-18,8416389.92
2016-05-19,11212790.37
2016-05-20,10058131.11
2016-05-21,7447083.47
2016-05-22,7687940.04
2016-05-23,8645211.05
2016-05-24,8183351.87
2016-05-25,9916196.12
2016-05-26,12748857.56
2016-05-27,10645860.16
2016-05-28,7818417.53
2016-05-29,6277386.71
2016-05-30,15902645.06
2016-05-31,15273734.62
2016-06-01,15027967.48
2016-06-02,15450407.81
2016-06-03,14905219.23
2016-06-04,3543917.94
2016-06-05,5281645.29
2016-06-06,5164395.26
2016-06-07,6484605.21
2016-06-08,8622987.0
2016-06-09,6719422.7
2016-06-10,5856690.47
2016-06-11,5949391.29
2016-06-12,6087764.33
2016-06-13,6889883.95
2016-06-14,9141001.7
2016-06-15,9864183.86
2016-06-16,10058421.18
2016-06-17,5423957.08
2016-06-18,7882351.1
2016-06-19,7908073.31
2016-06-20,7266335.58
2016-06-21,8500049.69
2016-06-22,10283795.21
2016-06-23,9872888.2
2016-06-24,7881916.83
2016-06-25,6886227.09
2016-06-26,6698524.32
2016-06-27,6871506.56
2016-06-28,8247984.99
2016-06-29,13343751.12
2016-06-30,11824115.33
2016-07-01,10173764.85
2016-07-02,8800553.93
2016-07-03,6426683.62
2016-07-04,1386571.93
2016-07-05,2748779.52
2016-07-06,2703265.31
2016-07-07,4517288.27
2016-07-08,3773827.56
2016-07-09,4051086.89
2016-07-10,4008532.54
2016-07-11,4094198.38
2016-07-12,4373623.08
2016-07-13,3978100.94
2016-07-14,5834657.65
2016-07-15,5538171.41
2016-07-16,4146739.21
2016-07-17,4362617.65
2016-07-18,4037086.77
2016-07-19,4972014.76
2016-07-20,5743038.13
2016-07-21,6234589.1
2016-07-22,6429688.49
2016-07-23,5794840.19
2016-07-24,4992598.4
2016-07-25,6602810.86
2016-07-26,7851989.46
2016-07-27,7880563.86
2016-07-28,10561338.25
2016-07-29,9786083.49
2016-07-30,6346290.87
2016-07-31,11015269.56
2016-08-01,10793582.2
2016-08-02,9744357.22
2016-08-03,9904285.99
2016-08-04,9495153.07
2016-08-05,5608281.75
2016-08-06,3417126.9
2016-08-07,4427581.45
2016-08-08,4350104.4
2016-08-09,5367433.58
2016-08-10,6219835.93
2016-08-11,6515630.05
2016-08-12,6119372.31
2016-08-13,4911652.24
2016-08-14,4133214.74
2016-08-15,5605211.59
2016-08-16,5622571.31
2016-08-17,5481191.48
2016-08-18,9528740.46
2016-08-19,6546299.57
2016-08-20,5781551.94
2016-08-21,6521389.47
2016-08-22,5219998.72
2016-08-23,4815121.42
2016-08-24,6292751.73
2016-08-25,8794928.73
2016-08-26,5680360.34
2016-08-27,4561647.77
2016-08-28,15158669.18
2016-08-29,14043471.1
2016-08-30,13812380.3
2016-08-31,12534594.92
2016-09-01,12403544.62
2016-09-02,2363186.38
2016-09-03,2854708.14
2016-09-04,2911393.7
2016-09-05,4157930.98
2016-09-06,4457820.99
2016-09-07,2727504.52
2016-09-08,2950156.73
2016-09-09,4080455.52
2016-09-10,3383667.97
2016-09-11,4791697.67
2016-09-12,5675073.45
2016-09-13,5639925.61
2016-09-14,4385149.48
2016-09-15,3714513.35
2016-09-16,4018602.31
2016-09-17,4431680.09
2016-09-18,4942620.63
2016-09-19,5350877.2
2016-09-20,4950112.24
2016-09-21,4415854.52
2016-09-22,3570383.96
2016-09-23,4188287.62
2016-09-24,3669054.98
2016-09-25,5830714.93
2016-09-26,6888617.97
2016-09-27,8489123.16
2016-09-28,7567886.85
2016-09-29,5432931.71
2016-09-30,4909635.76
2016-10-01,4366699.03
2016-10-02,2596796.4
2016-10-03,2548741.44
2016-10-04,3461082.31
2016-10-05,3424882.78
2016-10-06,2895028.23
2016-10-07,3222934.99
2016-10-08,3101070.27
2016-10-09,3313712.48
2016-10-10,4264616.83
2016-10-11,4422185.53
2016-10-12,4541598.24
2016-10-13,3317032.06
2016-10-14,3511630.87
2016-10-15,3943248.97
2016-10-16,4376304.87
2016-10-17,3037287.93
2016-10-18,4508859.09
2016-10-19,4228189.57
2016-10-20,2846518.01
2016-10-21,3272036.28
2016-10-22,3948044.16
2016-10-23,3383059.2
2016-10-24,4380387.44
2016-10-25,4299274.8
2016-10-26,4706906.11
2016-10-27,4202633.76
2016-10-28,7095459.64
2016-10-29,7748034.04
2016-10-30,6231866.09
2016-10-31,6154479.92
2016-11-01,7719179.86
2016-11-02,2019573.39
2016-11-03,2167731.38
2016-11-04,2921457.72
2016-11-05,3331729.51
2016-11-06,3177194.93
2016-11-07,4013690.76
2016-11-08,2902668.64
2016-11-09,3088936.2
2016-11-10,3524443.54
2016-11-11,3242466.89
2016-11-12,4067309.35
2016-11-13,4108240.53
2016-11-14,5384564.17
2016-11-15,4067351.79
2016-11-16,2666254.64
2016-11-17,3253737.52
2016-11-18,2750384.49
2016-11-19,3049656.36
2016-11-20,2422645.76
2016-11-21,2849528.18
2016-11-22,2953802.19
2016-11-23,1781135.32
2016-11-24,1693041.1
2016-11-25,3314537.94
2016-11-26,3392192.14
2016-11-27,5299633.2
2016-11-28,5196318.58
2016-11-29,4921786.18
2016-11-30,3832887.02
2016-12-01,2358573.02
2016-12-02,907573.74
2016-12-03,1333890.05
2016-12-04,2237557.76
2016-12-05,1925286.27
2016-12-06,2605334.49
2016-12-07,2299467.49
2016-12-08,2075549.34
2016-12-09,2553283.93
2016-12-10,2913080.54
2016-12-11,2853330.5
2016-12-12,3248145.42
2016-12-13,3823629.31
2016-12-14,2792734.55
2016-12-15,2707101.38
2016-12-16,2646651.72
2016-12-17,3238132.58
2016-12-18,3271429.4
2016-12-19,4135316.35
2016-12-20,4293749.29
2016-12-21,4279775.59
2016-12-22,3117384.48
2016-12-23,2500798.47
2016-12-24,2034069.49
2016-12-25,3488378.94
2016-12-26,3839559.68
2016-12-27,5844260.6
2016-12-28,7554359.22
2016-12-29,7928143.58
2016-12-30,5840732.73
2016-12-31,4969730.15
2017-01-01,3998895.08
2017-01-02,1748553.87
2017-01-03,1891837.91
2017-01-04,847466.28
2017-01-05,1464435.52
2017-01-06,2311449.24
2017-01-07,2148635.45
2017-01-08,2907768.3
2017-01-09,3437216.12
2017-01-10,3014515.71
2017-01-11,2227157.79
2017-01-12,2704158.21
2017-01-13,3136819.59
2017-01-14,2056300.58
2017-01-15,2415343.55
2017-01-16,3848368.92
2017-01-17,2829843.68
2017-01-18,2138817.82
2017-01-19,2663777.41
2017-01-20,2871845.05
2017-01-21,2790303.1
2017-01-22,2438538.62
2017-01-23,3466339.69
2017-01-24,2856042.21
2017-01-25,2345949.16
2017-01-26,3398297.86
2017-01-27,3893498.97
2017-01-28,5454445.79
2017-01-29,6530902.38
2017-01-30,5647441.37
2017-01-31,5786663.6
2017-02-01,3754242.39
2017-02-02,2084558.98
2017-02-03,2527455.7
2017-02-04,2511052.37
2017-02-05,2436308.96
2017-02-06,2567404.94
2017-02-07,2738634.88
2017-02-08,1933130.03
2017-02-09,2516914.69
2017-02-10,2588464.94
2017-02-11,3014037.02
2017-02-12,3603536.48
2017-02-13,4440040.43
2017-02-14,3875527.43
2017-02-15,2042667.61
2017-02-16,3533527.8
2017-02-17,3023518.61
2017-02-18,3277433.63
2017-02-19,4520643.56
2017-02-20,5623470.83
2017-02-21,5243661.46
2017-02-22,4461426.24
2017-02-23,5005082.74
2017-02-24,5197080.94
2017-02-25,7193655.77
2017-02-26,6951383.99
2017-02-27,7418488.93
2017-02-28,5900508.14
2017-03-01,4138759.12
2017-03-02,1084768.59
2017-03-03,1291387.67
2017-03-04,1414852.54
2017-03-05,2359240.19
2017-03-06,3890607.23
2017-03-07,3220221.21
2017-03-08,4553707.12
2017-03-09,4967983.41
2017-03-10,6057343.95
2017-03-11,4368486.87
2017-03-12,3116003.75
2017-03-13,4924647.72
2017-03-14,5669415.23
2017-03-15,7298281.44
2017-03-16,7437742.79
2017-03-17,7834618.24
2017-03-18,5974783.9
2017-03-19,5122059.27
2017-03-20,5574811.65
2017-03-21,6395400.59
2017-03-22,6704488.72
2017-03-23,8227253.04
2017-03-24,8043513.7
2017-03-25,5949599.34
2017-03-26,5631526.96
2017-03-27,6690279.11
2017-03-28,7528150.84
2017-03-29,8839810.76
2017-03-30,17516038.82
2017-03-31,16556662.03
2017-04-01,15808755.61
2017-04-02,14750037.65
2017-04-03,11986923.68
2017-04-04,3822590.98
2017-04-05,4629254.97
2017-04-06,3991728.43
2017-04-07,3428956.51
2017-04-08,3512061.04
2017-04-09,5195329.1
2017-04-10,4956146.85
2017-04-11,6400896.15
2017-04-12,6346191.53
2017-04-13,6080699.31
2017-04-14,5046450.29
2017-04-15,5118767.2
2017-04-16,5550880.17
2017-04-17,6659045.31
2017-04-18,8056843.67
2017-04-19,8628781.58
2017-04-20,7240460.1
2017-04-21,5516371.41
2017-04-22,5307716.56
2017-04-23,7933547.43
2017-04-24,7075130.23
2017-04-25,8289377.68
2017-04-26,11677117.94
2017-04-27,10910842.34
2017-04-28,8873238.46
2017-04-29,13969061.08
2017-04-30,12763691.95
2017-05-01,10437173.89
2017-05-02,10668293.77
2017-05-03,11066087.91
2017-05-04,5096072.55
2017-05-05,5663567.39
2017-05-06,3743378.15
2017-05-07,4893557.72
2017-05-08,5867384.27
2017-05-09,6383091.75
2017-05-10,7501996.22
2017-05-11,10239562.28
2017-05-12,8320439.9
2017-05-13,7357524.23
2017-05-14,6662133.39
2017-05-15,7541584.53
2017-05-16,6978902.38
2017-05-17,7526190.32
2017-05-18,10554187.11
2017-05-19,8723026.23
2017-05-20,6210104.92
2017-05-21,7924193.43
2017-05-22,7701304.95
2017-05-23,8875094.41
2017-05-24,9809118.2
2017-05-25,12997641.6
2017-05-26,10924584.92
2017-05-27,6842735.97
2017-05-28,6133951.19
2017-05-29,7513494.18
2017-05-30,15437626.24
2017-05-31,17314841.86
2017-06-01,17639270.88
2017-06-02,17528852.88
2017-06-03,15308256.14
2017-06-04,4982217.86
2017-06-05,6879970.92
2017-06-06,5342823.74
2017-06-07,7640608.49
2017-06-08,7229728.05
2017-06-09,6070420.59
2017-06-10,6331260.25
2017-06-11,6522568.24
2017-06-12,6628740.01
2017-06-13,9097973.24
2017-06-14,10026676.46
2017-06-15,7940593.56
2017-06-16,7143718.68
2017-06-17,7455304.37
2017-06-18,7827068.5
2017-06-19,7342525.83
2017-06-20,8225238.75
2017-06-21,10655514.59
2017-06-22,9198620.13
2017-06-23,6526283.84
2017-06-24,7602436.11
2017-06-25,7066545.51
2017-06-26,7983541.46
2017-06-27,9250037.34
2017-06-28,11067229.74
2017-06-29,14575854.67
2017-06-30,10343460.86
2017-07-01,9399552.7
2017-07-02,8465410.55
2017-07-03,7335280.55
2017-07-04,1548331.57
2017-07-05,2498941.43
2017-07-06,3806545.74
2017-07-07,3910669.38
2017-07-08,2775904.89
2017-07-09,4305575.04
2017-07-10,4406742.02
2017-07-11,4944810.32
2017-07-12,4751983.65
2017-07-13,6163660.52
2017-07-14,4470547.96
2017-07-15,4914470.82
2017-07-16,5679726.46
2017-07-17,5903451.12
2017-07-18,5722567.0
2017-07-19,5823778.88
2017-07-20,7767875.77
2017-07-21,7742137.96
2017-07-22,5031209.52
2017-07-23,5822844.6
2017-07-24,5657508.49
2017-07-25,7277905.64
2017-07-26,8323356.74
2017-07-27,10162217.48
2017-07-28,8483149.48
2017-07-29,7623158.15
2017-07-30,8808543.18
2017-07-31,9466549.72
2017-08-01,7103485.92
2017-08-02,6242432.38
2017-08-03,6560878.74
2017-08-04,5472043.99
2017-08-05,1626028.13
2017-08-06,2056024.63
2017-08-07,2070918.21
2017-08-08,2631383.27
2017-08-09,2635632.31
2017-08-10,3124252.01
2017-08-11,3164344.57
2017-08-12,2404905.33
2017-08-13,2375693.54
2017-08-14,3038574.28
2017-08-15,2570726.93
2017-08-16,3226436.89
2017-08-17,4035498.92
2017-08-18,3226338.29
2017-08-19,2594209.32
2017-08-20,2793076.6
2017-08-21,2634922.72
2017-08-22,3146373.54
2017-08-23,3476965.73
2017-08-24,4910360.99
2017-08-25,3349335.96
2017-08-26,2646726.51
2017-08-27,2383553.18
2017-08-28,3635080.01
2017-08-29,7306573.99
2017-08-30,6946636.36
2017-08-31,7907948.51
2017-09-01,5962206.68
2017-09-02,6245530.26
2017-09-03,2366258.16
2017-09-04,3110959.61
2017-09-05,4156708.13
2017-09-06,3962558.61
2017-09-07,3177169.11
2017-09-08,2758623.23
2017-09-09,3407389.12
2017-09-10,2833078.04
2017-09-11,4351501.62
2017-09-12,5272757.92
2017-09-13,4375381.18
2017-09-14,2944995.39
2017-09-15,4050240.35
2017-09-16,3998480.39
2017-09-17,3646297.83
2017-09-18,4708998.08
2017-09-19,5863767.93
2017-09-20,4348094.84
2017-09-21,3941062.22
2017-09-22,4296469.47
2017-09-23,4068464.64
2017-09-24,3893369.27
2017-09-25,5274815.56
2017-09-26,5803004.55
2017-09-27,7446035.82
2017-09-28,7777371.32
2017-09-29,5297992.65
2017-09-30,5604370.48
2017-10-01,4057941.88
2017-10-02,2879522.46
2017-10-03,2733645.95
2017-10-04,3991921.57
2017-10-05,3219806.7
2017-10-06,2919860.88
2017-10-07,3614512.4
2017-10-08,3915909.65
2017-10-09,3295589.64
2017-10-10,3865996.54
2017-10-11,5115944.9
2017-10-12,4480692.67
2017-10-13,3073492.71
2017-10-14,3790006.69
2017-10-15,3744243.63
2017-10-16,4113305.99
2017-10-17,4345077.6
2017-10-18,6078621.94
2017-10-19,3916465.28
2017-10-20,3454637.53
2017-10-21,3395571.6
2017-10-22,3560322.33
2017-10-23,3915143.5
2017-10-24,3172297.01
2017-10-25,6656072.71
2017-10-26,5244501.34
2017-10-27,3452345.34
2017-10-28,3658997.27
2017-10-29,7644126.36
2017-10-30,7135440.35
2017-10-31,7280919.6
2017-11-01,7083914.55
2017-11-02,5199936.08
2017-11-03,1577128.76
2017-11-04,1931786.56
2017-11-05,2523519.9
2017-11-06,3018330.58
2017-11-07,4095990.43
2017-11-08,4277782.67
2017-11-09,2792998.33
2017-11-10,3541249.75
2017-11-11,2921904.65
2017-11-12,3084484.33
2017-11-13,3746234.93
2017-11-14,4154076.39
2017-11-15,3854132.18
2017-11-16,3066706.38
2017-11-17,2781968.82
2017-11-18,2774765.8
2017-11-19,3132539.58
2017-11-20,2995966.89
2017-11-21,2297213.47
2017-11-22,2248567.69
2017-11-23,1749357.29
2017-11-24,1620958.87
2017-11-25,2674533.14
2017-11-26,2940959.43
2017-11-27,3888410.38
2017-11-28,5847881.51
2017-11-29,4871438.96
2017-11-30,4264134.96
2017-12-01,2565213.32
2017-12-02,2798541.49
2017-12-03,1410398.63
2017-12-04,1209471.35
2017-12-05,1723297.16
2017-12-06,1875094.15
2017-12-07,2133387.42
2017-12-08,1553493.17
2017-12-09,1605808.62
2017-12-10,1836022.63
2017-12-11,2040261.84
2017-12-12,2636835.06
2017-12-13,2887343.12
2017-12-14,2544808.4
2017-12-15,2615767.25
2017-12-16,1895310.17
2017-12-17,2997880.85
2017-12-18,2575839.99
2017-12-19,2830509.48
2017-12-20,3950305.28
2017-12-21,2446276.92
2017-12-22,2423079.28
2017-12-23,2343205.29
2017-12-24,1582944.12
2017-12-25,1888197.46
2017-12-26,2701416.56
2017-12-27,4103218.35
2017-12-28,3545279.44
2017-12-29,6520226.98
2017-12-30,5342810.18
2017-12-31,5157535.61
2018-01-01,4076479.77
2018-01-02,3624718.09
2018-01-03,1228388.32
2018-01-04,1209588.0
2018-01-05,1515574.79
2018-01-06,1836672.15
2018-01-07,1476050.73
2018-01-08,2536686.97
2018-01-09,2729162.63
2018-01-10,2434343.96
2018-01-11,2183840.91
2018-01-12,2862550.24
2018-01-13,2753366.32
2018-01-14,2226116.52
2018-01-15,3128561.64
2018-01-16,3770286.85
2018-01-17,3240996.79
2018-01-18,2110305.53
2018-01-19,2086549.59
2018-01-20,2418121.84
2018-01-21,2484308.01
2018-01-22,3315490.36
2018-01-23,4611238.46
2018-01-24,3270861.1
2018-01-25,2275701.54
2018-01-26,2897617.42
2018-01-27,3617772.88
2018-01-28,3128272.36
2018-01-29,5197360.04
2018-01-30,5706924.49
2018-01-31,5009601.43
2018-02-01,3670728.79
2018-02-02,4258063.02
2018-02-03,1981564.16
2018-02-04,2874335.62
2018-02-05,3130745.66
2018-02-06,3339473.15
2018-02-07,2805812.6
2018-02-08,2150875.76
2018-02-09,2144621.01
2018-02-10,2584198.15
2018-02-11,2962791.58
2018-02-12,3622566.63
2018-02-13,4418784.14
2018-02-14,4218153.95
2018-02-15,3128927.36
2018-02-16,3463265.1
2018-02-17,4206774.3
2018-02-18,3926304.19
2018-02-19,4186201.52
2018-02-20,5091061.73
2018-02-21,3907743.08
2018-02-22,3063440.84
2018-02-23,3544367.16
2018-02-24,3364498.21
2018-02-25,4015454.83
2018-02-26,7426597.23
2018-02-27,8416365.51
2018-02-28,8409092.75
2018-03-01,6963830.59
2018-03-02,5613671.87
2018-03-03,1177076.3
2018-03-04,2218712.31
2018-03-05,2742871.53
2018-03-06,3203122.41
2018-03-07,4507553.37
2018-03-08,3419972.83
2018-03-09,3250890.44
2018-03-10,3479853.91
2018-03-11,4342360.28
2018-03-12,3648185.26
2018-03-13,5344808.38
2018-03-14,6867137.98
2018-03-15,6357153.0
2018-03-16,4667689.08
2018-03-17,6875294.96
2018-03-18,5615859.9
2018-03-19,5314373.17
2018-03-20,6054738.37
2018-03-21,6826815.9
2018-03-22,5512035.33
2018-03-23,4008326.65
2018-03-24,5227586.74
2018-03-25,4970364.06
2018-03-26,6133670.91
2018-03-27,6350306.2
2018-03-28,8582287.61
2018-03-29,7363015.35
2018-03-30,12176690.89
2018-03-31,11278748.95
2018-04-01,9326921.27
2018-04-02,9532990.22
2018-04-03,9176055.6
2018-04-04,3771895.32
2018-04-05,2915055.94
2018-04-06,3716970.57
2018-04-07,4650087.25
2018-04-08,4317415.31
2018-04-09,4916546.48
2018-04-10,7060893.97
2018-04-11,5719121.32
2018-04-12,4925768.26
2018-04-13,4955951.73
2018-04-14,5934960.89
2018-04-15,5904150.09
2018-04-16,7603253.45
2018-04-17,9179593.09
2018-04-18,9507550.23
2018-04-19,6670677.39
2018-04-20,7753365.66
2018-04-21,6793803.83
2018-04-22,7058897.65
2018-04-23,8991635.45
2018-04-24,10052878.22
2018-04-25,9547875.66
2018-04-26,7281885.08
2018-04-27,7916179.31
2018-04-28,10502784.65
2018-04-29,12074392.53
2018-04-30,12464011.32
2018-05-01,13778926.53
2018-05-02,12779953.62
2018-05-03,9480205.54
2018-05-04,3081716.09
2018-05-05,4882374.55
2018-05-06,4852630.6
2018-05-07,5630735.57
2018-05-08,5961711.29
2018-05-09,8207932.76
2018-05-10,7249267.2
2018-05-11,5934039.42
2018-05-12,5782619.05
2018-05-13,5902938.45
2018-05-14,7023913.46
2018-05-15,8789772.31
2018-05-16,9398231.32
2018-05-17,9816742.13
2018-05-18,7337944.43
2018-05-19,6925640.35
2018-05-20,8653992.04
2018-05-21,6241809.14
2018-05-22,7847121.97
2018-05-23,11779004.94
2018-05-24,9030397.74
2018-05-25,6498399.18
2018-05-26,5600677.63
2018-05-27,6413198.63
2018-05-28,7438573.25
2018-05-29,10262818.32
2018-05-30,20905271.35
2018-05-31,19289944.12
2018-06-01,19245165.78
2018-06-02,17529108.34
2018-06-03,13779702.07
2018-06-04,4373078.45
2018-06-05,5537841.59
2018-06-06,6238754.07
2018-06-07,4523493.87
2018-06-08,5863271.23
2018-06-09,7018402.9
2018-06-10,6333777.67
2018-06-11,7812992.68
2018-06-12,8959000.0
2018-06-13,9047626.88
2018-06-14,6994969.99
2018-06-15,7278400.85
2018-06-16,9653316.6
2018-06-17,8270248.42
2018-06-18,9578590.6
2018-06-19,10591854.27
2018-06-20,10442554.6
2018-06-21,7960357.2
