Date,COGS
2015-07-13,3879117.89
2015-07-14,4427340.58
2015-07-15,5945270.24
2015-07-16,5204783.4
2015-07-17,3879500.64
2015-07-18,4230281.82
2015-07-19,4244345.55
2015-07-20,3967198.09
2015-07-21,5212906.4
2015-07-22,5699625.87
2015-07-23,5041557.0
2015-07-24,3864863.25
2015-07-25,3980424.09
2015-07-26,4436550.96
2015-07-27,4431670.86
2015-07-28,5538901.92
2015-07-29,7602775.68
2015-07-30,9762134.91
2015-07-31,8001039.19
2015-08-01,8307674.69
2015-08-02,6999844.19
2015-08-03,6451104.36
2015-08-04,3894709.67
2015-08-05,4001425.35
2015-08-06,3656184.22
2015-08-07,2648627.83
2015-08-08,2428463.02
2015-08-09,2864218.57
2015-08-10,3233525.06
2015-08-11,3451194.49
2015-08-12,4878289.67
2015-08-13,3979730.24
2015-08-14,3979723.24
2015-08-15,3723026.61
2015-08-16,3843042.72
2015-08-17,3580539.39
2015-08-18,5081331.41
2015-08-19,5388360.8
2015-08-20,4967122.51
2015-08-21,4029608.29
2015-08-22,3196044.6
2015-08-23,4035327.45
2015-08-24,4140352.34
2015-08-25,4713031.14
2015-08-26,5549423.27
2015-08-27,4867784.09
2015-08-28,11044258.41
2015-08-29,10361751.16
2015-08-30,9260104.74
2015-08-31,10070785.58
2015-09-01,8154672.78
2015-09-02,2129220.78
2015-09-03,2604249.38
2015-09-04,2868467.84
2015-09-05,3677521.7
2015-09-06,5165364.57
2015-09-07,4736445.82
2015-09-08,3769505.38
2015-09-09,3266493.41
2015-09-10,3354394.08
2015-09-11,4839456.19
2015-09-12,4404176.85
2015-09-13,5333297.85
2015-09-14,5241870.86
2015-09-15,3759560.12
2015-09-16,4047593.29
2015-09-17,3890293.3
2015-09-18,4125549.97
2015-09-19,4338177.32
2015-09-20,5199616.34
2015-09-21,4922952.43
2015-09-22,3510644.34
2015-09-23,4136948.97
2015-09-24,4532817.65
2015-09-25,4738294.51
2015-09-26,5772363.74
2015-09-27,8445286.43
2015-09-28,7449690.47
2015-09-29,6330231.0
2015-09-30,5509034.08
2015-10-01,4579676.64
2015-10-02,1796561.55
2015-10-03,3247591.03
2015-10-04,2871726.8
2015-10-05,3678096.41
2015-10-06,3415837.46
2015-10-07,2803278.62
2015-10-08,2641121.98
2015-10-09,2663149.73
2015-10-10,2705337.11
2015-10-11,2566855.85
2015-10-12,4081540.58
2015-10-13,4432958.2
2015-10-14,2666618.8
2015-10-15,2948986.13
2015-10-16,2987369.39
2015-10-17,2894880.7
2015-10-18,3332133.13
2015-10-19,4953145.42
2015-10-20,4073078.24
2015-10-21,3112793.66
2015-10-22,2822517.81
2015-10-23,3535441.18
2015-10-24,2963519.26
2015-10-25,3592252.8
2015-10-26,4548016.77
2015-10-27,4220293.85
2015-10-28,5631491.38
2015-10-29,6015934.85
2015-10-30,5898873.81
2015-10-31,4766615.28
2015-11-01,4691433.96
2015-11-02,2300656.83
2015-11-03,1642341.12
2015-11-04,2230527.42
2015-11-05,2095931.27
2015-11-06,2524846.93
2015-11-07,2111797.74
2015-11-08,3467217.26
2015-11-09,2730600.71
2015-11-10,2600539.96
2015-11-11,2445001.94
2015-11-12,3072175.13
2015-11-13,2547598.28
2015-11-14,3445998.98
2015-11-15,3488973.66
2015-11-16,3541079.15
2015-11-17,2418023.08
2015-11-18,2787131.03
2015-11-19,2722267.8
2015-11-20,3170548.9
2015-11-21,2320486.62
2015-11-22,3152837.2
2015-11-23,2370762.85
2015-11-24,2017128.44
2015-11-25,2069297.94
2015-11-26,3392781.25
2015-11-27,5137790.23
2015-11-28,5281806.7
2015-11-29,4955536.7
2015-11-30,4065929.95
2015-12-01,3262618.05
2015-12-02,978207.15
2015-12-03,1907081.99
2015-12-04,2095572.96
2015-12-05,2292826.58
2015-12-06,2013778.51
2015-12-07,2364273.69
2015-12-08,2715044.46
2015-12-09,1664248.89
2015-12-10,2579079.6
2015-12-11,1955884.16
2015-12-12,2824587.14
2015-12-13,3382073.59
2015-12-14,3176504.37
2015-12-15,3106617.67
2015-12-16,2367574.49
2015-12-17,2646046.82
2015-12-18,2954646.8
2015-12-19,3081409.43
2015-12-20,3711607.1
2015-12-21,5131271.18
2015-12-22,3727031.54
2015-12-23,3646146.76
2015-12-24,2262884.17
2015-12-25,3048061.85
2015-12-26,3633106.61
2015-12-27,5095420.51
2015-12-28,8163764.62
2015-12-29,7689336.24
2015-12-30,5888436.34
2015-12-31,6217888.06
2016-01-01,5354701.23
2016-01-02,2072521.54
2016-01-03,2169775.39
2016-01-04,1861702.6
2016-01-05,1249444.02
2016-01-06,1917221.35
2016-01-07,2024858.69
2016-01-08,2202044.96
2016-01-09,2446095.09
2016-01-10,3201417.67
2016-01-11,2780091.13
2016-01-12,2110300.27
2016-01-13,1914275.35
2016-01-14,2705497.94
2016-01-15,3003599.85
2016-01-16,3138016.53
2016-01-17,3477169.21
2016-01-18,3409714.29
2016-01-19,2313238.83
2016-01-20,2294689.37
2016-01-21,3293021.93
2016-01-22,2667153.86
2016-01-23,3324513.23
2016-01-24,3904936.72
2016-01-25,4047871.63
2016-01-26,2876880.62
2016-01-27,3994526.08
2016-01-28,5529962.06
2016-01-29,4078543.96
2016-01-30,5546795.93
2016-01-31,5251383.47
2016-02-01,4131331.82
2016-02-02,2413250.92
2016-02-03,1841992.31
2016-02-04,2305544.16
2016-02-05,2987435.62
2016-02-06,3973322.09
2016-02-07,3144310.26
2016-02-08,3120549.68
2016-02-09,3286349.1
2016-02-10,2764263.83
2016-02-11,3000678.76
2016-02-12,3269439.67
2016-02-13,3727060.93
2016-02-14,4030980.54
2016-02-15,3702428.02
2016-02-16,3209642.29
2016-02-17,2374063.71
2016-02-18,3301336.9
2016-02-19,3665043.13
2016-02-20,4193086.14
2016-02-21,3843027.26
2016-02-22,3825599.58
2016-02-23,3722357.32
2016-02-24,4665515.38
2016-02-25,6237906.21
2016-02-26,5762106.77
2016-02-27,5301081.64
2016-02-28,4142676.19
2016-02-29,2843903.05
2016-03-01,623398.17
2016-03-02,1243049.71
2016-03-03,1853979.92
2016-03-04,2305820.78
2016-03-05,2819038.04
2016-03-06,2754054.05
2016-03-07,3544887.63
2016-03-08,3819333.06
2016-03-09,4101613.27
2016-03-10,5983967.59
2016-03-11,5065973.55
2016-03-12,3853834.05
2016-03-13,3707033.48
2016-03-14,4150309.08
2016-03-15,4384259.36
2016-03-16,5219744.05
2016-03-17,6809198.69
2016-03-18,5792586.92
2016-03-19,4990341.15
2016-03-20,3951071.76
2016-03-21,4759221.87
2016-03-22,4970365.56
2016-03-23,5532819.27
2016-03-24,7157854.93
2016-03-25,6273523.88
2016-03-26,4790136.82
2016-03-27,5639995.87
2016-03-28,4853169.6
2016-03-29,6878616.36
2016-03-30,13412468.3
2016-03-31,12932629.87
2016-04-01,11254792.81
2016-04-02,12292938.79
2016-04-03,9627706.26
2016-04-04,3886345.44
2016-04-05,4315060.71
2016-04-06,5465466.98
2016-04-07,5121344.12
2016-04-08,3902265.35
2016-04-09,4208365.26
2016-04-10,4517178.31
2016-04-11,5553289.41
2016-04-12,5477134.6
2016-04-13,7772805.93
2016-04-14,6220003.38
2016-04-15,5244820.29
2016-04-16,5997253.75
2016-04-17,7747445.67
2016-04-18,6496267.7
2016-04-19,7665794.67
2016-04-20,9220652.39
2016-04-21,7780628.47
2016-04-22,5276646.93
2016-04-23,6488166.41
2016-04-24,6468446.01
2016-04-25,8923524.58
2016-04-26,9133066.32
2016-04-27,13128158.81
2016-04-28,13978683.94
2016-04-29,13610990.42
2016-04-30,10476104.29
2016-05-01,9387796.08
2016-05-02,7094979.67
2016-05-03,5263847.33
2016-05-04,4874007.55
2016-05-05,4682705.07
2016-05-06,4692160.58
2016-05-07,3962154.52
2016-05-08,3759762.75
2016-05-09,5990848.79
2016-05-10,5216849.07
2016-05-11,6878143.05
2016-05-12,8789857.02
2016-05-13,7817935.3
2016-05-14,6064015.7
2016-05-15,4998345.42
2016-05-16,5993216.92
2016-05-17,6848845.3
2016-05-18,6811181.17
2016-05-19,9063577.59
2016-05-20,8217262.68
2016-05-21,5895652.1
2016-05-22,6156525.22
2016-05-23,7045764.67
2016-05-24,6580079.91
2016-05-25,7860116.29
2016-05-26,10440320.85
2016-05-27,8560911.95
2016-05-28,6306590.85
2016-05-29,4980964.03
2016-05-30,12868500.26
2016-05-31,12146387.51
2016-06-01,12020718.26
2016-06-02,12454831.83
2016-06-03,12099283.96
2016-06-04,2852864.04
2016-06-05,4151357.66
2016-06-06,4100125.08
2016-06-07,5302528.24
2016-06-08,7158408.04
2016-06-09,5484927.09
2016-06-10,4774033.93
2016-06-11,4761365.56
2016-06-12,4901187.37
2016-06-13,5491827.46
2016-06-14,7338757.88
2016-06-15,7853426.55
2016-06-16,8220535.81
2016-06-17,4250810.07
2016-06-18,6322388.46
2016-06-19,6297385.32
2016-06-20,5841977.09
2016-06-21,6752198.15
2016-06-22,8167871.69
2016-06-23,7950198.34
2016-06-24,6508523.99
2016-06-25,6096912.54
2016-06-26,6144242.3
2016-06-27,6833479.69
2016-06-28,8163713.72
2016-06-29,13303063.47
2016-06-30,11686500.64
2016-07-01,10138330.52
2016-07-02,8597989.65
2016-07-03,6344095.57
2016-07-04,1325944.63
2016-07-05,2677876.06
2016-07-06,2729115.94
2016-07-07,4518370.11
2016-07-08,3763622.72
2016-07-09,3956559.68
2016-07-10,3789183.06
2016-07-11,3954521.72
2016-07-12,4271906.38
2016-07-13,3903887.84
2016-07-14,5776926.66
2016-07-15,5410397.02
2016-07-16,3932641.54
2016-07-17,4257377.15
2016-07-18,4032049.3
2016-07-19,4468539.05
2016-07-20,4989427.8
2016-07-21,5454135.01
2016-07-22,5405412.2
2016-07-23,4693760.16
2016-07-24,3988427.93
2016-07-25,5210533.01
2016-07-26,6298482.2
2016-07-27,6294203.51
2016-07-28,8364736.75
2016-07-29,8009568.05
2016-07-30,5035247.55
2016-07-31,8901256.98
2016-08-01,8684114.27
2016-08-02,7715286.95
2016-08-03,7903743.51
2016-08-04,7445312.45
2016-08-05,4405172.77
2016-08-06,2778007.61
2016-08-07,3417549.23
2016-08-08,3457274.61
2016-08-09,4307308.14
2016-08-10,4989664.4
2016-08-11,5260377.53
2016-08-12,4890673.79
2016-08-13,4032826.41
2016-08-14,3276890.85
2016-08-15,4497185.08
2016-08-16,4439845.57
2016-08-17,4224740.02
2016-08-18,7920089.68
2016-08-19,5278113.04
2016-08-20,4564247.81
2016-08-21,5328696.02
2016-08-22,4287522.68
2016-08-23,3868404.84
2016-08-24,5100249.41
2016-08-25,6977759.11
2016-08-26,4488665.83
2016-08-27,3662367.33
2016-08-28,12249721.23
2016-08-29,11328872.12
2016-08-30,11037531.68
2016-08-31,10091516.93
2016-09-01,10116739.78
2016-09-02,2197302.32
2016-09-03,2576390.08
2016-09-04,2610346.46
2016-09-05,3683805.93
2016-09-06,4021959.96
2016-09-07,2482230.36
2016-09-08,2710099.28
2016-09-09,3550531.35
2016-09-10,3081087.79
2016-09-11,4209772.35
2016-09-12,5130706.55
2016-09-13,5076124.78
2016-09-14,3911967.05
2016-09-15,3311188.02
2016-09-16,3556568.41
2016-09-17,3843688.85
2016-09-18,4382989.7
2016-09-19,4783146.79
2016-09-20,4381290.5
2016-09-21,4042078.78
2016-09-22,3326231.28
2016-09-23,3857859.5
2016-09-24,3149906.57
2016-09-25,5221915.5
2016-09-26,6121949.95
2016-09-27,7795904.94
2016-09-28,6824968.63
2016-09-29,4892504.82
2016-09-30,4205412.15
2016-10-01,3701260.21
2016-10-02,1974164.43
2016-10-03,2097911.33
2016-10-04,2850191.25
2016-10-05,2746226.47
2016-10-06,2454432.63
2016-10-07,2477341.55
2016-10-08,2574361.13
2016-10-09,2583489.11
2016-10-10,3371581.16
2016-10-11,3581266.99
2016-10-12,3524730.02
2016-10-13,2649214.4
2016-10-14,2718591.77
2016-10-15,3043533.56
2016-10-16,3413503.15
2016-10-17,2453991.87
2016-10-18,3657069.31
2016-10-19,3396000.86
2016-10-20,2260628.69
2016-10-21,2634207.2
2016-10-22,3231763.1
2016-10-23,2666084.61
2016-10-24,3526727.23
2016-10-25,3249930.02
2016-10-26,3751859.51
2016-10-27,3430770.86
2016-10-28,5821255.79
2016-10-29,6291672.94
2016-10-30,5021019.4
2016-10-31,4923620.6
2016-11-01,6108632.49
2016-11-02,1671538.84
2016-11-03,1630172.24
2016-11-04,2325634.63
2016-11-05,2510325.05
2016-11-06,2614531.12
2016-11-07,3164694.75
2016-11-08,2275142.13
2016-11-09,2415653.4
2016-11-10,2787453.25
2016-11-11,2622416.39
2016-11-12,3215859.82
2016-11-13,3298120.47
2016-11-14,4287246.16
2016-11-15,3266049.08
2016-11-16,2184170.77
2016-11-17,2657687.82
2016-11-18,2341586.51
2016-11-19,2797715.85
2016-11-20,2208447.77
2016-11-21,2622825.33
2016-11-22,3010640.25
2016-11-23,1682846.05
2016-11-24,1727778.84
2016-11-25,3343367.28
2016-11-26,3360164.37
2016-11-27,5281944.59
2016-11-28,5131257.93
2016-11-29,4962698.8
2016-11-30,3897608.89
2016-12-01,2341309.79
2016-12-02,925477.21
2016-12-03,1218185.92
2016-12-04,2224630.3
2016-12-05,1939563.58
2016-12-06,2510982.32
2016-12-07,2274139.79
2016-12-08,2136761.21
2016-12-09,2600587.96
2016-12-10,2889190.43
2016-12-11,2812545.24
2016-12-12,3217430.0
2016-12-13,3830277.56
2016-12-14,2831410.87
2016-12-15,2742933.88
2016-12-16,2651717.38
2016-12-17,3280502.46
2016-12-18,3285398.32
2016-12-19,4095588.8
2016-12-20,4224108.67
2016-12-21,4100591.43
2016-12-22,3057416.11
2016-12-23,2509747.01
2016-12-24,2007308.18
2016-12-25,3406046.44
2016-12-26,3806837.33
2016-12-27,5750792.35
2016-12-28,7421332.69
2016-12-29,7951767.41
2016-12-30,5741938.39
2016-12-31,4920694.41
2017-01-01,3583814.01
2017-01-02,1374452.07
2017-01-03,1573537.28
2017-01-04,682698.81
2017-01-05,1145400.53
2017-01-06,1842665.52
2017-01-07,1767280.58
2017-01-08,2272946.44
2017-01-09,2814472.11
2017-01-10,2440786.22
2017-01-11,1674420.56
2017-01-12,2101198.8
2017-01-13,2599219.64
2017-01-14,1704845.73
2017-01-15,1994964.86
2017-01-16,3102404.56
2017-01-17,2229864.7
2017-01-18,1652537.47
2017-01-19,2187863.56
2017-01-20,2318588.01
2017-01-21,2232164.85
2017-01-22,2064760.98
2017-01-23,2719480.1
2017-01-24,2288079.89
2017-01-25,1953862.54
2017-01-26,2689465.29
2017-01-27,3118864.85
2017-01-28,4466542.85
2017-01-29,5313138.23
2017-01-30,4545794.61
2017-01-31,4731579.01
2017-02-01,3007642.45
2017-02-02,1704689.79
2017-02-03,2118774.82
2017-02-04,2067059.03
2017-02-05,2039899.33
2017-02-06,2085607.67
2017-02-07,2219123.05
2017-02-08,1586818.66
2017-02-09,2076822.36
2017-02-10,2130151.17
2017-02-11,2552520.25
2017-02-12,2886850.52
2017-02-13,3602625.97
2017-02-14,3254271.21
2017-02-15,1725509.05
2017-02-16,2858753.36
2017-02-17,2507056.83
2017-02-18,2800726.99
2017-02-19,3744775.49
2017-02-20,4661358.55
2017-02-21,4397106.06
2017-02-22,3673004.77
2017-02-23,4050645.07
2017-02-24,4291124.12
2017-02-25,5984598.22
2017-02-26,5568547.06
2017-02-27,6084966.92
2017-02-28,4852701.48
2017-03-01,3461752.84
2017-03-02,894235.96
2017-03-03,1088338.93
2017-03-04,1091358.11
2017-03-05,1784452.73
2017-03-06,3160109.06
2017-03-07,2644266.94
2017-03-08,3607122.81
2017-03-09,4034647.4
2017-03-10,4929376.63
2017-03-11,3465509.34
2017-03-12,2481856.51
2017-03-13,4152542.23
2017-03-14,4519981.15
2017-03-15,5862653.36
2017-03-16,6020449.52
2017-03-17,6274517.1
2017-03-18,4875618.15
2017-03-19,4468071.53
2017-03-20,4750949.98
2017-03-21,5699224.23
2017-03-22,5884865.16
2017-03-23,7586583.97
2017-03-24,7275137.93
2017-03-25,5438511.57
2017-03-26,5140078.21
2017-03-27,5981854.17
2017-03-28,6808020.58
2017-03-29,8216778.38
2017-03-30,16224964.49
2017-03-31,15209810.1
2017-04-01,14645912.76
2017-04-02,13407725.54
2017-04-03,10898039.76
2017-04-04,3438348.87
2017-04-05,4199168.99
2017-04-06,3603945.57
2017-04-07,3033332.62
2017-04-08,3104040.68
2017-04-09,4683867.18
2017-04-10,4458418.44
2017-04-11,5775011.4
2017-04-12,5932271.71
2017-04-13,5675033.32
2017-04-14,4501125.15
2017-04-15,4382670.97
2017-04-16,4613246.21
2017-04-17,5533903.49
2017-04-18,6512827.94
2017-04-19,6869166.87
2017-04-20,5704449.86
2017-04-21,4399591.55
2017-04-22,4273571.86
2017-04-23,6292750.65
2017-04-24,5783275.04
2017-04-25,6751931.23
2017-04-26,9490915.85
2017-04-27,8767860.5
2017-04-28,7052027.5
2017-04-29,11193381.32
2017-04-30,10213945.04
2017-05-01,8248934.13
2017-05-02,8545428.77
2017-05-03,8850240.81
2017-05-04,4205229.55
2017-05-05,4486107.35
2017-05-06,2996412.53
2017-05-07,3947883.38
2017-05-08,4768855.8
2017-05-09,5203605.53
2017-05-10,6032076.17
2017-05-11,8268973.88
2017-05-12,6726540.41
2017-05-13,5896933.82
2017-05-14,5287890.68
2017-05-15,6196974.67
2017-05-16,5556954.23
2017-05-17,5942140.35
2017-05-18,8417567.55
2017-05-19,6978931.62
2017-05-20,4916762.05
2017-05-21,6410830.66
2017-05-22,6167091.35
2017-05-23,7259320.81
2017-05-24,7989958.15
2017-05-25,10345551.33
2017-05-26,8936147.49
2017-05-27,5377732.71
2017-05-28,4817050.8
2017-05-29,5975112.76
2017-05-30,12468271.46
2017-05-31,13846685.08
2017-06-01,14102311.81
2017-06-02,14154253.77
2017-06-03,12312510.57
2017-06-04,4015671.63
2017-06-05,5535512.4
2017-06-06,4216558.08
2017-06-07,6119021.16
2017-06-08,5870597.71
2017-06-09,4805414.43
2017-06-10,5062026.02
2017-06-11,5237226.84
2017-06-12,5335810.64
2017-06-13,7325847.9
2017-06-14,8103723.85
2017-06-15,6369139.96
2017-06-16,5840484.65
2017-06-17,6136710.77
2017-06-18,6257008.19
2017-06-19,5820728.91
2017-06-20,6368214.24
2017-06-21,8609715.32
2017-06-22,7431185.52
2017-06-23,5230359.86
2017-06-24,6685562.91
2017-06-25,6587328.34
2017-06-26,7671373.55
2017-06-27,9101777.72
2017-06-28,10779722.88
2017-06-29,14163551.21
2017-06-30,10016805.64
2017-07-01,9077728.29
2017-07-02,8425628.54
2017-07-03,7353625.52
2017-07-04,1505172.52
2017-07-05,2468637.84
2017-07-06,3785638.98
2017-07-07,3735165.73
2017-07-08,2709365.34
2017-07-09,4091213.73
2017-07-10,4296558.78
2017-07-11,4863855.67
2017-07-12,4543652.2
2017-07-13,5965250.9
2017-07-14,4429144.59
2017-07-15,4964833.31
2017-07-16,5555676.19
2017-07-17,5721733.07
2017-07-18,5454385.63
2017-07-19,5343161.22
2017-07-20,6983084.24
2017-07-21,6801188.17
2017-07-22,4280297.37
2017-07-23,4618045.67
2017-07-24,4478937.41
2017-07-25,5735726.58
2017-07-26,6749350.5
2017-07-27,8082143.68
2017-07-28,6878556.14
2017-07-29,6127361.47
2017-07-30,8256517.97
2017-07-31,11128407.08
2017-08-01,8893176.14
2017-08-02,8556480.36
2017-08-03,8998020.07
2017-08-04,7638550.59
2017-08-05,2192300.16
2017-08-06,2936220.92
2017-08-07,2673620.96
2017-08-08,3603508.2
2017-08-09,3591835.02
2017-08-10,4079777.28
2017-08-11,4365179.69
2017-08-12,3325606.06
2017-08-13,3146463.17
2017-08-14,4128458.45
2017-08-15,3709393.15
2017-08-16,4462853.41
2017-08-17,5750566.25
2017-08-18,4356894.77
2017-08-19,3620782.22
2017-08-20,3941814.02
2017-08-21,3676913.21
2017-08-22,4106696.92
2017-08-23,4769850.97
2017-08-24,6796852.79
2017-08-25,4548124.98
2017-08-26,3741666.75
2017-08-27,3067888.41
2017-08-28,5161278.75
2017-08-29,9554867.54
2017-08-30,9396255.8
2017-08-31,10017576.0
2017-09-01,7605277.51
2017-09-02,7453975.27
2017-09-03,2028274.79
2017-09-04,2696832.33
2017-09-05,3697301.2
2017-09-06,3470517.33
2017-09-07,2911789.0
2017-09-08,2466116.27
2017-09-09,3057748.67
2017-09-10,2447241.71
2017-09-11,3874079.03
2017-09-12,4657582.93
2017-09-13,3897483.92
2017-09-14,2598454.0
2017-09-15,3493814.51
2017-09-16,3572766.48
2017-09-17,3324722.05
2017-09-18,4108242.1
2017-09-19,5193156.23
2017-09-20,3813888.37
2017-09-21,3437534.89
2017-09-22,3871217.73
2017-09-23,3622953.87
2017-09-24,3496467.09
2017-09-25,4684517.64
2017-09-26,5062124.41
2017-09-27,6568633.22
2017-09-28,7033425.19
2017-09-29,4816175.26
2017-09-30,4849617.32
2017-10-01,3476480.87
2017-10-02,2342981.57
2017-10-03,2251158.64
2017-10-04,3166198.46
2017-10-05,2540926.63
2017-10-06,2393697.54
2017-10-07,2790501.3
2017-10-08,3064193.34
2017-10-09,2601027.16
2017-10-10,3056078.01
2017-10-11,4157714.79
2017-10-12,3480805.66
2017-10-13,2485145.78
2017-10-14,2996354.65
2017-10-15,2920145.88
2017-10-16,3202804.6
2017-10-17,3330124.96
2017-10-18,4769081.72
2017-10-19,3063562.45
2017-10-20,2776840.51
2017-10-21,2700303.7
2017-10-22,2849008.19
2017-10-23,3019168.91
2017-10-24,2492929.42
2017-10-25,5320570.98
2017-10-26,4208554.22
2017-10-27,2711681.12
2017-10-28,2958790.37
2017-10-29,6130363.53
2017-10-30,5691818.99
2017-10-31,5711548.55
2017-11-01,5591633.48
2017-11-02,4288675.49
2017-11-03,1289906.6
2017-11-04,1566251.33
2017-11-05,2073018.57
2017-11-06,2360833.81
2017-11-07,3338509.96
2017-11-08,3348300.89
2017-11-09,2205753.88
2017-11-10,2843011.6
2017-11-11,2403613.27
2017-11-12,2422146.93
2017-11-13,2946152.31
2017-11-14,3314644.14
2017-11-15,3119546.66
2017-11-16,2516030.25
2017-11-17,2191402.04
2017-11-18,2218818.06
2017-11-19,2911417.5
2017-11-20,2760945.71
2017-11-21,2128140.16
2017-11-22,2263677.12
2017-11-23,1656734.06
2017-11-24,1618303.7
2017-11-25,2727514.77
2017-11-26,2955583.74
2017-11-27,3813390.96
2017-11-28,5752351.51
2017-11-29,4803864.88
2017-11-30,4156136.15
2017-12-01,2510402.2
2017-12-02,2818052.3
2017-12-03,1318304.86
2017-12-04,1144863.17
2017-12-05,1680632.44
2017-12-06,1865514.43
2017-12-07,2193351.43
2017-12-08,1488945.36
2017-12-09,1631952.74
2017-12-10,1769756.1
2017-12-11,2142116.71
2017-12-12,2612267.82
2017-12-13,2845278.71
2017-12-14,2511218.15
2017-12-15,2602096.36
2017-12-16,1824600.76
2017-12-17,2962168.44
2017-12-18,2572642.87
2017-12-19,2835294.19
2017-12-20,3962113.72
2017-12-21,2392977.63
2017-12-22,2383321.92
2017-12-23,2302420.5
2017-12-24,1537881.36
2017-12-25,1829750.85
2017-12-26,2654070.12
2017-12-27,4112542.69
2017-12-28,3453711.8
2017-12-29,6483039.79
2017-12-30,5371586.26
2017-12-31,5013423.96
2018-01-01,3905605.37
2018-01-02,3245091.67
2018-01-03,997328.86
2018-01-04,943742.57
2018-01-05,1226621.86
2018-01-06,1424469.16
2018-01-07,1224918.4
2018-01-08,2085102.3
2018-01-09,2140605.04
2018-01-10,1884221.76
2018-01-11,1845305.97
2018-01-12,2341061.28
2018-01-13,2271479.73
2018-01-14,1762940.79
2018-01-15,2520530.26
2018-01-16,3022848.85
2018-01-17,2645347.64
2018-01-18,1667911.37
2018-01-19,1700643.75
2018-01-20,2008335.01
2018-01-21,1971853.24
2018-01-22,2730843.03
2018-01-23,3755442.15
2018-01-24,2653232.42
2018-01-25,1820602.61
2018-01-26,2400983.47
2018-01-27,2965865.28
2018-01-28,2453931.52
2018-01-29,4086899.16
2018-01-30,4618954.53
2018-01-31,4199624.93
2018-02-01,3012405.31
2018-02-02,3505527.95
2018-02-03,1568068.11
2018-02-04,2202119.84
2018-02-05,2498095.83
2018-02-06,2568216.59
2018-02-07,2202832.26
2018-02-08,1718669.78
2018-02-09,1686060.42
2018-02-10,2095864.1
2018-02-11,2320546.01
2018-02-12,2796978.04
2018-02-13,3538184.9
2018-02-14,3395697.77
2018-02-15,2501462.4
2018-02-16,2649618.11
2018-02-17,3318989.93
2018-02-18,3167573.08
2018-02-19,3338454.11
2018-02-20,4033905.61
2018-02-21,3150049.7
2018-02-22,2341066.15
2018-02-23,2804587.84
2018-02-24,2679591.94
2018-02-25,3238625.9
2018-02-26,5998758.22
2018-02-27,6844455.72
2018-02-28,6627677.09
2018-03-01,5570058.79
2018-03-02,4371797.12
2018-03-03,967531.27
2018-03-04,1781519.01
2018-03-05,2230053.99
2018-03-06,2519131.06
2018-03-07,3470623.71
2018-03-08,2864363.46
2018-03-09,2689334.35
2018-03-10,2832299.24
2018-03-11,3337146.36
2018-03-12,2790754.99
2018-03-13,4343953.93
2018-03-14,5489756.33
2018-03-15,4930724.06
2018-03-16,3716263.52
2018-03-17,5458868.53
2018-03-18,4613908.21
2018-03-19,4472182.88
2018-03-20,5116787.38
2018-03-21,5913005.8
2018-03-22,4925778.06
2018-03-23,3711085.6
2018-03-24,4619965.13
2018-03-25,4473153.96
2018-03-26,5616024.38
2018-03-27,5743746.71
2018-03-28,7811323.78
2018-03-29,6638405.71
2018-03-30,10927925.46
2018-03-31,10156610.77
2018-04-01,8552479.35
2018-04-02,8745489.29
2018-04-03,8274855.19
2018-04-04,3451444.47
2018-04-05,2584733.26
2018-04-06,3290630.48
2018-04-07,4137264.98
2018-04-08,3833384.91
2018-04-09,4479387.83
2018-04-10,6323343.96
2018-04-11,5144349.61
2018-04-12,4274900.55
2018-04-13,4445276.84
2018-04-14,5111153.97
2018-04-15,4782715.57
2018-04-16,6190718.89
2018-04-17,7283796.97
2018-04-18,7504171.54
2018-04-19,5141784.57
2018-04-20,6032943.55
2018-04-21,5216087.55
2018-04-22,5480418.64
2018-04-23,7095225.16
2018-04-24,8047009.91
2018-04-25,7562805.33
2018-04-26,5826147.75
2018-04-27,6291028.22
2018-04-28,8150501.12
2018-04-29,9758209.64
2018-04-30,10080235.11
2018-05-01,10888681.41
2018-05-02,10186293.15
2018-05-03,7740627.05
2018-05-04,2431808.71
2018-05-05,3844333.13
2018-05-06,3859217.33
2018-05-07,4477313.26
2018-05-08,4782188.47
2018-05-09,6468074.72
2018-05-10,5767724.99
2018-05-11,4706572.43
2018-05-12,4599452.28
2018-05-13,4640987.62
2018-05-14,5532477.08
2018-05-15,6971865.67
2018-05-16,7399830.54
2018-05-17,7698242.57
2018-05-18,5819237.35
2018-05-19,5627670.43
2018-05-20,6799995.97
2018-05-21,4958178.74
2018-05-22,6132458.54
2018-05-23,9369180.79
2018-05-24,7160269.86
2018-05-25,5141245.68
2018-05-26,4596266.34
2018-05-27,5135755.4
2018-05-28,5854231.41
2018-05-29,7905889.83
2018-05-30,16535857.67
2018-05-31,15561846.1
2018-06-01,15287542.6
2018-06-02,13707707.44
2018-06-03,10827445.24
2018-06-04,3458754.81
2018-06-05,4323885.63
2018-06-06,4903699.53
2018-06-07,3579003.08
2018-06-08,4570207.33
2018-06-09,5469599.5
2018-06-10,5115963.75
2018-06-11,6338472.32
2018-06-12,7232971.98
2018-06-13,7216006.11
2018-06-14,5361729.98
2018-06-15,5850026.61
2018-06-16,7581593.64
2018-06-17,6473926.23
2018-06-18,7481623.41
2018-06-19,8526409.74
2018-06-20,8340504.64
2018-06-21,6345143.3
2018-06-22,6262366.78
2018-06-23,6623002.69
