Date,Revenue,COGS,Revenue_lag_1d,COGS_lag_1d,order_count_lag_1d,order_district_count_lag_1d,shipment_count_lag_1d,refund_amount_sum_rolling_7d_mean,review_count_rolling_7d_mean,return_count_rolling_7d_mean,shipping_fee_sum_lag_1d,month,day_of_week
2013-10-11,1938342.36,1556262.82,4018321.34,3267316.51,144.0,38.0,104.0,120560.07285714286,32.857142857142854,12.285714285714286,580.21,10,4
2013-10-12,3170838.37,2562812.71,1938342.36,1556262.82,90.0,34.0,102.0,114511.25714285715,33.714285714285715,12.285714285714286,485.69,10,5
2013-10-13,3719451.39,2946745.46,3170838.37,2562812.71,115.0,33.0,113.0,113225.28428571428,31.571428571428573,11.571428571428571,605.23,10,6
2013-10-14,3097590.81,2398025.79,3719451.39,2946745.46,132.0,36.0,113.0,100982.83285714286,31.0,10.857142857142858,470.7,10,0
2013-10-15,4062456.23,3281418.54,3097590.81,2398025.79,119.0,34.0,104.0,115799.31285714285,31.0,11.571428571428571,516.6899999999999,10,1
2013-10-16,4801027.51,3944302.72,4062456.23,3281418.54,155.0,38.0,127.0,128721.23857142856,31.857142857142858,12.142857142857142,671.41,10,2
2013-10-17,3348412.32,2713865.33,4801027.51,3944302.72,190.0,38.0,126.0,132073.54285714283,31.428571428571427,12.714285714285714,709.56,10,3
2013-10-18,3238854.55,2560313.88,3348412.32,2713865.33,149.0,38.0,134.0,131710.29571428572,31.428571428571427,12.285714285714286,610.8,10,4
2013-10-19,3376648.2,2769325.22,3238854.55,2560313.88,139.0,35.0,146.0,133713.40857142856,30.714285714285715,12.142857142857142,741.82,10,5
2013-10-20,2888479.98,2302148.44,3376648.2,2769325.22,138.0,37.0,130.0,132533.3657142857,30.714285714285715,12.571428571428571,734.17,10,6
2013-10-21,3409990.75,2751364.44,2888479.98,2302148.44,143.0,35.0,129.0,138552.93,30.428571428571427,13.0,800.55,10,0
2013-10-22,3932052.89,3189287.97,3409990.75,2751364.44,130.0,35.0,104.0,138283.7814285714,30.0,13.142857142857142,629.05,10,1
2013-10-23,4895108.72,3861527.06,3932052.89,3189287.97,173.0,38.0,126.0,128985.12714285715,30.428571428571427,12.428571428571429,901.6899999999999,10,2
2013-10-24,4333852.18,3403031.49,4895108.72,3861527.06,193.0,38.0,130.0,117950.28,30.714285714285715,11.0,846.56,10,3
2013-10-25,3503713.92,2743366.59,4333852.18,3403031.49,170.0,36.0,150.0,116240.80857142857,30.0,11.285714285714286,941.81,10,4
2013-10-26,2923604.47,2331573.03,3503713.92,2743366.59,126.0,36.0,134.0,147357.7257142857,29.857142857142858,10.714285714285714,644.96,10,5
2013-10-27,2949737.88,2365410.99,2923604.47,2331573.03,116.0,35.0,144.0,149669.6885714286,28.571428571428573,10.571428571428571,888.48,10,6
2013-10-28,3235799.73,2588267.2,2949737.88,2365410.99,115.0,35.0,120.0,151115.2842857143,28.0,9.857142857142858,708.22,10,0
2013-10-29,5981959.98,4833162.34,3235799.73,2588267.2,133.0,35.0,106.0,133222.04571428572,28.571428571428573,8.142857142857142,531.53,10,1
2013-10-30,6960811.52,5563340.73,5981959.98,4833162.34,274.0,38.0,144.0,133415.4957142857,28.428571428571427,8.0,895.26,10,2
2013-10-31,5649038.29,4525813.51,6960811.52,5563340.73,303.0,38.0,165.0,131022.36857142858,29.428571428571427,8.0,867.89,10,3
2013-11-01,4823330.61,3780905.84,5649038.29,4525813.51,247.0,39.0,215.0,134237.44142857142,30.571428571428573,8.142857142857142,1528.6,11,4
2013-11-02,4871579.51,3874376.58,4823330.61,3780905.84,213.0,39.0,239.0,96985.55142857143,31.142857142857142,7.714285714285714,1297.63,11,5
2013-11-03,2310551.56,1894570.42,4871579.51,3874376.58,193.0,39.0,223.0,97457.25571428573,32.42857142857143,7.571428571428571,1216.07,11,6
2013-11-04,2638652.15,2128739.96,2310551.56,1894570.42,85.0,33.0,171.0,91588.58142857142,33.285714285714285,7.714285714285714,974.67,11,0
2013-11-05,3529966.51,2818098.89,2638652.15,2128739.96,110.0,35.0,125.0,95309.16285714286,31.714285714285715,7.714285714285714,591.89,11,1
2013-11-06,2440647.75,1890461.99,3529966.51,2818098.89,124.0,34.0,111.0,96848.15857142858,30.571428571428573,7.857142857142857,492.68,11,2
2013-11-07,2145217.46,1755584.37,2440647.75,1890461.99,105.0,33.0,85.0,102973.17142857144,28.285714285714285,7.714285714285714,540.55,11,3
2013-11-08,2200221.02,1790704.8,2145217.46,1755584.37,88.0,30.0,89.0,89321.89714285712,26.714285714285715,6.714285714285714,574.1,11,4
2013-11-09,2018930.67,1594615.53,2200221.02,1790704.8,93.0,33.0,88.0,83590.29285714286,26.714285714285715,7.142857142857143,329.97,11,5
2013-11-10,2722218.97,2099682.78,2018930.67,1594615.53,91.0,32.0,74.0,83277.00571428573,25.714285714285715,7.571428571428571,352.61,11,6
2013-11-11,3495969.18,2676318.51,2722218.97,2099682.78,121.0,35.0,89.0,79553.47142857143,26.285714285714285,7.714285714285714,600.27,11,0
2013-11-12,5162437.56,3979066.87,3495969.18,2676318.51,153.0,37.0,86.0,88780.80714285714,27.428571428571427,8.285714285714286,529.25,11,1
2013-11-13,4681263.25,3622930.35,5162437.56,3979066.87,224.0,38.0,138.0,94405.89714285715,27.285714285714285,9.142857142857142,728.4,11,2
2013-11-14,3118904.74,2460188.52,4681263.25,3622930.35,171.0,35.0,152.0,109232.59428571428,27.857142857142858,9.857142857142858,634.62,11,3
2013-11-15,3370811.62,2719077.99,3118904.74,2460188.52,122.0,34.0,149.0,132070.52,27.857142857142858,10.714285714285714,1067.44,11,4
2013-11-16,3365890.12,2733920.22,3370811.62,2719077.99,128.0,38.0,143.0,130354.62857142858,27.571428571428573,10.285714285714286,690.74,11,5
2013-11-17,2416530.15,1906202.04,3365890.12,2733920.22,141.0,35.0,122.0,147528.06142857144,29.142857142857142,11.0,567.49,11,6
2013-11-18,2109164.6,1778409.36,2416530.15,1906202.04,104.0,35.0,103.0,152191.49285714285,29.428571428571427,11.714285714285714,591.01,11,0
2013-11-19,3237660.32,2746026.34,2109164.6,1778409.36,108.0,32.0,90.0,155632.89428571428,28.285714285714285,11.857142857142858,524.34,11,1
2013-11-20,3321114.32,2983892.23,3237660.32,2746026.34,178.0,34.0,138.0,147635.95857142858,28.857142857142858,11.0,775.6,11,2
2013-11-21,2595234.4,2362389.95,3321114.32,2983892.23,155.0,37.0,110.0,143789.94428571427,28.0,10.571428571428571,818.22,11,3
2013-11-22,2550262.64,2542345.82,2595234.4,2362389.95,119.0,37.0,129.0,140746.4142857143,28.428571428571427,10.714285714285714,854.97,11,4
2013-11-23,2054330.57,2011741.48,2550262.64,2542345.82,106.0,32.0,132.0,149166.36428571428,28.142857142857142,11.142857142857142,922.22,11,5
2013-11-24,2519706.85,2537974.67,2054330.57,2011741.48,102.0,37.0,102.0,130982.05428571429,27.428571428571427,10.0,682.04,11,6
2013-11-25,2406331.38,2358037.25,2519706.85,2537974.67,142.0,34.0,108.0,130699.43999999999,25.857142857142858,9.571428571428571,738.61,11,0
2013-11-26,3107204.99,3083734.78,2406331.38,2358037.25,138.0,33.0,102.0,119397.85285714285,27.285714285714285,9.285714285714286,758.95,11,1
2013-11-27,3123410.59,3027393.58,3107204.99,3083734.78,198.0,39.0,129.0,115016.41714285713,27.285714285714285,9.285714285714286,951.22,11,2
2013-11-28,3580033.44,3514991.8,3123410.59,3027393.58,192.0,37.0,150.0,93285.82857142857,29.142857142857142,8.857142857142858,1090.74,11,3
2013-11-29,1768057.43,1773822.57,3580033.44,3514991.8,209.0,38.0,153.0,94145.94142857143,28.571428571428573,9.0,1130.24,11,4
2013-11-30,2685677.46,2672025.29,1768057.43,1773822.57,134.0,33.0,169.0,89850.82714285715,29.571428571428573,8.714285714285714,1444.3,11,5
2013-12-01,2391698.09,2420438.06,2685677.46,2672025.29,192.0,37.0,149.0,89490.63428571427,28.0,8.857142857142858,1178.6,12,6
2013-12-02,2263746.75,2226485.61,2391698.09,2420438.06,163.0,37.0,137.0,81320.14857142858,28.0,8.571428571428571,975.89,12,0
2013-12-03,1933337.47,1904782.57,2263746.75,2226485.61,123.0,33.0,132.0,79285.92714285714,27.571428571428573,8.142857142857142,1273.59,12,1
2013-12-04,2924599.17,2877557.67,1933337.47,1904782.57,127.0,33.0,137.0,72846.56428571428,26.142857142857142,7.714285714285714,1331.3,12,2
2013-12-05,2231578.75,2246889.53,2924599.17,2877557.67,161.0,35.0,134.0,73171.06999999999,26.142857142857142,8.0,986.33,12,3
2013-12-06,1718341.54,1744505.5,2231578.75,2246889.53,121.0,33.0,121.0,55135.065714285716,26.714285714285715,7.428571428571429,959.9399999999999,12,4
2013-12-07,1444180.43,1408359.66,1718341.54,1744505.5,103.0,31.0,108.0,64773.037142857145,25.571428571428573,7.714285714285714,879.49,12,5
2013-12-08,1714762.98,1677034.75,1444180.43,1408359.66,98.0,35.0,108.0,72613.96142857142,26.285714285714285,8.571428571428571,822.72,12,6
2013-12-09,1959405.6,1928205.78,1714762.98,1677034.75,106.0,34.0,93.0,93657.78857142858,27.0,9.714285714285714,718.43,12,0
2013-12-10,2256213.74,2198430.55,1959405.6,1928205.78,128.0,34.0,95.0,95420.19285714286,26.0,10.285714285714286,695.47,12,1
2013-12-11,3016597.65,3024225.14,2256213.74,2198430.55,165.0,35.0,102.0,93488.21999999999,27.142857142857142,9.714285714285714,1047.56,12,2
2013-12-12,2988571.87,2946591.17,3016597.65,3024225.14,186.0,36.0,131.0,98521.62571428572,25.428571428571427,10.0,1481.25,12,3
2013-12-13,2131538.29,2083673.81,2988571.87,2946591.17,195.0,36.0,152.0,98620.02857142859,25.0,9.571428571428571,1387.65,12,4
2013-12-14,2245758.87,2305729.18,2131538.29,2083673.81,146.0,34.0,162.0,86247.20571428571,25.142857142857142,9.285714285714286,1465.05,12,5
2013-12-15,2154695.59,2095032.07,2245758.87,2305729.18,157.0,34.0,159.0,73770.59999999999,25.571428571428573,8.714285714285714,1513.65,12,6
2013-12-16,2694197.04,2720062.14,2154695.59,2095032.07,170.0,36.0,156.0,51414.938571428575,23.857142857142858,7.428571428571429,1334.03,12,0
2013-12-17,3167410.81,3021649.06,2694197.04,2720062.14,182.0,35.0,155.0,53257.77999999999,24.571428571428573,7.857142857142857,1644.0,12,1
2013-12-18,3189533.36,3219583.56,3167410.81,3021649.06,209.0,38.0,170.0,64293.93571428572,23.857142857142858,9.142857142857142,1660.6200000000001,12,2
2013-12-19,3062553.19,2981811.67,3189533.36,3219583.56,231.0,37.0,164.0,62311.595714285715,23.714285714285715,9.0,1553.61,12,3
2013-12-20,2500743.7,2516358.41,3062553.19,2981811.67,233.0,39.0,182.0,58936.36571428571,22.571428571428573,9.285714285714286,1513.26,12,4
2013-12-21,3213344.27,3159953.94,2500743.7,2516358.41,175.0,36.0,190.0,64620.96142857143,23.571428571428573,9.714285714285714,1733.5,12,5
2013-12-22,3476225.97,3458589.82,3213344.27,3159953.94,243.0,37.0,200.0,58693.65571428571,24.142857142857142,9.571428571428571,2152.7599999999998,12,6
2013-12-23,2932660.62,2856672.71,3476225.97,3458589.82,288.0,38.0,224.0,68194.42428571428,25.714285714285715,10.571428571428571,2228.11,12,0
2013-12-24,2629786.52,2542278.8,2932660.62,2856672.71,267.0,36.0,215.0,60862.52714285714,26.428571428571427,10.428571428571429,2305.31,12,1
2013-12-25,3807864.44,3711704.9,2629786.52,2542278.8,222.0,37.0,231.0,81700.80714285714,28.285714285714285,11.571428571428571,2551.25,12,2
2013-12-26,3278628.42,3269160.78,3807864.44,3711704.9,293.0,39.0,221.0,76479.81142857144,28.857142857142858,11.285714285714286,2690.95,12,3
2013-12-27,1853472.36,1854636.14,3278628.42,3269160.78,255.0,38.0,230.0,78248.51142857142,29.857142857142858,10.857142857142858,2517.59,12,4
2013-12-28,3547336.16,3487806.62,1853472.36,1854636.14,159.0,36.0,205.0,74402.63857142857,30.142857142857142,10.571428571428571,1957.94,12,5
2013-12-29,6516622.75,6506519.56,3547336.16,3487806.62,286.0,39.0,212.0,85593.89857142858,30.714285714285715,10.571428571428571,2329.01,12,6
2013-12-30,5792994.45,5695206.04,6516622.75,6506519.56,529.0,39.0,270.0,99004.66285714286,32.0,11.142857142857142,2510.61,12,0
2013-12-31,6247467.59,6080338.22,5792994.45,5695206.04,473.0,39.0,327.0,101251.60857142856,33.142857142857146,11.0,3324.29,12,1
2014-01-01,5743739.48,5563113.31,6247467.59,6080338.22,472.0,38.0,374.0,80522.87428571428,34.0,10.714285714285714,3873.27,1,2
2014-01-02,3787850.5,3666330.68,5743739.48,5563113.31,446.0,39.0,411.0,83335.27428571427,33.57142857142857,11.714285714285714,4355.1,1,3
2014-01-03,2354832.6,1871645.41,3787850.5,3666330.68,282.0,36.0,380.0,94058.73999999999,34.142857142857146,13.285714285714286,3651.32,1,4
2014-01-04,2243604.06,1747621.88,2354832.6,1871645.41,88.0,30.0,288.0,105330.39857142857,33.714285714285715,14.285714285714286,2589.48,1,5
2014-01-05,2361866.5,1851453.14,2243604.06,1747621.88,109.0,32.0,207.0,102912.7657142857,35.57142857142857,15.285714285714286,1873.96,1,6
2014-01-06,2639202.87,2146455.69,2361866.5,1851453.14,105.0,32.0,116.0,92241.12428571428,36.57142857142857,14.714285714285714,872.79,1,0
2014-01-07,3437125.39,2809411.95,2639202.87,2146455.69,128.0,33.0,88.0,113712.19142857143,36.857142857142854,16.857142857142858,430.75,1,1
2014-01-08,2250519.73,1808614.16,3437125.39,2809411.95,137.0,35.0,119.0,112437.65714285713,36.714285714285715,16.714285714285715,647.41,1,2
2014-01-09,2214274.18,1884156.18,2250519.73,1808614.16,89.0,31.0,95.0,117436.78,39.285714285714285,17.0,479.01,1,3
2014-01-10,1886360.71,1560748.05,2214274.18,1884156.18,89.0,34.0,100.0,116290.24142857143,41.714285714285715,16.285714285714285,543.03,1,4
2014-01-11,2550841.93,2031865.95,1886360.71,1560748.05,72.0,29.0,84.0,112772.52714285716,43.42857142857143,16.142857142857142,421.33,1,5
2014-01-12,2172729.29,1773388.32,2550841.93,2031865.95,95.0,32.0,71.0,117678.93142857144,43.714285714285715,17.142857142857142,494.95,1,6
2014-01-13,2467719.52,1991302.84,2172729.29,1773388.32,79.0,29.0,74.0,118851.68857142857,42.285714285714285,17.714285714285715,391.04,1,0
2014-01-14,3356963.59,2731972.75,2467719.52,1991302.84,104.0,33.0,80.0,106362.66571428571,43.57142857142857,16.714285714285715,302.92,1,1
2014-01-15,3637788.72,2842296.43,3356963.59,2731972.75,133.0,38.0,109.0,117183.54142857144,44.0,16.857142857142858,594.42,1,2
2014-01-16,2005770.41,1635446.76,3637788.72,2842296.43,127.0,32.0,81.0,119946.91285714286,43.57142857142857,17.285714285714285,355.74,1,3
2014-01-17,2464459.86,2002144.2,2005770.41,1635446.76,83.0,32.0,89.0,112004.82714285713,43.857142857142854,17.714285714285715,420.48,1,4
2014-01-18,1718246.3,1332157.65,2464459.86,2002144.2,89.0,28.0,97.0,121118.52714285713,44.285714285714285,18.142857142857142,497.03999999999996,1,5
2014-01-19,2453121.94,1918965.99,1718246.3,1332157.65,87.0,30.0,87.0,122902.4157142857,41.42857142857143,17.571428571428573,420.07,1,6
2014-01-20,3133739.97,2422846.03,2453121.94,1918965.99,106.0,31.0,90.0,135689.49142857143,44.42857142857143,18.142857142857142,374.24,1,0
2014-01-21,3590697.9,2848601.86,3133739.97,2422846.03,123.0,30.0,71.0,129670.60571428572,43.0,17.285714285714285,392.66,1,1
2014-01-22,3244854.06,2563525.38,3590697.9,2848601.86,152.0,37.0,114.0,110826.31285714287,43.142857142857146,16.0,382.1,1,2
2014-01-23,3187811.81,2528375.63,3244854.06,2563525.38,126.0,35.0,109.0,112908.22857142857,43.714285714285715,15.285714285714286,710.07,1,3
2014-01-24,1812010.8,1397879.36,3187811.81,2528375.63,115.0,34.0,103.0,119370.85857142857,41.714285714285715,15.714285714285714,589.41,1,4
2014-01-25,2221742.74,1777122.99,1812010.8,1397879.36,98.0,30.0,118.0,101107.45285714287,40.142857142857146,15.142857142857142,589.86,1,5
2014-01-26,2002533.83,1553846.68,2221742.74,1777122.99,99.0,31.0,97.0,99472.5842857143,42.714285714285715,13.428571428571429,541.5600000000001,1,6
2014-01-27,2983790.31,2360438.19,2002533.83,1553846.68,85.0,29.0,85.0,74995.45285714287,40.285714285714285,11.428571428571429,398.61,1,0
2014-01-28,5411096.61,4320849.3,2983790.31,2360438.19,127.0,33.0,99.0,71627.55142857143,39.714285714285715,11.285714285714286,541.72,1,1
2014-01-29,4892083.36,3928929.64,5411096.61,4320849.3,222.0,36.0,115.0,85797.15428571429,39.285714285714285,12.0,682.25,1,2
2014-01-30,3844256.32,3007196.76,4892083.36,3928929.64,219.0,38.0,138.0,74414.07,39.285714285714285,11.142857142857142,760.9399999999999,1,3
2014-01-31,3732079.59,2938223.15,3844256.32,3007196.76,168.0,35.0,163.0,65346.67428571428,39.714285714285715,10.0,854.38,1,4
2014-02-01,3825094.63,3049434.19,3732079.59,2938223.15,169.0,36.0,156.0,58974.037142857145,39.42857142857143,8.285714285714286,782.4,2,5
2014-02-02,2382294.19,1885054.33,3825094.63,3049434.19,149.0,34.0,170.0,55018.385714285716,36.0,8.285714285714286,1246.75,2,6
2014-02-03,2051412.93,1563684.31,2382294.19,1885054.33,109.0,30.0,146.0,53669.508571428574,34.42857142857143,7.571428571428571,752.5,2,0
2014-02-04,2787111.54,2197609.21,2051412.93,1563684.31,95.0,35.0,97.0,77011.29428571429,33.857142857142854,7.285714285714286,384.02,2,1
2014-02-05,2599325.56,2019260.92,2787111.54,2197609.21,116.0,34.0,94.0,66413.59571428571,34.57142857142857,6.571428571428571,452.90000000000003,2,2
2014-02-06,2415914.42,1966150.9,2599325.56,2019260.92,104.0,31.0,88.0,67649.62,32.42857142857143,6.0,644.19,2,3
2014-02-07,3381887.13,2654650.93,2415914.42,1966150.9,84.0,30.0,109.0,69105.77428571427,30.285714285714285,5.857142857142857,431.23,2,4
2014-02-08,2907660.51,2328115.15,3381887.13,2654650.93,121.0,33.0,103.0,78740.27285714286,29.285714285714285,6.571428571428571,432.96,2,5
2014-02-09,2947940.87,2410207.36,2907660.51,2328115.15,99.0,29.0,88.0,68496.61714285714,29.571428571428573,6.714285714285714,400.04,2,6
2014-02-10,3705563.44,2772562.54,2947940.87,2410207.36,119.0,34.0,98.0,83372.33714285714,28.0,7.714285714285714,585.74,2,0
2014-02-11,4637151.61,3649526.8,3705563.44,2772562.54,126.0,38.0,99.0,66488.36285714286,26.428571428571427,7.142857142857143,506.67,2,1
2014-02-12,3457342.17,2728834.4,4637151.61,3649526.8,155.0,36.0,102.0,72748.13571428572,23.428571428571427,6.571428571428571,563.9,2,2
2014-02-13,3190217.92,2601375.48,3457342.17,2728834.4,138.0,37.0,116.0,81686.18142857144,23.0,7.571428571428571,494.82,2,3
2014-02-14,2632487.0,2058838.35,3190217.92,2601375.48,120.0,35.0,126.0,104015.29857142856,23.571428571428573,8.428571428571429,596.71,2,4
2014-02-15,2873057.42,2155414.19,2632487.0,2058838.35,112.0,34.0,119.0,107008.30285714286,23.714285714285715,8.857142857142858,663.01,2,5
2014-02-16,3990264.22,3220526.51,2873057.42,2155414.19,117.0,35.0,99.0,119094.37571428572,22.857142857142858,8.714285714285714,428.05,2,6
2014-02-17,3757742.25,3005221.34,3990264.22,3220526.51,141.0,36.0,77.0,123118.02428571429,22.428571428571427,9.142857142857142,335.06,2,0
2014-02-18,4902775.35,3900047.01,3757742.25,3005221.34,163.0,38.0,116.0,121278.49857142859,23.428571428571427,9.428571428571429,616.13,2,1
2014-02-19,4469573.84,3530912.16,4902775.35,3900047.01,185.0,36.0,139.0,112334.43714285715,22.428571428571427,10.0,547.87,2,2
2014-02-20,3050037.65,2452045.97,4469573.84,3530912.16,163.0,36.0,140.0,124810.32285714286,22.142857142857142,10.0,731.74,2,3
2014-02-21,3394380.68,2732646.22,3050037.65,2452045.97,120.0,31.0,137.0,104207.93428571429,22.0,9.0,748.13,2,4
2014-02-22,4262143.74,3402076.06,3394380.68,2732646.22,146.0,36.0,125.0,107868.04571428572,21.142857142857142,8.285714285714286,639.08,2,5
2014-02-23,3997442.72,3186343.91,4262143.74,3402076.06,160.0,38.0,125.0,109302.95571428572,21.857142857142858,7.857142857142857,799.0500000000001,2,6
2014-02-24,4743111.4,3834496.32,3997442.72,3186343.91,167.0,35.0,125.0,104054.9857142857,23.857142857142858,7.285714285714286,545.3,2,0
2014-02-25,6869199.08,5572490.58,4743111.4,3834496.32,191.0,39.0,158.0,105144.43000000001,23.0,7.285714285714286,680.04,2,1
2014-02-26,7766238.39,6157127.45,6869199.08,5572490.58,279.0,39.0,169.0,118181.19428571429,24.428571428571427,7.428571428571429,676.3,2,2
2014-02-27,5932389.78,4717814.02,7766238.39,6157127.45,323.0,38.0,219.0,105799.18857142856,25.285714285714285,6.857142857142857,974.38,2,3
2014-02-28,5511196.67,4511480.57,5932389.78,4717814.02,245.0,39.0,214.0,127773.09714285714,25.857142857142858,7.0,784.1,2,4
2014-03-01,4400079.49,3611872.46,5511196.67,4511480.57,209.0,39.0,242.0,125677.06571428571,26.714285714285715,7.285714285714286,1023.11,3,5
2014-03-02,4943352.33,3968450.0,4400079.49,3611872.46,190.0,39.0,200.0,110935.99428571427,25.857142857142858,7.714285714285714,1068.66,3,6
2014-03-03,3637156.46,2881941.03,4943352.33,3968450.0,197.0,38.0,193.0,110229.17857142857,25.571428571428573,7.571428571428571,846.8,3,0
2014-03-04,4742209.79,3846248.96,3637156.46,2881941.03,123.0,35.0,152.0,106220.47571428571,26.0,7.428571428571429,693.67,3,1
2014-03-05,5310211.41,4366670.54,4742209.79,3846248.96,152.0,38.0,149.0,113476.01857142856,26.0,7.714285714285714,757.99,3,2
2014-03-06,5506734.13,4454685.13,5310211.41,4366670.54,200.0,39.0,164.0,116500.03142857143,24.571428571428573,8.285714285714286,755.48,3,3
2014-03-07,3167820.98,2582186.62,5506734.13,4454685.13,192.0,39.0,145.0,100337.37714285715,24.571428571428573,8.142857142857142,579.08,3,4
2014-03-08,3577664.95,2914921.51,3167820.98,2582186.62,117.0,34.0,151.0,105583.1657142857,24.714285714285715,8.428571428571429,518.34,3,5
2014-03-09,3828277.38,3070464.44,3577664.95,2914921.51,124.0,36.0,136.0,117077.99714285714,26.142857142857142,8.285714285714286,770.84,3,6
2014-03-10,4725035.68,3759283.28,3828277.38,3070464.44,150.0,38.0,130.0,113302.15000000001,26.428571428571427,8.428571428571429,471.41,3,0
2014-03-11,5775004.59,4559934.88,4725035.68,3759283.28,158.0,37.0,119.0,124365.06571428571,27.428571428571427,8.714285714285714,494.63,3,1
2014-03-12,6930320.53,5534691.64,5775004.59,4559934.88,207.0,39.0,151.0,106479.84285714284,28.428571428571427,8.142857142857142,586.6800000000001,3,2
2014-03-13,5304893.97,4244468.26,6930320.53,5534691.64,268.0,39.0,158.0,104422.85428571429,29.571428571428573,7.714285714285714,548.8,3,3
2014-03-14,4544809.4,3647946.39,5304893.97,4244468.26,212.0,39.0,189.0,106418.18142857144,28.857142857142858,8.571428571428571,820.11,3,4
2014-03-15,4691387.16,3744464.98,4544809.4,3647946.39,169.0,36.0,177.0,103394.20285714285,29.714285714285715,8.142857142857142,756.56,3,5
2014-03-16,5553669.8,4426899.92,4691387.16,3744464.98,194.0,38.0,193.0,90125.68285714286,29.285714285714285,7.857142857142857,859.26,3,6
2014-03-17,6623777.28,5406586.76,5553669.8,4426899.92,230.0,37.0,177.0,102744.92285714285,29.428571428571427,8.428571428571429,1070.17,3,0
2014-03-18,5707570.51,4657479.17,6623777.28,5406586.76,256.0,39.0,187.0,113451.49571428572,28.428571428571427,9.0,986.77,3,1
2014-03-19,7282983.0,6147005.74,5707570.51,4657479.17,242.0,39.0,220.0,120148.87142857142,28.857142857142858,9.571428571428571,1136.1,3,2
2014-03-20,6459634.76,5394910.61,7282983.0,6147005.74,309.0,39.0,221.0,135054.67142857143,30.714285714285715,10.714285714285714,1130.81,3,3
2014-03-21,4506741.28,3883392.78,6459634.76,5394910.61,268.0,38.0,227.0,132205.84428571427,32.0,9.857142857142858,1000.66,3,4
2014-03-22,4682426.76,4390336.24,4506741.28,3883392.78,198.0,39.0,229.0,145873.50999999998,31.857142857142858,10.428571428571429,1126.21,3,5
2014-03-23,5239607.0,4727286.58,4682426.76,4390336.24,213.0,39.0,223.0,153134.43571428568,34.714285714285715,10.428571428571429,1388.63,3,6
2014-03-24,5516390.06,5135733.73,5239607.0,4727286.58,245.0,38.0,207.0,153128.14285714287,35.57142857142857,10.142857142857142,895.42,3,0
2014-03-25,6858764.17,6248964.6,5516390.06,5135733.73,248.0,39.0,190.0,146632.7557142857,35.57142857142857,9.571428571428571,1087.32,3,1
2014-03-26,7966063.19,7366934.0,6858764.17,6248964.6,315.0,39.0,232.0,149859.85,36.42857142857143,9.142857142857142,1387.39,3,2
2014-03-27,8330175.47,7600114.49,7966063.19,7366934.0,371.0,38.0,261.0,128720.14571428571,37.42857142857143,8.0,1350.26,3,3
2014-03-28,5747360.19,5214181.96,8330175.47,7600114.49,367.0,39.0,295.0,130420.2342857143,37.0,8.714285714285714,1499.27,3,4
2014-03-29,6857129.34,6302802.0,5747360.19,5214181.96,275.0,39.0,294.0,107919.37857142858,38.714285714285715,8.571428571428571,1865.31,3,5
2014-03-30,12784107.1,11757805.12,6857129.34,6302802.0,303.0,39.0,290.0,126247.5942857143,36.285714285714285,10.0,1621.87,3,6
2014-03-31,12312523.89,11321960.71,12784107.1,11757805.12,577.0,39.0,320.0,117947.98999999999,36.0,10.714285714285714,1676.67,3,0
2014-04-01,12163891.23,11150883.99,12312523.89,11321960.71,583.0,39.0,369.0,128018.46714285715,37.57142857142857,11.285714285714286,1899.51,4,1
2014-04-02,13046471.25,11843249.22,12163891.23,11150883.99,554.0,39.0,489.0,135966.19285714286,36.285714285714285,12.0,2483.21,4,2
2014-04-03,9642469.77,8683847.27,13046471.25,11843249.22,598.0,39.0,488.0,138520.63142857142,35.57142857142857,12.428571428571429,2569.24,4,3
2014-04-04,3027057.03,2762337.1,9642469.77,8683847.27,432.0,39.0,473.0,152265.5,37.0,12.857142857142858,2649.74,4,4
2014-04-05,4578612.03,4277766.79,3027057.03,2762337.1,137.0,37.0,398.0,178217.64857142858,35.0,13.857142857142858,2035.66,4,5
2014-04-06,4749333.13,4416528.48,4578612.03,4277766.79,187.0,37.0,310.0,158287.48714285714,36.857142857142854,12.857142857142858,1586.42,4,6
2014-04-07,4614814.59,4275798.75,4749333.13,4416528.48,206.0,38.0,220.0,157311.27571428573,39.857142857142854,12.142857142857142,1248.99,4,0
2014-04-08,6392830.04,5806623.81,4614814.59,4275798.75,220.0,39.0,166.0,141207.59285714285,40.0,11.571428571428571,847.23,4,1
2014-04-09,6139037.72,5584747.6,6392830.04,5806623.81,264.0,39.0,174.0,130848.59999999999,41.42857142857143,12.0,1106.52,4,2
2014-04-10,5203589.72,4738923.88,6139037.72,5584747.6,261.0,39.0,191.0,133042.88857142857,43.0,12.0,1254.97,4,3
2014-04-11,5105964.56,4552400.07,5203589.72,4738923.88,220.0,39.0,219.0,146042.29,44.142857142857146,13.0,1034.97,4,4
2014-04-12,5687376.75,5248378.46,5105964.56,4552400.07,211.0,37.0,233.0,135162.3742857143,46.714285714285715,12.285714285714286,1211.7,4,5
2014-04-13,4945405.38,4494711.75,5687376.75,5248378.46,260.0,39.0,208.0,154700.4485714286,50.285714285714285,13.857142857142858,1295.1,4,6
2014-04-14,6921493.59,6054527.76,4945405.38,4494711.75,241.0,39.0,209.0,155079.61142857143,50.714285714285715,14.142857142857142,1121.29,4,0
