day_of_week,month,quarter,year,is_weekend,Revenue_lag_1d,Revenue_lag_7d,Revenue_rolling_7d_mean,Revenue_rolling_28d_mean,COGS_lag_1d,COGS_lag_7d,COGS_rolling_7d_mean,COGS_rolling_28d_mean,sessions_sum_lag_1d,sessions_sum_lag_7d,sessions_sum_rolling_7d_mean,sessions_sum_rolling_28d_mean,unique_visitors_sum_lag_1d,unique_visitors_sum_lag_7d,unique_visitors_sum_rolling_7d_mean,unique_visitors_sum_rolling_28d_mean,page_views_sum_lag_1d,page_views_sum_lag_7d,page_views_sum_rolling_7d_mean,page_views_sum_rolling_28d_mean,avg_bounce_rate_lag_1d,avg_bounce_rate_lag_7d,avg_bounce_rate_rolling_7d_mean,avg_bounce_rate_rolling_28d_mean,avg_session_duration_sec_mean_lag_1d,avg_session_duration_sec_mean_lag_7d,avg_session_duration_sec_mean_rolling_7d_mean,avg_session_duration_sec_mean_rolling_28d_mean,traffic_source_count_lag_1d,traffic_source_count_lag_7d,traffic_source_count_rolling_7d_mean,traffic_source_count_rolling_28d_mean,daily_order_count_lag_1d,daily_order_count_lag_7d,daily_order_count_rolling_7d_mean,daily_order_count_rolling_28d_mean,daily_customer_count_lag_1d,daily_customer_count_lag_7d,daily_customer_count_rolling_7d_mean,daily_customer_count_rolling_28d_mean,order_source_count_lag_1d,order_source_count_lag_7d,order_source_count_rolling_7d_mean,order_source_count_rolling_28d_mean,order_status_cancelled_count_lag_1d,order_status_cancelled_count_lag_7d,order_status_cancelled_count_rolling_7d_mean,order_status_cancelled_count_rolling_28d_mean,order_status_created_count_lag_1d,order_status_created_count_lag_7d,order_status_created_count_rolling_7d_mean,order_status_created_count_rolling_28d_mean,order_status_delivered_count_lag_1d,order_status_delivered_count_lag_7d,order_status_delivered_count_rolling_7d_mean,order_status_delivered_count_rolling_28d_mean,order_status_paid_count_lag_1d,order_status_paid_count_lag_7d,order_status_paid_count_rolling_7d_mean,order_status_paid_count_rolling_28d_mean,order_status_returned_count_lag_1d,order_status_returned_count_lag_7d,order_status_returned_count_rolling_7d_mean,order_status_returned_count_rolling_28d_mean,order_status_shipped_count_lag_1d,order_status_shipped_count_lag_7d,order_status_shipped_count_rolling_7d_mean,order_status_shipped_count_rolling_28d_mean,daily_total_quantity_lag_1d,daily_total_quantity_lag_7d,daily_total_quantity_rolling_7d_mean,daily_total_quantity_rolling_28d_mean,daily_gross_item_revenue_lag_1d,daily_gross_item_revenue_lag_7d,daily_gross_item_revenue_rolling_7d_mean,daily_gross_item_revenue_rolling_28d_mean,daily_discount_amount_lag_1d,daily_discount_amount_lag_7d,daily_discount_amount_rolling_7d_mean,daily_discount_amount_rolling_28d_mean,daily_distinct_products_lag_1d,daily_distinct_products_lag_7d,daily_distinct_products_rolling_7d_mean,daily_distinct_products_rolling_28d_mean,daily_estimated_cogs_lag_1d,daily_estimated_cogs_lag_7d,daily_estimated_cogs_rolling_7d_mean,daily_estimated_cogs_rolling_28d_mean,daily_return_count_lag_1d,daily_return_count_lag_7d,daily_return_count_rolling_7d_mean,daily_return_count_rolling_28d_mean,daily_refund_amount_lag_1d,daily_refund_amount_lag_7d,daily_refund_amount_rolling_7d_mean,daily_refund_amount_rolling_28d_mean,daily_return_quantity_lag_1d,daily_return_quantity_lag_7d,daily_return_quantity_rolling_7d_mean,daily_return_quantity_rolling_28d_mean,daily_stock_on_hand_sum_lag_1d,daily_stock_on_hand_sum_lag_7d,daily_stock_on_hand_sum_rolling_7d_mean,daily_stock_on_hand_sum_rolling_28d_mean,daily_units_received_sum_lag_1d,daily_units_received_sum_lag_7d,daily_units_received_sum_rolling_7d_mean,daily_units_received_sum_rolling_28d_mean,daily_units_sold_sum_lag_1d,daily_units_sold_sum_lag_7d,daily_units_sold_sum_rolling_7d_mean,daily_units_sold_sum_rolling_28d_mean,daily_stockout_days_sum_lag_1d,daily_stockout_days_sum_lag_7d,daily_stockout_days_sum_rolling_7d_mean,daily_stockout_days_sum_rolling_28d_mean,daily_days_of_supply_mean_lag_1d,daily_days_of_supply_mean_lag_7d,daily_days_of_supply_mean_rolling_7d_mean,daily_days_of_supply_mean_rolling_28d_mean,daily_fill_rate_mean_lag_1d,daily_fill_rate_mean_lag_7d,daily_fill_rate_mean_rolling_7d_mean,daily_fill_rate_mean_rolling_28d_mean,daily_inventory_product_count_lag_1d,daily_inventory_product_count_lag_7d,daily_inventory_product_count_rolling_7d_mean,daily_inventory_product_count_rolling_28d_mean
2,2,1,2015,0,2813867.9,2496729.14,3360914.2842857144,3352147.539642857,2247526.75,2129083.48,2746331.3099999996,2684293.7107142853,18527.0,17552.0,17373.14285714286,13574.57142857143,13995.0,12726.0,13324.42857142857,10340.642857142857,66887.0,92236.0,72040.85714285714,55617.642857142855,0.00461,0.00346,0.004657142857142858,0.004636071428571429,264.2,220.5,235.0142857142857,213.72142857142856,1.0,1.0,1.0,1.0,118.0,99.0,122.85714285714286,126.89285714285714,118.0,97.0,122.0,126.0,6.0,6.0,6.0,6.0,15.0,5.0,13.285714285714286,11.928571428571429,2.0,2.0,2.142857142857143,1.6071428571428572,90.0,85.0,96.57142857142857,101.39285714285714,2.0,2.0,2.7142857142857144,2.5714285714285716,7.0,3.0,6.285714285714286,6.5,2.0,2.0,1.8571428571428572,2.892857142857143,639.0,489.0,631.7142857142857,652.8928571428571,2813867.9,2496729.14,3360914.2842857144,3352147.539642857,92785.12,55665.62,89100.2657142857,28785.271785714285,98.0,78.0,94.71428571428571,97.42857142857143,2247526.754658071,2129083.4768673335,2746331.309698337,2684293.7105124826,8.0,9.0,7.0,10.75,59684.37,71827.05,80984.54571428572,105959.47178571428,18.0,27.0,19.857142857142858,30.642857142857142,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
3,2,1,2015,0,3311241.3,2500351.24,3477273.1642857147,3369139.8396428567,2623112.64,2064567.04,2816906.904285714,2699710.014642857,18408.0,16196.0,17495.428571428572,13777.17857142857,14673.0,12951.0,13602.57142857143,10531.107142857143,81784.0,75150.0,70547.71428571429,56738.892857142855,0.0037,0.00537,0.004691428571428571,0.004587142857142857,173.2,157.7,228.25714285714284,211.22142857142856,1.0,1.0,1.0,1.0,123.0,86.0,126.28571428571429,127.89285714285714,122.0,84.0,125.57142857142857,126.96428571428571,6.0,6.0,6.0,6.0,14.0,9.0,14.571428571428571,12.142857142857142,1.0,2.0,2.0,1.5714285714285714,97.0,66.0,98.28571428571429,102.0,2.0,2.0,2.7142857142857144,2.5357142857142856,7.0,7.0,6.857142857142857,6.714285714285714,2.0,0.0,1.8571428571428572,2.9285714285714284,651.0,437.0,654.8571428571429,658.2857142857143,3311241.3,2500351.2399999998,3477273.1642857143,3369139.8396428567,76008.59,79577.78,92006.40428571428,31499.864285714284,92.0,77.0,96.71428571428571,98.07142857142857,2623112.6407450717,2064567.0436400627,2816906.904538014,2699710.014641222,7.0,9.0,6.714285714285714,10.285714285714286,90574.07,158996.01,83662.69142857143,98921.68928571428,18.0,29.0,18.571428571428573,28.571428571428573,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
4,2,1,2015,0,3468141.29,3457294.9,3615528.8857142855,3419861.5625,2797170.91,2699578.13,2921564.6,2741329.269642857,16304.0,17363.0,17510.85714285714,13908.392857142857,13006.0,13848.0,13610.42857142857,10658.82142857143,62018.0,59004.0,68671.71428571429,57319.392857142855,0.00398,0.00434,0.004492857142857143,0.004605,216.9,286.9,236.71428571428572,211.74999999999997,1.0,1.0,1.0,1.0,132.0,115.0,132.85714285714286,129.64285714285714,131.0,115.0,132.28571428571428,128.67857142857142,6.0,6.0,6.0,6.0,12.0,17.0,15.0,12.285714285714286,2.0,3.0,2.0,1.5357142857142858,101.0,86.0,103.28571428571429,103.39285714285714,7.0,5.0,3.4285714285714284,2.75,7.0,3.0,6.857142857142857,6.785714285714286,3.0,1.0,2.2857142857142856,2.892857142857143,657.0,582.0,686.2857142857143,667.9642857142857,3468141.29,3457294.9,3615528.8857142855,3419861.5625,90071.08,60082.49,93505.44714285714,34716.688571428575,97.0,84.0,99.57142857142857,98.92857142857143,2797170.9141382123,2699578.127888579,2921564.6003234643,2741329.2698311987,9.0,4.0,6.714285714285714,9.678571428571429,128755.91,43225.71,79342.67714285714,94008.07857142857,24.0,10.0,17.857142857142858,26.25,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
5,2,1,2015,1,4164849.99,3570886.94,3716608.1842857143,3476848.582142857,3458801.88,2952636.69,3030025.135714286,2792335.1689285715,20518.0,18408.0,17961.571428571428,14213.25,15147.0,14137.0,13796.0,10882.5,76117.0,78214.0,71116.42857142857,58535.392857142855,0.0037,0.00368,0.004401428571428572,0.004539285714285714,237.5,301.6,229.65714285714284,209.70714285714283,1.0,1.0,1.0,1.0,152.0,142.0,138.14285714285714,131.71428571428572,151.0,141.0,137.42857142857142,130.71428571428572,6.0,6.0,6.0,6.0,11.0,14.0,14.142857142857142,12.25,1.0,2.0,1.7142857142857142,1.4642857142857142,119.0,115.0,108.0,105.21428571428571,7.0,1.0,3.7142857142857144,2.9642857142857144,10.0,9.0,7.857142857142857,6.785714285714286,4.0,1.0,2.7142857142857144,3.0357142857142856,833.0,678.0,722.1428571428571,680.2857142857143,4164849.99,3570886.94,3716608.1842857143,3476848.582142857,116359.02,94474.78,101544.95142857141,38872.36785714286,120.0,107.0,104.71428571428571,100.28571428571429,3458801.8759555463,2952636.691388072,3030025.1357616023,2792335.168854276,2.0,2.0,6.428571428571429,9.178571428571429,24027.53,4024.7200000000003,76600.08,89894.86535714286,6.0,3.0,17.285714285714285,24.607142857142858,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
6,2,1,2015,1,4312422.12,4197082.23,3822541.7814285713,3538410.0785714285,3541992.72,3455113.24,3114218.854285714,2846147.776071429,13711.0,16090.0,17290.571428571428,14336.214285714286,9875.0,12699.0,13187.142857142857,10960.32142857143,60627.0,72582.0,68604.0,58901.607142857145,0.00396,0.00555,0.004441428571428572,0.004503571428571428,282.2,308.1,226.88571428571427,212.35357142857146,1.0,1.0,1.0,1.0,171.0,160.0,142.28571428571428,133.71428571428572,170.0,160.0,141.57142857142858,132.67857142857142,6.0,6.0,6.0,6.0,11.0,19.0,13.714285714285714,12.178571428571429,2.0,2.0,1.7142857142857142,1.5357142857142858,141.0,125.0,111.71428571428571,107.03571428571429,1.0,4.0,3.7142857142857144,2.9642857142857144,11.0,7.0,8.142857142857142,6.964285714285714,5.0,3.0,3.2857142857142856,3.0357142857142856,947.0,830.0,760.5714285714286,695.25,4312422.12,4197082.23,3822541.7814285713,3538410.0785714285,145885.49,135686.19,108889.33857142855,44082.56392857143,107.0,112.0,104.71428571428571,101.03571428571429,3541992.7245402653,3455113.237172501,3114218.8547833445,2846147.7761630877,7.0,6.0,7.142857142857143,9.071428571428571,51782.020000000004,45923.81,83422.55142857143,90619.46499999998,8.0,15.0,18.0,24.285714285714285,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
0,2,1,2015,0,4757224.49,4490187.64,3902562.1042857138,3600407.285357143,3925128.98,3675813.84,3181363.9600000004,2899413.6110714287,17280.0,17476.0,17460.571428571428,14590.357142857143,12439.0,12915.0,13150.0,11132.5,68446.0,60213.0,68013.14285714286,59392.142857142855,0.00426,0.00559,0.004257142857142857,0.004469285714285715,274.5,106.1,222.08571428571426,211.25357142857143,1.0,1.0,1.0,1.0,201.0,140.0,148.14285714285714,136.53571428571428,201.0,139.0,147.42857142857142,135.5,6.0,6.0,6.0,6.0,18.0,14.0,13.571428571428571,12.5,3.0,2.0,1.8571428571428572,1.6071428571428572,165.0,109.0,117.42857142857143,109.39285714285714,4.0,3.0,3.7142857142857144,3.0357142857142856,9.0,8.0,8.428571428571429,7.035714285714286,2.0,4.0,3.142857142857143,2.9642857142857144,1051.0,767.0,792.1428571428571,711.5357142857143,4757224.49,4490187.64,3902562.1042857147,3600407.285357143,149895.32,105429.88,110919.21428571429,49435.96821428571,138.0,107.0,108.42857142857143,102.53571428571429,3925128.9779049903,3675813.8362737424,3181363.9606022714,2899413.611131273,2.0,11.0,6.571428571428571,8.785714285714286,5594.889999999999,183210.15,77661.27714285713,87992.18892857143,4.0,37.0,16.428571428571427,23.107142857142858,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
1,2,1,2015,0,4817928.66,2813867.9,3949382.25,3670629.534642857,3988291.36,2247526.75,3226003.605714286,2961192.8775,17693.0,18527.0,17491.571428571428,14803.17857142857,12413.0,13995.0,13078.285714285714,11272.5,89965.0,66887.0,72263.42857142857,60846.96428571428,0.00504,0.00461,0.004178571428571429,0.004464999999999999,140.8,264.2,227.04285714285714,212.29999999999998,1.0,1.0,1.0,1.0,219.0,118.0,159.42857142857142,140.25,217.0,118.0,158.57142857142858,139.14285714285714,6.0,6.0,6.0,6.0,26.0,15.0,15.285714285714286,13.107142857142858,2.0,2.0,1.8571428571428572,1.6428571428571428,173.0,90.0,126.57142857142857,112.10714285714286,4.0,2.0,3.857142857142857,3.1785714285714284,14.0,7.0,9.285714285714286,7.285714285714286,0.0,2.0,2.5714285714285716,2.9285714285714284,1066.0,639.0,834.8571428571429,728.9642857142857,4817928.66,2813867.9,3949382.25,3670629.534642857,154449.84,92785.12,117922.06571428571,54952.03392857143,126.0,98.0,111.14285714285714,103.64285714285714,3988291.3559119566,2247526.754658071,3226003.6062648734,2961192.877496919,5.0,8.0,5.714285714285714,8.607142857142858,52802.729999999996,59684.37,59031.64571428572,86258.00071428572,12.0,18.0,12.857142857142858,22.428571428571427,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
2,2,1,2015,0,4293160.67,3311241.3,4160709.7885714285,3736263.446785714,3537248.79,2623112.64,3410249.6114285714,3017611.1421428574,16802.0,18408.0,17245.14285714286,15015.5,12521.0,14673.0,12867.714285714286,11418.785714285714,74388.0,81784.0,73335.0,61692.392857142855,0.00445,0.0037,0.004155714285714286,0.0044403571428571435,139.1,173.2,209.17142857142855,208.63214285714284,1.0,1.0,1.0,1.0,142.0,123.0,162.85714285714286,142.0,142.0,122.0,162.0,140.89285714285714,6.0,6.0,6.0,6.0,12.0,14.0,14.857142857142858,13.285714285714286,3.0,1.0,2.0,1.75,112.0,97.0,129.71428571428572,113.32142857142857,4.0,2.0,4.142857142857143,3.2142857142857144,7.0,7.0,9.285714285714286,7.357142857142857,4.0,2.0,2.857142857142857,3.0714285714285716,727.0,651.0,847.4285714285714,737.9642857142857,4293160.67,3311241.3,4160709.7885714285,3736263.446785714,109270.43000000001,76008.59,120277.11,58854.54928571428,97.0,92.0,111.0,104.21428571428571,3537248.7858085767,2623112.6407450717,3410249.610714946,3017611.1421191995,4.0,7.0,5.142857142857143,8.285714285714286,29871.72,90574.07,54772.69571428571,84681.47285714287,13.0,18.0,12.142857142857142,21.75,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
3,2,1,2015,0,3209407.04,3468141.29,4146162.037142857,3757890.2385714287,2685036.44,2797170.91,3419095.868571429,3041384.817142857,16725.0,16304.0,17004.714285714286,15206.82142857143,12085.0,13006.0,12498.0,11536.285714285714,61913.0,62018.0,70496.28571428571,62570.357142857145,0.00367,0.00398,0.0041514285714285715,0.004372142857142857,230.0,216.9,217.28571428571428,212.0,1.0,1.0,1.0,1.0,135.0,132.0,164.57142857142858,143.57142857142858,134.0,131.0,163.71428571428572,142.42857142857142,6.0,6.0,6.0,6.0,14.0,12.0,14.857142857142858,13.535714285714286,1.0,2.0,2.0,1.75,106.0,101.0,131.0,114.35714285714286,0.0,7.0,3.857142857142857,3.142857142857143,10.0,7.0,9.714285714285714,7.607142857142857,4.0,3.0,3.142857142857143,3.1785714285714284,579.0,657.0,837.1428571428571,742.4285714285714,3209407.04,3468141.29,4146162.0371428574,3757890.2385714287,64071.59,90071.08,118571.82428571429,61142.82035714285,95.0,97.0,111.42857142857143,104.78571428571429,2685036.444957422,2797170.9141382123,3419095.868459567,3041384.817369345,10.0,9.0,5.571428571428571,8.285714285714286,137432.0,128755.91,61466.68571428571,84644.73,36.0,24.0,14.714285714285714,21.714285714285715,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
4,2,1,2015,0,3793775.02,4164849.99,4192681.141428571,3797542.0889285714,3109300.19,3458801.88,3463685.7657142854,3074196.5378571427,16363.0,20518.0,17013.14285714286,15356.964285714286,12198.0,15147.0,12382.57142857143,11635.357142857143,79512.0,76117.0,72995.42857142857,63484.21428571428,0.0041,0.0037,0.004168571428571429,0.004381785714285715,130.9,237.5,205.0,207.52142857142854,1.0,1.0,1.0,1.0,153.0,152.0,167.57142857142858,145.17857142857142,152.0,151.0,166.71428571428572,144.03571428571428,6.0,6.0,6.0,6.0,17.0,11.0,15.571428571428571,13.785714285714286,3.0,1.0,2.142857142857143,1.8214285714285714,125.0,119.0,134.42857142857142,115.89285714285714,1.0,7.0,3.0,3.107142857142857,6.0,10.0,9.571428571428571,7.5,1.0,4.0,2.857142857142857,3.0714285714285716,797.0,833.0,857.1428571428571,752.0714285714286,3793775.02,4164849.99,4192681.141428571,3797542.0889285714,105122.64,116359.02,120722.04714285713,64897.20035714285,106.0,120.0,112.71428571428571,105.25,3109300.191830541,3458801.8759555463,3463685.7652727566,3074196.5380433127,3.0,2.0,4.714285714285714,7.785714285714286,52199.06,24027.53,50529.99285714286,81606.05642857144,12.0,6.0,13.0,20.678571428571427,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
5,2,1,2015,1,4760336.65,4312422.12,4277750.664285715,3871009.0146428575,3942085.3,3541992.72,3532726.254285714,3138216.088928572,18730.0,13711.0,16757.714285714286,15560.392857142857,15092.0,9875.0,12374.714285714286,11793.785714285714,95572.0,60627.0,75774.71428571429,64659.78571428572,0.00454,0.00396,0.004288571428571429,0.0043625,191.1,282.2,198.37142857142857,205.84285714285713,1.0,1.0,1.0,1.0,176.0,171.0,171.0,147.64285714285714,176.0,170.0,170.28571428571428,146.57142857142858,6.0,6.0,6.0,6.0,13.0,11.0,15.857142857142858,13.892857142857142,3.0,2.0,2.4285714285714284,1.9285714285714286,135.0,141.0,136.71428571428572,117.71428571428571,6.0,1.0,2.857142857142857,3.25,14.0,11.0,10.142857142857142,7.821428571428571,5.0,5.0,3.0,3.0357142857142856,938.0,947.0,872.1428571428571,764.5714285714286,4760336.65,4312422.12,4277750.664285715,3871009.014642857,146013.53,145885.49,124958.40571428572,70111.96928571428,123.0,107.0,113.14285714285714,106.28571428571429,3942085.3018567623,3541992.7245402653,3532726.2546872166,3138216.0893364944,6.0,7.0,5.285714285714286,7.607142857142857,72750.43000000001,51782.020000000004,57490.40714285714,79677.90321428572,14.0,8.0,14.142857142857142,20.142857142857142,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
6,2,1,2015,1,4368539.08,4757224.49,4285767.372857143,3884006.4882142856,3544819.23,3925128.98,3533130.041428571,3151175.0528571424,15952.0,17280.0,17077.85714285714,15677.5,11280.0,12439.0,12575.42857142857,11840.5,70645.0,68446.0,77205.85714285714,65312.607142857145,0.00499,0.00426,0.004435714285714285,0.004380357142857143,312.5,274.5,202.70000000000002,210.69642857142858,1.0,1.0,1.0,1.0,198.0,201.0,174.85714285714286,149.60714285714286,195.0,201.0,173.85714285714286,148.42857142857142,6.0,6.0,6.0,6.0,22.0,18.0,17.428571428571427,14.214285714285714,2.0,3.0,2.4285714285714284,1.9285714285714286,162.0,165.0,139.71428571428572,119.53571428571429,3.0,4.0,3.142857142857143,3.2142857142857144,5.0,9.0,9.285714285714286,7.678571428571429,4.0,2.0,2.857142857142857,3.0357142857142856,931.0,1051.0,869.8571428571429,771.2142857142857,4368539.08,4757224.49,4285767.372857143,3884006.4882142856,154322.68,149895.32,126163.71857142857,75623.49357142857,125.0,138.0,115.71428571428571,106.64285714285714,3544819.226051639,3925128.9779049903,3533130.0406174124,3151175.0532617862,10.0,2.0,5.714285714285714,7.464285714285714,148809.47,5594.889999999999,71351.47142857143,82640.11392857143,33.0,4.0,17.714285714285715,20.107142857142858,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
0,2,1,2015,0,5784606.22,4817928.66,4432536.191428571,3923969.3625000003,4804964.15,3988291.36,3658820.7800000003,3188947.1375,16431.0,17693.0,16956.571428571428,15871.642857142857,13211.0,12413.0,12685.714285714286,11994.214285714286,79486.0,89965.0,78783.0,66403.42857142857,0.00433,0.00504,0.0044457142857142855,0.004338214285714286,285.9,140.8,204.32857142857145,210.40714285714284,1.0,1.0,1.0,1.0,224.0,219.0,178.14285714285714,151.71428571428572,221.0,217.0,176.71428571428572,150.46428571428572,6.0,6.0,6.0,6.0,17.0,26.0,17.285714285714285,14.464285714285714,3.0,2.0,2.4285714285714284,1.9642857142857142,182.0,173.0,142.14285714285714,121.14285714285714,4.0,4.0,3.142857142857143,3.142857142857143,13.0,14.0,9.857142857142858,7.928571428571429,5.0,0.0,3.2857142857142856,3.0714285714285716,1167.0,1066.0,886.4285714285714,781.6071428571429,5784606.22,4817928.66,4432536.191428571,3923969.3625000003,165411.53,154449.84,128380.31999999999,81531.04821428572,133.0,126.0,115.0,107.35714285714286,4804964.147669779,3988291.3559119566,3658820.7791552395,3188947.1377202733,2.0,5.0,5.714285714285714,6.75,8113.6900000000005,52802.729999999996,71711.3,77280.87392857144,5.0,12.0,17.857142857142858,18.178571428571427,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
1,2,1,2015,0,7360399.98,4293160.67,4795746.38,4040970.5375000006,5966271.62,3537248.79,3941389.3885714286,3287420.3989285715,14463.0,16802.0,16495.14285714286,15949.857142857143,11021.0,12521.0,12486.857142857143,12047.714285714286,50731.0,74388.0,73178.14285714286,66335.85714285714,0.00449,0.00445,0.004367142857142857,0.004367857142857143,289.8,139.1,225.6142857142857,209.98214285714286,1.0,1.0,1.0,1.0,275.0,142.0,186.14285714285714,156.10714285714286,273.0,142.0,184.71428571428572,154.82142857142858,6.0,6.0,6.0,6.0,22.0,12.0,16.714285714285715,14.5,4.0,3.0,2.7142857142857144,2.0714285714285716,223.0,112.0,149.28571428571428,124.85714285714286,7.0,4.0,3.5714285714285716,3.3214285714285716,15.0,7.0,10.0,8.357142857142858,4.0,4.0,3.857142857142857,3.0,1473.0,727.0,944.5714285714286,803.6428571428571,7360399.98,4293160.67,4795746.38,4040970.5375,191887.67,109270.43000000001,133728.58142857143,88384.17928571429,151.0,97.0,118.57142857142857,108.82142857142857,5966271.617394004,3537248.7858085767,3941389.387938389,3287420.398955514,11.0,4.0,6.571428571428571,6.607142857142857,113144.03,29871.72,80331.48571428572,77642.64607142856,30.0,13.0,20.428571428571427,18.0,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
2,2,1,2015,0,5473140.47,3209407.04,4964314.922857143,4125149.060714286,4450268.77,2685036.44,4071820.814285714,3358657.3989285715,17173.0,16725.0,16548.14285714286,16131.42857142857,13667.0,12085.0,12650.57142857143,12211.607142857143,71689.0,61913.0,72792.57142857143,67483.35714285714,0.00513,0.00367,0.004464285714285714,0.0044089285714285715,142.9,230.0,226.15714285714284,208.4,1.0,1.0,1.0,1.0,212.0,135.0,196.14285714285714,159.39285714285714,211.0,134.0,194.57142857142858,158.07142857142858,6.0,6.0,6.0,6.0,26.0,14.0,18.714285714285715,15.107142857142858,1.0,1.0,2.4285714285714284,2.0357142857142856,169.0,106.0,157.42857142857142,127.35714285714286,1.0,0.0,3.142857142857143,3.25,9.0,10.0,10.285714285714286,8.535714285714286,6.0,4.0,4.142857142857143,3.107142857142857,996.0,579.0,983.0,818.0714285714286,5473140.47,3209407.04,4964314.922857143,4125149.060714286,108607.49,64071.59,133633.8757142857,92263.01821428571,117.0,95.0,121.42857142857143,109.85714285714286,4450268.773125995,2685036.444957422,4071820.8146980205,3358657.3989200825,12.0,10.0,7.714285714285714,6.714285714285714,128230.33,137432.0,94382.71571428572,80154.21035714285,27.0,36.0,22.428571428571427,18.214285714285715,0.0,0.0,0.0,69504.0,7744.0,7744.0,7744.0,6039.0,6650.0,6650.0,6650.0,5216.0,0.0,0.0,0.0,528.0,842.3717693836978,842.3717693836978,842.3717693836978,894.3169603524229,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9612328193832599,0.0,0.0,0.0,454.0
