Date,Revenue,lightgbm,yesterday_baseline,model_error,model_abs_error,baseline_error,baseline_abs_error,model_better_than_baseline,month,weekday
2021-06-07,3757477.99,3270820.1945567783,3795966.84,486657.7954432219,486657.7954432219,-38488.84999999963,38488.84999999963,False,2021-06,Monday
2021-06-08,3948452.32,3902984.522137634,3757477.99,45467.79786236584,45467.79786236584,190974.3299999996,190974.3299999996,True,2021-06,Tuesday
2021-06-09,3733884.76,3977980.7920926497,3948452.32,-244096.03209264996,244096.03209264996,-214567.56000000006,214567.56000000006,False,2021-06,Wednesday
2021-06-10,3994102.54,4434537.327001247,3733884.76,-440434.7870012466,440434.7870012466,260217.78000000026,260217.78000000026,False,2021-06,Thursday
2021-06-11,3221511.31,3901399.8303166814,3994102.54,-679888.5203166814,679888.5203166814,-772591.23,772591.23,True,2021-06,Friday
2021-06-12,3618435.07,3778161.898832675,3221511.31,-159726.82883267524,159726.82883267524,396923.7599999998,396923.7599999998,True,2021-06,Saturday
2021-06-13,3349171.43,4403876.564319137,3618435.07,-1054705.1343191364,1054705.1343191364,-269263.63999999966,269263.63999999966,False,2021-06,Sunday
2021-06-14,4007931.92,4199705.614553448,3349171.43,-191773.6945534479,191773.6945534479,658760.4899999998,658760.4899999998,True,2021-06,Monday
2021-06-15,4162142.95,3819061.8839285374,4007931.92,343081.0660714628,343081.0660714628,154211.03000000026,154211.03000000026,False,2021-06,Tuesday
2021-06-16,4740156.23,4106483.8402796406,4162142.95,633672.3897203598,633672.3897203598,578013.2800000003,578013.2800000003,False,2021-06,Wednesday
2021-06-17,5807751.43,4648061.365289669,4740156.23,1159690.0647103311,1159690.0647103311,1067595.1999999993,1067595.1999999993,False,2021-06,Thursday
2021-06-18,4316861.14,4568078.355049334,5807751.43,-251217.21504933387,251217.21504933387,-1490890.29,1490890.29,True,2021-06,Friday
2021-06-19,3596996.21,3660638.890894458,4316861.14,-63642.6808944582,63642.6808944582,-719864.9299999997,719864.9299999997,True,2021-06,Saturday
2021-06-20,3113780.62,4230809.384192447,3596996.21,-1117028.764192447,1117028.764192447,-483215.58999999985,483215.58999999985,False,2021-06,Sunday
2021-06-21,3454322.45,4046656.149201417,3113780.62,-592333.6992014167,592333.6992014167,340541.8300000001,340541.8300000001,False,2021-06,Monday
2021-06-22,3814525.81,3778392.950102869,3454322.45,36132.8598971311,36132.8598971311,360203.35999999987,360203.35999999987,True,2021-06,Tuesday
2021-06-23,5129834.24,4543050.916388904,3814525.81,586783.3236110965,586783.3236110965,1315308.4300000002,1315308.4300000002,True,2021-06,Wednesday
2021-06-24,5015283.26,6201323.535611091,5129834.24,-1186040.2756110914,1186040.2756110914,-114550.98000000045,114550.98000000045,False,2021-06,Thursday
2021-06-25,3255836.16,4963162.1373505015,5015283.26,-1707325.9773505013,1707325.9773505013,-1759447.0999999996,1759447.0999999996,True,2021-06,Friday
2021-06-26,3202321.56,4064179.803267875,3255836.16,-861858.2432678752,861858.2432678752,-53514.60000000009,53514.60000000009,False,2021-06,Saturday
2021-06-27,3938214.81,3572036.545379774,3202321.56,366178.2646202259,366178.2646202259,735893.25,735893.25,True,2021-06,Sunday
2021-06-28,4255543.96,5275231.829983804,3938214.81,-1019687.8699838044,1019687.8699838044,317329.1499999999,317329.1499999999,False,2021-06,Monday
2021-06-29,5907160.01,5835318.017001567,4255543.96,71841.99299843237,71841.99299843237,1651616.0499999998,1651616.0499999998,True,2021-06,Tuesday
2021-06-30,5094915.79,7958328.418739315,5907160.01,-2863412.628739315,2863412.628739315,-812244.2199999997,812244.2199999997,False,2021-06,Wednesday
2021-07-01,4975867.15,5259521.255913798,5094915.79,-283654.1059137974,283654.1059137974,-119048.63999999966,119048.63999999966,False,2021-07,Thursday
2021-07-02,4397949.68,3915421.049289853,4975867.15,482528.63071014686,482528.63071014686,-577917.4700000007,577917.4700000007,True,2021-07,Friday
2021-07-03,3132513.38,2842967.782975252,4397949.68,289545.5970247481,289545.5970247481,-1265436.2999999998,1265436.2999999998,True,2021-07,Saturday
2021-07-04,730601.15,2292928.455213804,3132513.38,-1562327.305213804,1562327.305213804,-2401912.23,2401912.23,True,2021-07,Sunday
2021-07-05,1878817.85,1507207.0175268594,730601.15,371610.8324731407,371610.8324731407,1148216.7000000002,1148216.7000000002,True,2021-07,Monday
2021-07-06,1616214.16,1889949.6615462212,1878817.85,-273735.5015462213,273735.5015462213,-262603.6900000002,262603.6900000002,False,2021-07,Tuesday
2021-07-07,1741509.6,1890465.1965578776,1616214.16,-148955.5965578775,148955.5965578775,125295.44000000018,125295.44000000018,False,2021-07,Wednesday
2021-07-08,2563149.38,2123839.534454789,1741509.6,439309.8455452109,439309.8455452109,821639.7799999998,821639.7799999998,True,2021-07,Thursday
2021-07-09,2685812.87,2591332.382563556,2563149.38,94480.48743644403,94480.48743644403,122663.49000000022,122663.49000000022,True,2021-07,Friday
2021-07-10,2524108.8,2403124.6947863144,2685812.87,120984.10521368543,120984.10521368543,-161704.0700000003,161704.0700000003,True,2021-07,Saturday
2021-07-11,2592712.85,2228199.678536998,2524108.8,364513.171463002,364513.171463002,68604.05000000028,68604.05000000028,False,2021-07,Sunday
2021-07-12,3123873.5,2503555.3546473505,2592712.85,620318.1453526495,620318.1453526495,531160.6499999999,531160.6499999999,False,2021-07,Monday
2021-07-13,2650746.43,2266211.81152524,3123873.5,384534.6184747601,384534.6184747601,-473127.06999999983,473127.06999999983,True,2021-07,Tuesday
2021-07-14,2970833.54,2324538.450255633,2650746.43,646295.0897443672,646295.0897443672,320087.10999999987,320087.10999999987,False,2021-07,Wednesday
2021-07-15,3628282.86,3063234.007693192,2970833.54,565048.8523068079,565048.8523068079,657449.3199999998,657449.3199999998,True,2021-07,Thursday
2021-07-16,2768513.94,2986842.990984372,3628282.86,-218329.05098437192,218329.05098437192,-859768.9199999999,859768.9199999999,True,2021-07,Friday
2021-07-17,2453122.24,2709070.56011818,2768513.94,-255948.32011817954,255948.32011817954,-315391.6999999997,315391.6999999997,True,2021-07,Saturday
2021-07-18,2827723.47,2565940.7429598905,2453122.24,261782.7270401097,261782.7270401097,374601.23,374601.23,True,2021-07,Sunday
2021-07-19,2859598.56,2795054.832394975,2827723.47,64543.727605025284,64543.727605025284,31875.08999999985,31875.08999999985,False,2021-07,Monday
2021-07-20,3389960.06,2730330.506074185,2859598.56,659629.553925815,659629.553925815,530361.5,530361.5,False,2021-07,Tuesday
2021-07-21,3336465.66,3441085.2321258,3389960.06,-104619.57212579995,104619.57212579995,-53494.39999999991,53494.39999999991,False,2021-07,Wednesday
2021-07-22,4388007.92,3874215.760103576,3336465.66,513792.15989642404,513792.15989642404,1051542.2599999998,1051542.2599999998,True,2021-07,Thursday
2021-07-23,4385215.41,3125070.844018645,4388007.92,1260144.565981355,1260144.565981355,-2792.5099999997765,2792.5099999997765,False,2021-07,Friday
2021-07-24,2294305.45,3332925.4936300875,4385215.41,-1038620.0436300873,1038620.0436300873,-2090909.96,2090909.96,True,2021-07,Saturday
2021-07-25,2549303.61,2874277.6140980166,2294305.45,-324974.00409801677,324974.00409801677,254998.15999999968,254998.15999999968,False,2021-07,Sunday
2021-07-26,3676952.36,3021746.2223891583,2549303.61,655206.1376108415,655206.1376108415,1127648.75,1127648.75,True,2021-07,Monday
2021-07-27,3460197.23,4147442.133418323,3676952.36,-687244.903418323,687244.903418323,-216755.1299999999,216755.1299999999,False,2021-07,Tuesday
2021-07-28,4046860.27,4233760.224732339,3460197.23,-186899.95473233936,186899.95473233936,586663.04,586663.04,True,2021-07,Wednesday
2021-07-29,5547857.68,5430263.954767758,4046860.27,117593.72523224168,117593.72523224168,1500997.4099999997,1500997.4099999997,True,2021-07,Thursday
2021-07-30,6548042.77,6933245.224685823,5547857.68,-385202.45468582306,385202.45468582306,1000185.0899999999,1000185.0899999999,True,2021-07,Friday
2021-07-31,5256382.47,6349604.629931901,6548042.77,-1093222.159931901,1093222.159931901,-1291660.2999999998,1291660.2999999998,True,2021-07,Saturday
2021-08-01,3652376.75,4394209.977691169,5256382.47,-741833.2276911689,741833.2276911689,-1604005.7199999997,1604005.7199999997,True,2021-08,Sunday
2021-08-02,4399616.65,2503060.8058439414,3652376.75,1896555.844156059,1896555.844156059,747239.9000000004,747239.9000000004,False,2021-08,Monday
2021-08-03,2422462.49,2892165.381108951,4399616.65,-469702.8911089506,469702.8911089506,-1977154.1600000001,1977154.1600000001,True,2021-08,Tuesday
2021-08-04,1157658.1,2260151.973349565,2422462.49,-1102493.873349565,1102493.873349565,-1264804.3900000001,1264804.3900000001,True,2021-08,Wednesday
2021-08-05,1482037.52,1525384.144491271,1157658.1,-43346.6244912711,43346.6244912711,324379.4199999999,324379.4199999999,True,2021-08,Thursday
2021-08-06,1591502.8,1756664.3291118366,1482037.52,-165161.52911183657,165161.52911183657,109465.28000000003,109465.28000000003,False,2021-08,Friday
2021-08-07,1632328.25,1600843.8192918964,1591502.8,31484.43070810358,31484.43070810358,40825.44999999995,40825.44999999995,True,2021-08,Saturday
2021-08-08,1411882.22,1588459.91663435,1632328.25,-176577.6966343501,176577.6966343501,-220446.03000000003,220446.03000000003,True,2021-08,Sunday
2021-08-09,1376421.76,1907127.7254804275,1411882.22,-530705.9654804275,530705.9654804275,-35460.45999999996,35460.45999999996,False,2021-08,Monday
2021-08-10,1581357.61,1707803.834654723,1376421.76,-126446.22465472296,126446.22465472296,204935.8500000001,204935.8500000001,True,2021-08,Tuesday
2021-08-11,1740229.21,1832913.251828964,1581357.61,-92684.04182896414,92684.04182896414,158871.59999999986,158871.59999999986,True,2021-08,Wednesday
2021-08-12,2480973.68,2121834.827398985,1740229.21,359138.852601015,359138.852601015,740744.4700000002,740744.4700000002,True,2021-08,Thursday
2021-08-13,2199306.57,2071734.5013261545,2480973.68,127572.06867384538,127572.06867384538,-281667.11000000034,281667.11000000034,True,2021-08,Friday
2021-08-14,1494099.71,1981434.814608892,2199306.57,-487335.104608892,487335.104608892,-705206.8599999999,705206.8599999999,True,2021-08,Saturday
2021-08-15,1862118.62,1771051.670331333,1494099.71,91066.94966866705,91066.94966866705,368018.91000000015,368018.91000000015,True,2021-08,Sunday
2021-08-16,2220064.67,1940651.5212115152,1862118.62,279413.14878848474,279413.14878848474,357946.0499999998,357946.0499999998,True,2021-08,Monday
2021-08-17,2263302.37,2123627.353208518,2220064.67,139675.016791482,139675.016791482,43237.700000000186,43237.700000000186,False,2021-08,Tuesday
2021-08-18,1875383.97,1958382.0181977467,2263302.37,-82998.04819774674,82998.04819774674,-387918.40000000014,387918.40000000014,True,2021-08,Wednesday
2021-08-19,2535597.13,2472546.5734983804,1875383.97,63050.55650161952,63050.55650161952,660213.1599999999,660213.1599999999,True,2021-08,Thursday
2021-08-20,2553183.49,2493407.579886535,2535597.13,59775.91011346504,59775.91011346504,17586.360000000335,17586.360000000335,False,2021-08,Friday
2021-08-21,1453356.23,1868365.6687714527,2553183.49,-415009.43877145275,415009.43877145275,-1099827.2600000002,1099827.2600000002,True,2021-08,Saturday
2021-08-22,1640268.07,1863274.1500520303,1453356.23,-223006.08005203027,223006.08005203027,186911.84000000008,186911.84000000008,False,2021-08,Sunday
2021-08-23,1883869.71,2318787.847142342,1640268.07,-434918.13714234205,434918.13714234205,243601.6399999999,243601.6399999999,False,2021-08,Monday
2021-08-24,1836322.27,2430934.578462081,1883869.71,-594612.308462081,594612.308462081,-47547.439999999944,47547.439999999944,False,2021-08,Tuesday
2021-08-25,1939866.54,1949693.5640827965,1836322.27,-9827.024082796415,9827.024082796415,103544.27000000002,103544.27000000002,True,2021-08,Wednesday
2021-08-26,1886569.08,2526530.507619583,1939866.54,-639961.427619583,639961.427619583,-53297.45999999996,53297.45999999996,False,2021-08,Thursday
2021-08-27,1662732.77,2998705.985365636,1886569.08,-1335973.2153656362,1335973.2153656362,-223836.31000000006,223836.31000000006,False,2021-08,Friday
2021-08-28,1664938.51,2961385.870469962,1662732.77,-1296447.3604699618,1296447.3604699618,2205.7399999999907,2205.7399999999907,False,2021-08,Saturday
2021-08-29,4443078.33,3067530.103942046,1664938.51,1375548.2260579541,1375548.2260579541,2778139.8200000003,2778139.8200000003,True,2021-08,Sunday
2021-08-30,3996164.3,4012967.456980502,4443078.33,-16803.156980501954,16803.156980501954,-446914.03000000026,446914.03000000026,True,2021-08,Monday
2021-08-31,3940957.44,4326883.267897211,3996164.3,-385925.8278972111,385925.8278972111,-55206.85999999987,55206.85999999987,False,2021-08,Tuesday
2021-09-01,3579634.39,2604383.5865865494,3940957.44,975250.8034134507,975250.8034134507,-361323.0499999998,361323.0499999998,False,2021-09,Wednesday
2021-09-02,3917618.96,2376444.4625513856,3579634.39,1541174.4974486143,1541174.4974486143,337984.56999999983,337984.56999999983,False,2021-09,Thursday
2021-09-03,1070973.42,2474702.2892835606,3917618.96,-1403728.8692835607,1403728.8692835607,-2846645.54,2846645.54,True,2021-09,Friday
2021-09-04,1839742.83,1683628.6514155697,1070973.42,156114.17858443037,156114.17858443037,768769.4100000001,768769.4100000001,True,2021-09,Saturday
2021-09-05,1682890.37,1829267.2943998072,1839742.83,-146376.92439980712,146376.92439980712,-156852.45999999996,156852.45999999996,True,2021-09,Sunday
2021-09-06,2097434.58,1800576.5165608386,1682890.37,296858.0634391615,296858.0634391615,414544.20999999996,414544.20999999996,True,2021-09,Monday
2021-09-07,2244132.38,2371322.0396539383,2097434.58,-127189.65965393838,127189.65965393838,146697.7999999998,146697.7999999998,True,2021-09,Tuesday
2021-09-08,3716975.63,2086968.3537965228,2244132.38,1630007.276203477,1630007.276203477,1472843.25,1472843.25,False,2021-09,Wednesday
2021-09-09,2187074.96,4008499.228794783,3716975.63,-1821424.268794783,1821424.268794783,-1529900.67,1529900.67,False,2021-09,Thursday
2021-09-10,1980857.12,2413101.026745898,2187074.96,-432243.9067458981,432243.9067458981,-206217.83999999985,206217.83999999985,False,2021-09,Friday
2021-09-11,1547495.48,2334351.317572864,1980857.12,-786855.8375728638,786855.8375728638,-433361.64000000013,433361.64000000013,False,2021-09,Saturday
2021-09-12,2102573.99,2117601.509036572,1547495.48,-15027.51903657196,15027.51903657196,555078.5100000002,555078.5100000002,True,2021-09,Sunday
2021-09-13,2488502.06,2246062.227451024,2102573.99,242439.83254897594,242439.83254897594,385928.06999999983,385928.06999999983,True,2021-09,Monday
2021-09-14,2715006.68,2527943.1529318616,2488502.06,187063.5270681386,187063.5270681386,226504.6200000001,226504.6200000001,True,2021-09,Tuesday
2021-09-15,3275643.47,3231909.649551255,2715006.68,43733.82044874504,43733.82044874504,560636.79,560636.79,True,2021-09,Wednesday
2021-09-16,1853200.26,2881574.22980278,3275643.47,-1028373.9698027798,1028373.9698027798,-1422443.2100000002,1422443.2100000002,True,2021-09,Thursday
2021-09-17,2031900.2,2093288.4166203607,1853200.26,-61388.216620360734,61388.216620360734,178699.93999999994,178699.93999999994,True,2021-09,Friday
2021-09-18,1910747.73,2006476.904930602,2031900.2,-95729.17493060208,95729.17493060208,-121152.46999999997,121152.46999999997,True,2021-09,Saturday
2021-09-19,1952437.84,2261739.0678997906,1910747.73,-309301.2278997905,309301.2278997905,41690.1100000001,41690.1100000001,False,2021-09,Sunday
2021-09-20,2307149.39,2295524.561577548,1952437.84,11624.828422452323,11624.828422452323,354711.55000000005,354711.55000000005,True,2021-09,Monday
2021-09-21,3210995.34,2535056.619054512,2307149.39,675938.7209454877,675938.7209454877,903845.9499999997,903845.9499999997,True,2021-09,Tuesday
2021-09-22,2518917.94,3143550.7542139874,3210995.34,-624632.8142139874,624632.8142139874,-692077.3999999999,692077.3999999999,True,2021-09,Wednesday
2021-09-23,2220736.52,2258546.625760967,2518917.94,-37810.10576096689,37810.10576096689,-298181.4199999999,298181.4199999999,True,2021-09,Thursday
2021-09-24,2008968.22,2315073.052762188,2220736.52,-306104.83276218805,306104.83276218805,-211768.30000000005,211768.30000000005,False,2021-09,Friday
2021-09-25,2281967.32,2201904.0419766637,2008968.22,80063.27802333608,80063.27802333608,272999.09999999986,272999.09999999986,True,2021-09,Saturday
2021-09-26,1602075.57,2454652.1110711894,2281967.32,-852576.5410711893,852576.5410711893,-679891.7499999998,679891.7499999998,False,2021-09,Sunday
2021-09-27,3058684.14,2683801.187859204,1602075.57,374882.952140796,374882.952140796,1456608.57,1456608.57,True,2021-09,Monday
2021-09-28,4749132.81,4028894.138072861,3058684.14,720238.6719271387,720238.6719271387,1690448.6699999995,1690448.6699999995,True,2021-09,Tuesday
2021-09-29,3184253.74,4623041.326225231,4749132.81,-1438787.5862252312,1438787.5862252312,-1564879.0699999994,1564879.0699999994,True,2021-09,Wednesday
2021-09-30,3504126.92,3406142.791677457,3184253.74,97984.12832254311,97984.12832254311,319873.1799999997,319873.1799999997,True,2021-09,Thursday
2021-10-01,2465559.4,1937665.275292116,3504126.92,527894.1247078839,527894.1247078839,-1038567.52,1038567.52,True,2021-10,Friday
2021-10-02,2584886.96,1688899.2643107916,2465559.4,895987.6956892083,895987.6956892083,119327.56000000006,119327.56000000006,False,2021-10,Saturday
2021-10-03,920334.15,1747735.9708415156,2584886.96,-827401.8208415156,827401.8208415156,-1664552.81,1664552.81,True,2021-10,Sunday
2021-10-04,1043382.83,1279000.4446567476,920334.15,-235617.61465674767,235617.61465674767,123048.67999999993,123048.67999999993,False,2021-10,Monday
2021-10-05,1440909.2,1532470.339711381,1043382.83,-91561.13971138094,91561.13971138094,397526.37,397526.37,True,2021-10,Tuesday
2021-10-06,1793088.31,1761309.984494372,1440909.2,31778.325505628018,31778.325505628018,352179.1100000001,352179.1100000001,True,2021-10,Wednesday
2021-10-07,1826196.69,1641755.2287803458,1793088.31,184441.4612196542,184441.4612196542,33108.37999999989,33108.37999999989,False,2021-10,Thursday
2021-10-08,1613264.94,1725787.380643197,1826196.69,-112522.44064319716,112522.44064319716,-212931.75,212931.75,True,2021-10,Friday
2021-10-09,1794510.68,1745961.7250383743,1613264.94,48548.954961625626,48548.954961625626,181245.74,181245.74,True,2021-10,Saturday
2021-10-10,1883117.98,1620161.2215169566,1794510.68,262956.7584830434,262956.7584830434,88607.30000000005,88607.30000000005,False,2021-10,Sunday
2021-10-11,2300450.29,1698249.9801759976,1883117.98,602200.3098240024,602200.3098240024,417332.31000000006,417332.31000000006,False,2021-10,Monday
2021-10-12,1567144.44,1934687.4561609356,2300450.29,-367543.01616093563,367543.01616093563,-733305.8500000001,733305.8500000001,True,2021-10,Tuesday
2021-10-13,1918678.27,2035290.1868763927,1567144.44,-116611.91687639267,116611.91687639267,351533.8300000001,351533.8300000001,True,2021-10,Wednesday
2021-10-14,2148334.67,2012286.6783884063,1918678.27,136047.99161159364,136047.99161159364,229656.3999999999,229656.3999999999,True,2021-10,Thursday
2021-10-15,1900056.41,1918211.8670548105,2148334.67,-18155.4570548106,18155.4570548106,-248278.26,248278.26,True,2021-10,Friday
2021-10-16,2106301.79,1799807.8320906623,1900056.41,306493.9579093377,306493.9579093377,206245.38000000012,206245.38000000012,False,2021-10,Saturday
2021-10-17,2495144.25,2015218.2224161164,2106301.79,479926.0275838836,479926.0275838836,388842.45999999996,388842.45999999996,False,2021-10,Sunday
2021-10-18,2029589.44,2179746.6311622965,2495144.25,-150157.19116229657,150157.19116229657,-465554.81000000006,465554.81000000006,True,2021-10,Monday
2021-10-19,1794195.22,2158175.4033863107,2029589.44,-363980.1833863107,363980.1833863107,-235394.21999999997,235394.21999999997,False,2021-10,Tuesday
2021-10-20,2748359.42,1931653.5085706697,1794195.22,816705.9114293302,816705.9114293302,954164.2,954164.2,True,2021-10,Wednesday
2021-10-21,1715238.6,2462223.1065026657,2748359.42,-746984.5065026656,746984.5065026656,-1033120.8199999998,1033120.8199999998,True,2021-10,Thursday
2021-10-22,2513749.87,1725942.3379440736,1715238.6,787807.5320559265,787807.5320559265,798511.27,798511.27,True,2021-10,Friday
2021-10-23,1853822.02,2348738.6868053023,2513749.87,-494916.66680530226,494916.66680530226,-659927.8500000001,659927.8500000001,True,2021-10,Saturday
2021-10-24,2201542.06,2283188.1848301,1853822.02,-81646.12483009975,81646.12483009975,347720.04000000004,347720.04000000004,True,2021-10,Sunday
2021-10-25,2021989.32,2134394.4858432603,2201542.06,-112405.16584326024,112405.16584326024,-179552.74,179552.74,True,2021-10,Monday
2021-10-26,2162674.08,2503739.029264882,2021989.32,-341064.94926488213,341064.94926488213,140684.76,140684.76,False,2021-10,Tuesday
2021-10-27,2151921.73,2612986.4532181444,2162674.08,-461064.7232181444,461064.7232181444,-10752.350000000093,10752.350000000093,False,2021-10,Wednesday
2021-10-28,2489853.45,2673252.5154296923,2151921.73,-183399.06542969216,183399.06542969216,337931.7200000002,337931.7200000002,True,2021-10,Thursday
2021-10-29,3746325.95,2765496.973106954,2489853.45,980828.9768930464,980828.9768930464,1256472.5,1256472.5,True,2021-10,Friday
2021-10-30,3434826.63,3436622.534186868,3746325.95,-1795.9041868681088,1795.9041868681088,-311499.3200000003,311499.3200000003,True,2021-10,Saturday
2021-10-31,3026687.11,3069508.615995303,3434826.63,-42821.50599530293,42821.50599530293,-408139.52,408139.52,True,2021-10,Sunday
2021-11-01,2926691.09,1946234.7669252767,3026687.11,980456.3230747231,980456.3230747231,-99996.02000000002,99996.02000000002,False,2021-11,Monday
2021-11-02,3072730.67,1798723.119267453,2926691.09,1274007.550732547,1274007.550732547,146039.58000000007,146039.58000000007,False,2021-11,Tuesday
2021-11-03,1262904.96,1915489.858626149,3072730.67,-652584.8986261489,652584.8986261489,-1809825.71,1809825.71,True,2021-11,Wednesday
2021-11-04,1344901.28,1292530.0563565025,1262904.96,52371.223643497564,52371.223643497564,81996.32000000007,81996.32000000007,True,2021-11,Thursday
2021-11-05,1257605.18,1366355.782633467,1344901.28,-108750.60263346718,108750.60263346718,-87296.1000000001,87296.1000000001,False,2021-11,Friday
2021-11-06,2093872.9,1348008.859678762,1257605.18,745864.0403212379,745864.0403212379,836267.72,836267.72,True,2021-11,Saturday
2021-11-07,942802.49,1784575.2174647409,2093872.9,-841772.7274647409,841772.7274647409,-1151070.41,1151070.41,True,2021-11,Sunday
2021-11-08,2064680.43,1324741.397500048,942802.49,739939.032499952,739939.032499952,1121877.94,1121877.94,True,2021-11,Monday
2021-11-09,2462296.67,1934786.30845233,2064680.43,527510.3615476699,527510.3615476699,397616.24,397616.24,False,2021-11,Tuesday
2021-11-10,1774844.23,1898993.1531005355,2462296.67,-124148.92310053553,124148.92310053553,-687452.44,687452.44,True,2021-11,Wednesday
2021-11-11,1412638.65,1774337.2044388691,1774844.23,-361698.55443886924,361698.55443886924,-362205.5800000001,362205.5800000001,True,2021-11,Thursday
2021-11-12,1777590.33,1642565.9507480876,1412638.65,135024.37925191247,135024.37925191247,364951.68000000017,364951.68000000017,True,2021-11,Friday
2021-11-13,1291079.97,1997124.0654753728,1777590.33,-706044.0954753729,706044.0954753729,-486510.3600000001,486510.3600000001,False,2021-11,Saturday
2021-11-14,1228705.01,1508541.543914323,1291079.97,-279836.53391432296,279836.53391432296,-62374.95999999996,62374.95999999996,False,2021-11,Sunday
2021-11-15,1206377.91,1683945.9577802254,1228705.01,-477568.0477802255,477568.0477802255,-22327.100000000093,22327.100000000093,False,2021-11,Monday
2021-11-16,2106714.51,1804192.3033039656,1206377.91,302522.2066960342,302522.2066960342,900336.5999999999,900336.5999999999,True,2021-11,Tuesday
2021-11-17,1531889.09,2024733.1497784788,2106714.51,-492844.0597784787,492844.0597784787,-574825.4199999997,574825.4199999997,True,2021-11,Wednesday
2021-11-18,1661241.07,1381131.134322194,1531889.09,280109.93567780615,280109.93567780615,129351.97999999998,129351.97999999998,False,2021-11,Thursday
2021-11-19,1253389.32,1388352.1738308226,1661241.07,-134962.8538308225,134962.8538308225,-407851.75,407851.75,True,2021-11,Friday
2021-11-20,1071404.44,1359505.0094779402,1253389.32,-288100.5694779402,288100.5694779402,-181984.88000000012,181984.88000000012,False,2021-11,Saturday
2021-11-21,1222908.7,1509843.3968838956,1071404.44,-286934.69688389567,286934.69688389567,151504.26,151504.26,False,2021-11,Sunday
2021-11-22,1558297.56,1292981.068831424,1222908.7,265316.49116857606,265316.49116857606,335388.8600000001,335388.8600000001,True,2021-11,Monday
2021-11-23,1613168.79,1425166.120947838,1558297.56,188002.66905216197,188002.66905216197,54871.22999999998,54871.22999999998,False,2021-11,Tuesday
2021-11-24,1665269.85,1318396.1636603845,1613168.79,346873.6863396156,346873.6863396156,52101.060000000056,52101.060000000056,False,2021-11,Wednesday
2021-11-25,1278003.36,1419230.342161846,1665269.85,-141226.982161846,141226.982161846,-387266.49,387266.49,True,2021-11,Thursday
2021-11-26,970756.2,1681604.3409372647,1278003.36,-710848.1409372648,710848.1409372648,-307247.16000000015,307247.16000000015,False,2021-11,Friday
2021-11-27,1407280.07,1912061.1195022487,970756.2,-504781.04950224864,504781.04950224864,436523.8700000001,436523.8700000001,False,2021-11,Saturday
2021-11-28,2359645.42,2044284.5442082067,1407280.07,315360.8757917932,315360.8757917932,952365.3499999999,952365.3499999999,True,2021-11,Sunday
2021-11-29,1830856.99,2086006.2868785933,2359645.42,-255149.29687859328,255149.29687859328,-528788.4299999999,528788.4299999999,True,2021-11,Monday
2021-11-30,2987950.32,1929324.390551106,1830856.99,1058625.9294488938,1058625.9294488938,1157093.3299999998,1157093.3299999998,True,2021-11,Tuesday
2021-12-01,1881588.13,1916509.11892546,2987950.32,-34920.98892546003,34920.98892546003,-1106362.19,1106362.19,True,2021-12,Wednesday
2021-12-02,1911470.99,1070046.0716822764,1881588.13,841424.9183177236,841424.9183177236,29882.860000000102,29882.860000000102,False,2021-12,Thursday
2021-12-03,586748.17,1334360.784983758,1911470.99,-747612.6149837581,747612.6149837581,-1324722.8199999998,1324722.8199999998,True,2021-12,Friday
2021-12-04,819389.63,1122446.4357944473,586748.17,-303056.8057944473,303056.8057944473,232641.45999999996,232641.45999999996,False,2021-12,Saturday
2021-12-05,1101768.07,846882.9374154289,819389.63,254885.13258457114,254885.13258457114,282378.44000000006,282378.44000000006,True,2021-12,Sunday
2021-12-06,1167887.5,1177462.6873300478,1101768.07,-9575.187330047833,9575.187330047833,66119.42999999993,66119.42999999993,True,2021-12,Monday
2021-12-07,708706.53,1254160.203459144,1167887.5,-545453.6734591441,545453.6734591441,-459180.97,459180.97,False,2021-12,Tuesday
2021-12-08,919265.14,1123333.006807451,708706.53,-204067.8668074509,204067.8668074509,210558.61,210558.61,True,2021-12,Wednesday
2021-12-09,999032.78,1238447.9510501074,919265.14,-239415.17105010734,239415.17105010734,79767.64000000001,79767.64000000001,False,2021-12,Thursday
2021-12-10,1214991.34,1278324.5491144627,999032.78,-63333.2091144626,63333.2091144626,215958.56000000006,215958.56000000006,True,2021-12,Friday
2021-12-11,948995.31,1339152.9546049067,1214991.34,-390157.6446049067,390157.6446049067,-265996.03,265996.03,False,2021-12,Saturday
2021-12-12,1285064.15,1563480.212081061,948995.31,-278416.06208106107,278416.06208106107,336068.83999999985,336068.83999999985,True,2021-12,Sunday
