feature,missing_pct,nunique,dtype,non_null_count,Revenue_pair_count,Revenue_pearson,Revenue_spearman,COGS_pair_count,COGS_pearson,COGS_spearman,source_table,feature_family,timing_type,transformation,leakage_risk,expected_impute_method,note,selected,selection_reason
sessions_source_social_media_lag_28d,6.74,499,float64,2894,2894,0.07028727918133282,0.0222073029402221,2894,0.06799618136892213,0.026131926358149458,unknown,source_lag,lagged,sessions_source_social_media_lag_28d,low,fill_0,Generated candidate feature: sessions_source_social_media_lag_28d,True,selected
sessions_source_social_media_lag_365d,17.6,458,float64,2557,2557,0.08048027870220484,0.032480127724726464,2557,0.08085797684506206,0.03328881007963957,unknown,source_lag,lagged,sessions_source_social_media_lag_365d,low,fill_0,Generated candidate feature: sessions_source_social_media_lag_365d,True,selected
sessions_source_social_media_rolling_7d_mean,5.87,790,float64,2921,2921,0.20133294718950412,0.17473551697958534,2921,0.1978178369604641,0.18494883517793398,unknown,source_lag,lagged,sessions_source_social_media_rolling_7d_mean,low,fill_0,Generated candidate feature: sessions_source_social_media_rolling_7d_mean,True,selected
sessions_source_social_media_rolling_28d_mean,5.87,932,float64,2921,2921,0.2885099378477295,0.2898152285633338,2921,0.28425970993867195,0.3069741848029635,unknown,source_lag,lagged,sessions_source_social_media_rolling_28d_mean,low,fill_0,Generated candidate feature: sessions_source_social_media_rolling_28d_mean,True,selected
sessions_source_social_media_rolling_90d_mean,5.87,977,float64,2921,2921,0.21009244235988664,0.21067074333809338,2921,0.23891789871080796,0.25773204139132344,unknown,source_lag,lagged,sessions_source_social_media_rolling_90d_mean,low,fill_0,Generated candidate feature: sessions_source_social_media_rolling_90d_mean,True,selected
order_count_lag_1d,0.03,494,float64,3102,3102,0.8116604985986491,0.807443431709602,3102,0.8374673102458668,0.8380990725018577,order,source_lag,lagged,order_count_lag_1d,low,fill_0,Generated candidate feature: order_count_lag_1d,True,selected
order_count_lag_7d,0.23,494,float64,3096,3096,0.39033503311818335,0.5077954142330238,3096,0.3941545837175187,0.5288273025813004,order,source_lag,lagged,order_count_lag_7d,low,fill_0,Generated candidate feature: order_count_lag_7d,True,selected
order_count_lag_14d,0.45,494,float64,3089,3089,0.4047339071617958,0.503835783324266,3089,0.4079920812880432,0.5209655159641767,order,source_lag,lagged,order_count_lag_14d,low,fill_0,Generated candidate feature: order_count_lag_14d,True,selected
order_count_lag_28d,0.9,494,float64,3075,3075,0.5457155506057072,0.5801130668321367,3075,0.5489867553838301,0.59616757732132,order,source_lag,lagged,order_count_lag_28d,low,fill_0,Generated candidate feature: order_count_lag_28d,True,selected
order_count_lag_365d,11.76,483,float64,2738,2738,0.7866393616489735,0.7776393676445864,2738,0.8186885793461913,0.813141671343279,order,source_lag,lagged,order_count_lag_365d,low,fill_0,Generated candidate feature: order_count_lag_365d,True,selected
order_count_rolling_7d_mean,0.03,1672,float64,3102,3102,0.6099089570821262,0.6381073616149038,3102,0.6243148249896312,0.6671088516802801,order,source_lag,lagged,order_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_count_rolling_7d_mean,True,selected
order_count_rolling_28d_mean,0.03,2524,float64,3102,3102,0.5912990890672171,0.6185852034809601,3102,0.5929853631204912,0.6392830424672542,order,source_lag,lagged,order_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_count_rolling_28d_mean,True,selected
order_count_rolling_90d_mean,0.03,2892,float64,3102,3102,0.49001788999342055,0.5464627634378029,3102,0.5087386945273438,0.5727605989809287,order,source_lag,lagged,order_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_count_rolling_90d_mean,True,selected
customer_count_lag_1d,0.03,493,float64,3102,3102,0.8128426362738627,0.8084732235498672,3102,0.8385767564168064,0.8391095439320404,customer,source_lag,lagged,customer_count_lag_1d,low,fill_0,Generated candidate feature: customer_count_lag_1d,True,selected
customer_count_lag_7d,0.23,493,float64,3096,3096,0.3922892388591587,0.5089152894406664,3096,0.3961151335022555,0.5299471921731095,customer,source_lag,lagged,customer_count_lag_7d,low,fill_0,Generated candidate feature: customer_count_lag_7d,True,selected
customer_count_lag_14d,0.45,493,float64,3089,3089,0.40625389538235496,0.5051185019790785,3089,0.4095851763632652,0.5222503170567203,customer,source_lag,lagged,customer_count_lag_14d,low,fill_0,Generated candidate feature: customer_count_lag_14d,True,selected
customer_count_lag_28d,0.9,492,float64,3075,3075,0.5468709911878539,0.5809808925214115,3075,0.5502719622642755,0.5971106748965964,customer,source_lag,lagged,customer_count_lag_28d,low,fill_0,Generated candidate feature: customer_count_lag_28d,True,selected
customer_count_lag_365d,11.76,482,float64,2738,2738,0.7876188169655669,0.778664066195217,2738,0.8195667087201796,0.814137348417036,customer,source_lag,lagged,customer_count_lag_365d,low,fill_0,Generated candidate feature: customer_count_lag_365d,True,selected
customer_count_rolling_7d_mean,0.03,1689,float64,3102,3102,0.6114221125366068,0.6394504102535856,3102,0.6257902272320208,0.6684488019748944,customer,source_lag,lagged,customer_count_rolling_7d_mean,low,fill_0,Generated candidate feature: customer_count_rolling_7d_mean,True,selected
customer_count_rolling_28d_mean,0.03,2511,float64,3102,3102,0.5922615740814803,0.6198586913091151,3102,0.594003891576159,0.6405052558689917,customer,source_lag,lagged,customer_count_rolling_28d_mean,low,fill_0,Generated candidate feature: customer_count_rolling_28d_mean,True,selected
customer_count_rolling_90d_mean,0.03,2859,float64,3102,3102,0.48996495822869396,0.546367421013281,3102,0.5087653475191676,0.5727548750603232,customer,source_lag,lagged,customer_count_rolling_90d_mean,low,fill_0,Generated candidate feature: customer_count_rolling_90d_mean,True,selected
order_source_count_lag_1d,0.03,3,float64,3102,3102,0.06551594323179648,0.0887190199653979,3102,0.06746105354318681,0.08967746074089868,order,source_lag,lagged,order_source_count_lag_1d,low,fill_0,Generated candidate feature: order_source_count_lag_1d,True,selected
order_source_count_lag_7d,0.23,3,float64,3096,3096,0.04829808233346985,0.06696517451017416,3096,0.05092900589075788,0.07023751368922683,order,source_lag,lagged,order_source_count_lag_7d,low,fill_0,Generated candidate feature: order_source_count_lag_7d,True,selected
order_source_count_lag_14d,0.45,3,float64,3089,3089,0.0392461306805726,0.05670538550966062,3089,0.04208742787945857,0.05994399096079218,order,source_lag,lagged,order_source_count_lag_14d,low,fill_0,Generated candidate feature: order_source_count_lag_14d,True,selected
order_source_count_lag_28d,0.9,3,float64,3075,3075,-0.007087719961505778,0.018540491772421567,3075,-0.01057191711060438,0.01870076817164083,order,source_lag,lagged,order_source_count_lag_28d,low,fill_0,Generated candidate feature: order_source_count_lag_28d,True,selected
order_source_count_lag_365d,11.76,3,float64,2738,2738,-0.001001917979626817,-0.009477300503414068,2738,0.0016159221800461185,-0.005748457513936323,order,source_lag,lagged,order_source_count_lag_365d,low,fill_0,Generated candidate feature: order_source_count_lag_365d,True,selected
order_source_count_rolling_7d_mean,0.03,4,float64,3102,3102,0.12858529426589568,0.16796858159495898,3102,0.13397371699696137,0.17462005183946053,order,source_lag,lagged,order_source_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_source_count_rolling_7d_mean,True,selected
order_source_count_rolling_28d_mean,0.03,4,float64,3102,3102,0.1451362858489715,0.17331098544192314,3102,0.14807815730507717,0.17764225646509435,order,source_lag,lagged,order_source_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_source_count_rolling_28d_mean,True,selected
order_source_count_rolling_90d_mean,0.03,6,float64,3102,3102,0.05744683004425052,0.024494980886102524,3102,0.07106944259090278,0.042031466887575246,order,source_lag,lagged,order_source_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_source_count_rolling_90d_mean,True,selected
order_status_cancelled_count_lag_1d,0.03,71,float64,3102,3102,0.7617415472605004,0.7432674525024792,3102,0.7876601792068382,0.7739248013443477,order,source_lag,lagged,order_status_cancelled_count_lag_1d,low,fill_0,Generated candidate feature: order_status_cancelled_count_lag_1d,True,selected
order_status_cancelled_count_lag_7d,0.23,71,float64,3096,3096,0.37686568289390643,0.4600207444749237,3096,0.38152131596371486,0.4813527964302108,order,source_lag,lagged,order_status_cancelled_count_lag_7d,low,fill_0,Generated candidate feature: order_status_cancelled_count_lag_7d,True,selected
order_status_cancelled_count_lag_14d,0.45,71,float64,3089,3089,0.3867206021858651,0.4624361720867248,3089,0.39177161597692606,0.4811082713551934,order,source_lag,lagged,order_status_cancelled_count_lag_14d,low,fill_0,Generated candidate feature: order_status_cancelled_count_lag_14d,True,selected
order_status_cancelled_count_lag_28d,0.9,71,float64,3075,3075,0.5121776235312323,0.5411389798603693,3075,0.5161394671640235,0.5570745814369662,order,source_lag,lagged,order_status_cancelled_count_lag_28d,low,fill_0,Generated candidate feature: order_status_cancelled_count_lag_28d,True,selected
order_status_cancelled_count_lag_365d,11.76,71,float64,2738,2738,0.7384822548295654,0.7117036366395407,2738,0.7640397306686735,0.7446207054909054,order,source_lag,lagged,order_status_cancelled_count_lag_365d,low,fill_0,Generated candidate feature: order_status_cancelled_count_lag_365d,True,selected
order_status_cancelled_count_rolling_7d_mean,0.03,301,float64,3102,3102,0.6057400076868761,0.6303154978142834,3102,0.6216360160935666,0.6614375451562092,order,source_lag,lagged,order_status_cancelled_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_cancelled_count_rolling_7d_mean,True,selected
order_status_cancelled_count_rolling_28d_mean,0.03,795,float64,3102,3102,0.590073644732789,0.6193464766213816,3102,0.5951651302667672,0.6427509480972204,order,source_lag,lagged,order_status_cancelled_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_cancelled_count_rolling_28d_mean,True,selected
order_status_cancelled_count_rolling_90d_mean,0.03,1602,float64,3102,3102,0.4910127036769233,0.5511428881018929,3102,0.5102212452294368,0.5777663388838791,order,source_lag,lagged,order_status_cancelled_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_cancelled_count_rolling_90d_mean,True,selected
order_status_created_count_lag_1d,0.03,13,float64,3102,3102,0.5139969566978319,0.4600454469769611,3102,0.5292562613240299,0.4741262771185672,order,source_lag,lagged,order_status_created_count_lag_1d,low,fill_0,Generated candidate feature: order_status_created_count_lag_1d,True,selected
order_status_created_count_lag_7d,0.23,13,float64,3096,3096,0.22297179810857412,0.25132051540474715,3096,0.22401066056554608,0.2591630081881245,order,source_lag,lagged,order_status_created_count_lag_7d,low,fill_0,Generated candidate feature: order_status_created_count_lag_7d,True,selected
order_status_created_count_lag_14d,0.45,13,float64,3089,3089,0.24228811520302845,0.2652737241824128,3089,0.24338967258389946,0.2720669616925755,order,source_lag,lagged,order_status_created_count_lag_14d,low,fill_0,Generated candidate feature: order_status_created_count_lag_14d,True,selected
order_status_created_count_lag_28d,0.9,13,float64,3075,3075,0.35678220240522307,0.3532908150961091,3075,0.3562258077264352,0.3567409067058767,order,source_lag,lagged,order_status_created_count_lag_28d,low,fill_0,Generated candidate feature: order_status_created_count_lag_28d,True,selected
order_status_created_count_lag_365d,11.76,13,float64,2738,2738,0.49903787503330144,0.4463682790517758,2738,0.5199736431259341,0.45984199391013586,order,source_lag,lagged,order_status_created_count_lag_365d,low,fill_0,Generated candidate feature: order_status_created_count_lag_365d,True,selected
order_status_created_count_rolling_7d_mean,0.03,47,float64,3102,3102,0.5170733423594827,0.5334200641296238,3102,0.5291842901159424,0.5529859429135873,order,source_lag,lagged,order_status_created_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_created_count_rolling_7d_mean,True,selected
order_status_created_count_rolling_28d_mean,0.03,120,float64,3102,3102,0.5574475403948127,0.5890298447672181,3102,0.5547422638602105,0.6075441234175246,order,source_lag,lagged,order_status_created_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_created_count_rolling_28d_mean,True,selected
order_status_created_count_rolling_90d_mean,0.03,316,float64,3102,3102,0.48012779393691773,0.5336279262494439,3102,0.4964195876992545,0.5609509042034588,order,source_lag,lagged,order_status_created_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_created_count_rolling_90d_mean,True,selected
order_status_delivered_count_lag_1d,0.03,425,float64,3102,3102,0.810159893645895,0.8048636245918764,3102,0.8357904770547843,0.8355077973355879,order,source_lag,lagged,order_status_delivered_count_lag_1d,low,fill_0,Generated candidate feature: order_status_delivered_count_lag_1d,True,selected
order_status_delivered_count_lag_7d,0.23,425,float64,3096,3096,0.38839579036343697,0.5061597275083632,3096,0.3922639178164728,0.5271444045020286,order,source_lag,lagged,order_status_delivered_count_lag_7d,low,fill_0,Generated candidate feature: order_status_delivered_count_lag_7d,True,selected
order_status_delivered_count_lag_14d,0.45,425,float64,3089,3089,0.40363911845043743,0.5023951218822957,3089,0.4069626360257562,0.5197081550512961,order,source_lag,lagged,order_status_delivered_count_lag_14d,low,fill_0,Generated candidate feature: order_status_delivered_count_lag_14d,True,selected
order_status_delivered_count_lag_28d,0.9,425,float64,3075,3075,0.544664592738423,0.5771018369436549,3075,0.5484196137164221,0.5938246870477056,order,source_lag,lagged,order_status_delivered_count_lag_28d,low,fill_0,Generated candidate feature: order_status_delivered_count_lag_28d,True,selected
order_status_delivered_count_lag_365d,11.76,414,float64,2738,2738,0.7840415066035085,0.7745133010865453,2738,0.8166410456053096,0.8103181208504269,order,source_lag,lagged,order_status_delivered_count_lag_365d,low,fill_0,Generated candidate feature: order_status_delivered_count_lag_365d,True,selected
order_status_delivered_count_rolling_7d_mean,0.03,1500,float64,3102,3102,0.6089861202648611,0.6373141483934143,3102,0.623349923935751,0.6662782772148621,order,source_lag,lagged,order_status_delivered_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_delivered_count_rolling_7d_mean,True,selected
order_status_delivered_count_rolling_28d_mean,0.03,2421,float64,3102,3102,0.5908368358859055,0.6173494859782815,3102,0.5926728101821983,0.6384665716061062,order,source_lag,lagged,order_status_delivered_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_delivered_count_rolling_28d_mean,True,selected
order_status_delivered_count_rolling_90d_mean,0.03,2814,float64,3102,3102,0.49035839219921173,0.5463437243573543,3102,0.5091565074561936,0.5727301883588088,order,source_lag,lagged,order_status_delivered_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_delivered_count_rolling_90d_mean,True,selected
order_status_paid_count_lag_1d,0.03,19,float64,3102,3102,0.6323799033636325,0.5926895462553842,3102,0.6520616833051777,0.6129560102420173,order,source_lag,lagged,order_status_paid_count_lag_1d,low,fill_0,Generated candidate feature: order_status_paid_count_lag_1d,True,selected
order_status_paid_count_lag_7d,0.23,19,float64,3096,3096,0.30711686318734016,0.3453969969738887,3096,0.3100736873091674,0.3596391379734217,order,source_lag,lagged,order_status_paid_count_lag_7d,low,fill_0,Generated candidate feature: order_status_paid_count_lag_7d,True,selected
order_status_paid_count_lag_14d,0.45,19,float64,3089,3089,0.3055466972776422,0.34764856326545185,3089,0.3048107328264544,0.3565048126344876,order,source_lag,lagged,order_status_paid_count_lag_14d,low,fill_0,Generated candidate feature: order_status_paid_count_lag_14d,True,selected
order_status_paid_count_lag_28d,0.9,19,float64,3075,3075,0.40809499551180717,0.4106182781165231,3075,0.4053870284105119,0.415410281560631,order,source_lag,lagged,order_status_paid_count_lag_28d,low,fill_0,Generated candidate feature: order_status_paid_count_lag_28d,True,selected
order_status_paid_count_lag_365d,11.76,19,float64,2738,2738,0.5983707887715047,0.548179797923725,2738,0.6188096838665958,0.5685512511837582,order,source_lag,lagged,order_status_paid_count_lag_365d,low,fill_0,Generated candidate feature: order_status_paid_count_lag_365d,True,selected
order_status_paid_count_rolling_7d_mean,0.03,81,float64,3102,3102,0.5781267792243874,0.5932817601769039,3102,0.5904772631045995,0.6222176497209978,order,source_lag,lagged,order_status_paid_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_paid_count_rolling_7d_mean,True,selected
order_status_paid_count_rolling_28d_mean,0.03,200,float64,3102,3102,0.571991910039799,0.6047669217866964,3102,0.5689357225053643,0.6213652793760059,order,source_lag,lagged,order_status_paid_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_paid_count_rolling_28d_mean,True,selected
order_status_paid_count_rolling_90d_mean,0.03,545,float64,3102,3102,0.47152442521579696,0.5366077520021502,3102,0.49148123620975015,0.5627737237298578,order,source_lag,lagged,order_status_paid_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_paid_count_rolling_90d_mean,True,selected
order_status_returned_count_lag_1d,0.03,47,float64,3102,3102,0.7255491522467102,0.7028741185046636,3102,0.7493929983665836,0.7284944633383819,order,source_lag,lagged,order_status_returned_count_lag_1d,low,fill_0,Generated candidate feature: order_status_returned_count_lag_1d,True,selected
order_status_returned_count_lag_7d,0.23,47,float64,3096,3096,0.3568148537322826,0.4318922816493272,3096,0.35952633875354645,0.44871764330219227,order,source_lag,lagged,order_status_returned_count_lag_7d,low,fill_0,Generated candidate feature: order_status_returned_count_lag_7d,True,selected
order_status_returned_count_lag_14d,0.45,47,float64,3089,3089,0.36927689232549255,0.43173855204852735,3089,0.36893578856156933,0.44385908848500316,order,source_lag,lagged,order_status_returned_count_lag_14d,low,fill_0,Generated candidate feature: order_status_returned_count_lag_14d,True,selected
order_status_returned_count_lag_28d,0.9,47,float64,3075,3075,0.4934905611370641,0.5052746564524513,3075,0.49152687904301423,0.5138017429519149,order,source_lag,lagged,order_status_returned_count_lag_28d,low,fill_0,Generated candidate feature: order_status_returned_count_lag_28d,True,selected
order_status_returned_count_lag_365d,11.76,47,float64,2738,2738,0.7114057734221759,0.6786469249887866,2738,0.7420762617041549,0.7099904378307456,order,source_lag,lagged,order_status_returned_count_lag_365d,low,fill_0,Generated candidate feature: order_status_returned_count_lag_365d,True,selected
order_status_returned_count_rolling_7d_mean,0.03,198,float64,3102,3102,0.5969701927772455,0.6229109538721816,3102,0.6111348718427386,0.6496410908664845,order,source_lag,lagged,order_status_returned_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_returned_count_rolling_7d_mean,True,selected
order_status_returned_count_rolling_28d_mean,0.03,516,float64,3102,3102,0.5868252580532357,0.6150841961366599,3102,0.5844637580688999,0.6315514588608142,order,source_lag,lagged,order_status_returned_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_returned_count_rolling_28d_mean,True,selected
order_status_returned_count_rolling_90d_mean,0.03,1214,float64,3102,3102,0.4817848677974083,0.5355686538116237,3102,0.4990145711246256,0.5599235729458405,order,source_lag,lagged,order_status_returned_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_returned_count_rolling_90d_mean,True,selected
order_status_shipped_count_lag_1d,0.03,22,float64,3102,3102,0.6205517183488929,0.5671748940581759,3102,0.637112013893884,0.5837420678845202,order,source_lag,lagged,order_status_shipped_count_lag_1d,low,fill_0,Generated candidate feature: order_status_shipped_count_lag_1d,True,selected
order_status_shipped_count_lag_7d,0.23,22,float64,3096,3096,0.28944056548898095,0.33564942264551506,3096,0.2891405898662742,0.3469294031603761,order,source_lag,lagged,order_status_shipped_count_lag_7d,low,fill_0,Generated candidate feature: order_status_shipped_count_lag_7d,True,selected
order_status_shipped_count_lag_14d,0.45,22,float64,3089,3089,0.2940113026008521,0.34596635612433524,3089,0.2981780424748958,0.3551049809524319,order,source_lag,lagged,order_status_shipped_count_lag_14d,low,fill_0,Generated candidate feature: order_status_shipped_count_lag_14d,True,selected
order_status_shipped_count_lag_28d,0.9,22,float64,3075,3075,0.41109306390514955,0.4192667778564952,3075,0.4132718480515953,0.4248945942794585,order,source_lag,lagged,order_status_shipped_count_lag_28d,low,fill_0,Generated candidate feature: order_status_shipped_count_lag_28d,True,selected
order_status_shipped_count_lag_365d,11.76,22,float64,2738,2738,0.5878397892227408,0.5447387210196302,2738,0.608184252280207,0.5615553931556995,order,source_lag,lagged,order_status_shipped_count_lag_365d,low,fill_0,Generated candidate feature: order_status_shipped_count_lag_365d,True,selected
order_status_shipped_count_rolling_7d_mean,0.03,86,float64,3102,3102,0.5731292556212328,0.5838118416923848,3102,0.5816372456545205,0.6052609922942332,order,source_lag,lagged,order_status_shipped_count_rolling_7d_mean,low,fill_0,Generated candidate feature: order_status_shipped_count_rolling_7d_mean,True,selected
order_status_shipped_count_rolling_28d_mean,0.03,201,float64,3102,3102,0.5796865146948371,0.6072206488764279,3102,0.5776861584959214,0.6217668899280893,order,source_lag,lagged,order_status_shipped_count_rolling_28d_mean,low,fill_0,Generated candidate feature: order_status_shipped_count_rolling_28d_mean,True,selected
order_status_shipped_count_rolling_90d_mean,0.03,542,float64,3102,3102,0.4877912999012457,0.5403252642153323,3102,0.5041062143922405,0.56621404996296,order,source_lag,lagged,order_status_shipped_count_rolling_90d_mean,low,fill_0,Generated candidate feature: order_status_shipped_count_rolling_90d_mean,True,selected
item_quantity_sum_lag_1d,0.03,1460,float64,3102,3102,0.7887358191379358,0.7875226716971332,3102,0.8156387640783272,0.8190259991587296,item,source_lag,lagged,item_quantity_sum_lag_1d,low,fill_0,Generated candidate feature: item_quantity_sum_lag_1d,True,selected
item_quantity_sum_lag_7d,0.23,1460,float64,3096,3096,0.3623913898749839,0.48557589009352103,3096,0.3666998392305933,0.5074214148501465,item,source_lag,lagged,item_quantity_sum_lag_7d,low,fill_0,Generated candidate feature: item_quantity_sum_lag_7d,True,selected
item_quantity_sum_lag_14d,0.45,1459,float64,3089,3089,0.38350820318022,0.48757042616761637,3089,0.3867460891285367,0.5051399257928656,item,source_lag,lagged,item_quantity_sum_lag_14d,low,fill_0,Generated candidate feature: item_quantity_sum_lag_14d,True,selected
item_quantity_sum_lag_28d,0.9,1457,float64,3075,3075,0.5262863540813586,0.565309959687866,3075,0.5288468321809058,0.5801088746963501,item,source_lag,lagged,item_quantity_sum_lag_28d,low,fill_0,Generated candidate feature: item_quantity_sum_lag_28d,True,selected
item_quantity_sum_lag_365d,11.76,1386,float64,2738,2738,0.7720599735845773,0.7625748783413948,2738,0.8073357844055038,0.7999701496015031,item,source_lag,lagged,item_quantity_sum_lag_365d,low,fill_0,Generated candidate feature: item_quantity_sum_lag_365d,True,selected
item_quantity_sum_rolling_7d_mean,0.03,2692,float64,3102,3102,0.5837626662269776,0.61662291154076,3102,0.5991801130429143,0.6464205312853061,item,source_lag,lagged,item_quantity_sum_rolling_7d_mean,low,fill_0,Generated candidate feature: item_quantity_sum_rolling_7d_mean,True,selected
item_quantity_sum_rolling_28d_mean,0.03,2964,float64,3102,3102,0.5718329783665231,0.5982858767422139,3102,0.5736728966080621,0.6190249503934321,item,source_lag,lagged,item_quantity_sum_rolling_28d_mean,low,fill_0,Generated candidate feature: item_quantity_sum_rolling_28d_mean,True,selected
item_quantity_sum_rolling_90d_mean,0.03,3052,float64,3102,3102,0.48745080183600914,0.5439273813854759,3102,0.5045538685619109,0.5683166060939159,item,source_lag,lagged,item_quantity_sum_rolling_90d_mean,low,fill_0,Generated candidate feature: item_quantity_sum_rolling_90d_mean,True,selected
gross_item_revenue_sum_lag_1d,0.03,3102,float64,3102,3102,0.8624492410200305,0.8611090397027904,3102,0.838009630880474,0.8313467438768759,item,source_lag,lagged,gross_item_revenue_sum_lag_1d,low,fill_0,Generated candidate feature: gross_item_revenue_sum_lag_1d,True,selected
gross_item_revenue_sum_lag_7d,0.23,3096,float64,3096,3096,0.4684809460503195,0.567740129504279,3096,0.4450590058312662,0.5428190971134174,item,source_lag,lagged,gross_item_revenue_sum_lag_7d,low,fill_0,Generated candidate feature: gross_item_revenue_sum_lag_7d,True,selected
gross_item_revenue_sum_lag_14d,0.45,3089,float64,3089,3089,0.46796790498582636,0.555829192236208,3089,0.45208816441361943,0.5450361193801325,item,source_lag,lagged,gross_item_revenue_sum_lag_14d,low,fill_0,Generated candidate feature: gross_item_revenue_sum_lag_14d,True,selected
gross_item_revenue_sum_lag_28d,0.9,3075,float64,3075,3075,0.5860349678201856,0.608382936195742,3075,0.5853798734257072,0.6230069100391161,item,source_lag,lagged,gross_item_revenue_sum_lag_28d,low,fill_0,Generated candidate feature: gross_item_revenue_sum_lag_28d,True,selected
gross_item_revenue_sum_lag_365d,11.76,2738,float64,2738,2738,0.7746150131615824,0.7651282218669067,2738,0.7920939277721414,0.7811253707955882,item,source_lag,lagged,gross_item_revenue_sum_lag_365d,low,fill_0,Generated candidate feature: gross_item_revenue_sum_lag_365d,True,selected
gross_item_revenue_sum_rolling_7d_mean,0.03,3102,float64,3102,3102,0.6789250416100454,0.7133763627441155,3102,0.6495992756528952,0.6805090096694363,item,source_lag,lagged,gross_item_revenue_sum_rolling_7d_mean,low,fill_0,Generated candidate feature: gross_item_revenue_sum_rolling_7d_mean,True,selected
gross_item_revenue_sum_rolling_28d_mean,0.03,3102,float64,3102,3102,0.6432615915006753,0.6827479779727956,3102,0.6169122062396333,0.6723325426141844,item,source_lag,lagged,gross_item_revenue_sum_rolling_28d_mean,low,fill_0,Generated candidate feature: gross_item_revenue_sum_rolling_28d_mean,True,selected
gross_item_revenue_sum_rolling_90d_mean,0.03,3102,float64,3102,3102,0.5155028154675649,0.5610425988664524,3102,0.530759668017836,0.5916049365272019,item,source_lag,lagged,gross_item_revenue_sum_rolling_90d_mean,low,fill_0,Generated candidate feature: gross_item_revenue_sum_rolling_90d_mean,True,selected
discount_amount_sum_lag_1d,0.03,1343,float64,3102,3102,0.16773365068639526,-0.01150967890026011,3102,0.27647244218061656,0.12115954902672313,unknown,source_lag,lagged,discount_amount_sum_lag_1d,low,fill_0,Generated candidate feature: discount_amount_sum_lag_1d,True,selected
discount_amount_sum_lag_7d,0.23,1337,float64,3096,3096,-0.015255427333641046,-0.07550020829396147,3096,0.03693044142122656,0.01998798283758505,unknown,source_lag,lagged,discount_amount_sum_lag_7d,low,fill_0,Generated candidate feature: discount_amount_sum_lag_7d,True,selected
discount_amount_sum_lag_14d,0.45,1330,float64,3089,3089,0.05455383856554694,-0.020251966499099643,3089,0.08487796340388254,0.03959223629512839,unknown,source_lag,lagged,discount_amount_sum_lag_14d,low,fill_0,Generated candidate feature: discount_amount_sum_lag_14d,True,selected
discount_amount_sum_lag_28d,0.9,1316,float64,3075,3075,0.15555321514770692,0.0354862711191451,3075,0.13541899724574072,0.03620681159091263,unknown,source_lag,lagged,discount_amount_sum_lag_28d,low,fill_0,Generated candidate feature: discount_amount_sum_lag_28d,True,selected
discount_amount_sum_lag_365d,11.76,1205,float64,2738,2738,0.16280790256217748,0.0356969697004763,2738,0.25874282979407703,0.10179555054877154,unknown,source_lag,lagged,discount_amount_sum_lag_365d,low,fill_0,Generated candidate feature: discount_amount_sum_lag_365d,True,selected
discount_amount_sum_rolling_7d_mean,0.03,1572,float64,3102,3102,0.05210320499853053,-0.04873422250128491,3102,0.13819323722832877,0.06583844540732718,unknown,source_lag,lagged,discount_amount_sum_rolling_7d_mean,low,fill_0,Generated candidate feature: discount_amount_sum_rolling_7d_mean,True,selected
discount_amount_sum_rolling_28d_mean,0.03,2187,float64,3102,3102,0.0801675343192397,0.002846649528576126,3102,0.12371244487049166,0.07291437002585416,unknown,source_lag,lagged,discount_amount_sum_rolling_28d_mean,low,fill_0,Generated candidate feature: discount_amount_sum_rolling_28d_mean,True,selected
discount_amount_sum_rolling_90d_mean,0.03,1949,float64,3102,3102,0.2070808365391796,0.2609396136739467,3102,0.23560306940292022,0.30503957324423825,unknown,source_lag,lagged,discount_amount_sum_rolling_90d_mean,low,fill_0,Generated candidate feature: discount_amount_sum_rolling_90d_mean,True,selected
estimated_cogs_sum_lag_1d,0.03,3102,float64,3102,3102,0.8330202131767744,0.8295972836219463,3102,0.8544017464935248,0.8533399179054859,unknown,source_lag,lagged,estimated_cogs_sum_lag_1d,low,fill_0,Generated candidate feature: estimated_cogs_sum_lag_1d,True,selected
