feature,view_type,nunique,missing_pct,Revenue_pair_count,Revenue_pearson,Revenue_spearman,COGS_pair_count,COGS_pearson,COGS_spearman,abs_spearman
item_quantity_sum_lag_1d,continuous,1460,0.03,3102,0.7887358191379358,0.7875226716971332,3102,0.8156387640783272,0.8190259991587296,0.7875226716971332
item_quantity_sum_lag_7d,continuous,1460,0.23,3096,0.3623913898749839,0.48557589009352103,3096,0.3666998392305933,0.5074214148501465,0.48557589009352103
item_quantity_sum_lag_14d,continuous,1459,0.45,3089,0.38350820318022,0.48757042616761637,3089,0.3867460891285367,0.5051399257928656,0.48757042616761637
item_quantity_sum_lag_28d,continuous,1457,0.9,3075,0.5262863540813586,0.565309959687866,3075,0.5288468321809058,0.5801088746963501,0.565309959687866
item_quantity_sum_lag_365d,continuous,1386,11.76,2738,0.7720599735845773,0.7625748783413948,2738,0.8073357844055038,0.7999701496015031,0.7625748783413948
item_quantity_sum_rolling_7d_mean,continuous,2692,0.03,3102,0.5837626662269776,0.61662291154076,3102,0.5991801130429143,0.6464205312853061,0.61662291154076
item_quantity_sum_rolling_28d_mean,continuous,2964,0.03,3102,0.5718329783665231,0.5982858767422139,3102,0.5736728966080621,0.6190249503934321,0.5982858767422139
item_quantity_sum_rolling_90d_mean,continuous,3052,0.03,3102,0.48745080183600914,0.5439273813854759,3102,0.5045538685619109,0.5683166060939159,0.5439273813854759
gross_item_revenue_sum_lag_1d,continuous,3102,0.03,3102,0.8624492410200305,0.8611090397027904,3102,0.838009630880474,0.8313467438768759,0.8611090397027904
gross_item_revenue_sum_lag_7d,continuous,3096,0.23,3096,0.4684809460503195,0.567740129504279,3096,0.4450590058312662,0.5428190971134174,0.567740129504279
gross_item_revenue_sum_lag_14d,continuous,3089,0.45,3089,0.46796790498582636,0.555829192236208,3089,0.45208816441361943,0.5450361193801325,0.555829192236208
gross_item_revenue_sum_lag_28d,continuous,3075,0.9,3075,0.5860349678201856,0.608382936195742,3075,0.5853798734257072,0.6230069100391161,0.608382936195742
gross_item_revenue_sum_lag_365d,continuous,2738,11.76,2738,0.7746150131615824,0.7651282218669067,2738,0.7920939277721414,0.7811253707955882,0.7651282218669067
gross_item_revenue_sum_rolling_7d_mean,continuous,3102,0.03,3102,0.6789250416100454,0.7133763627441155,3102,0.6495992756528952,0.6805090096694363,0.7133763627441155
gross_item_revenue_sum_rolling_28d_mean,continuous,3102,0.03,3102,0.6432615915006753,0.6827479779727956,3102,0.6169122062396333,0.6723325426141844,0.6827479779727956
gross_item_revenue_sum_rolling_90d_mean,continuous,3102,0.03,3102,0.5155028154675649,0.5610425988664524,3102,0.530759668017836,0.5916049365272019,0.5610425988664524
discount_amount_sum_lag_1d,continuous,1343,0.03,3102,0.16773365068639526,-0.01150967890026011,3102,0.27647244218061656,0.12115954902672313,0.01150967890026011
discount_amount_sum_lag_7d,continuous,1337,0.23,3096,-0.015255427333641046,-0.07550020829396147,3096,0.03693044142122656,0.01998798283758505,0.07550020829396147
discount_amount_sum_lag_14d,continuous,1330,0.45,3089,0.05455383856554694,-0.020251966499099643,3089,0.08487796340388254,0.03959223629512839,0.020251966499099643
discount_amount_sum_lag_28d,continuous,1316,0.9,3075,0.15555321514770692,0.0354862711191451,3075,0.13541899724574072,0.03620681159091263,0.0354862711191451
discount_amount_sum_lag_365d,continuous,1205,11.76,2738,0.16280790256217748,0.0356969697004763,2738,0.25874282979407703,0.10179555054877154,0.0356969697004763
discount_amount_sum_rolling_7d_mean,continuous,1572,0.03,3102,0.05210320499853053,-0.04873422250128491,3102,0.13819323722832877,0.06583844540732718,0.04873422250128491
discount_amount_sum_rolling_28d_mean,continuous,2187,0.03,3102,0.0801675343192397,0.002846649528576126,3102,0.12371244487049166,0.07291437002585416,0.002846649528576126
discount_amount_sum_rolling_90d_mean,continuous,1949,0.03,3102,0.2070808365391796,0.2609396136739467,3102,0.23560306940292022,0.30503957324423825,0.2609396136739467
estimated_cogs_sum_lag_1d,continuous,3102,0.03,3102,0.8330202131767744,0.8295972836219463,3102,0.8544017464935248,0.8533399179054859,0.8295972836219463
estimated_cogs_sum_lag_7d,continuous,3096,0.23,3096,0.4238994952265876,0.5338841606699776,3096,0.42810512501170195,0.5507393624112155,0.5338841606699776
estimated_cogs_sum_lag_14d,continuous,3089,0.45,3089,0.43812551138818934,0.5359112054117113,3089,0.4435395991724296,0.5526642740050273,0.5359112054117113
estimated_cogs_sum_lag_28d,continuous,3075,0.9,3075,0.5775349250539333,0.6036329371604537,3075,0.5850618210063678,0.6256020930880563,0.6036329371604537
estimated_cogs_sum_lag_365d,continuous,2738,11.76,2738,0.7934064025791816,0.7864967830747865,2738,0.8168178860385105,0.8074904919114547,0.7864967830747865
estimated_cogs_sum_rolling_7d_mean,continuous,3102,0.03,3102,0.6408371721788495,0.6762357682489897,3102,0.6533919599726942,0.6999607446745966,0.6762357682489897
estimated_cogs_sum_rolling_28d_mean,continuous,3102,0.03,3102,0.6200323895480425,0.6575746640136779,3102,0.6239590653748427,0.6795967213159393,0.6575746640136779
estimated_cogs_sum_rolling_90d_mean,continuous,3102,0.03,3102,0.49277567465979333,0.53871660183511,3102,0.5163326883757391,0.577942373382839,0.53871660183511
distinct_product_count_lag_1d,continuous,238,0.03,3102,0.8012486393462901,0.8129294008877427,3102,0.8222609156403493,0.8376626004992883,0.8129294008877427
distinct_product_count_lag_7d,continuous,238,0.23,3096,0.4595913153724561,0.5102181237853428,3096,0.46326454704890957,0.5265710659635797,0.5102181237853428
distinct_product_count_lag_14d,continuous,238,0.45,3089,0.45852373926609985,0.5141186657763885,3089,0.46196777563835173,0.5284424884230263,0.5141186657763885
distinct_product_count_lag_28d,continuous,238,0.9,3075,0.541855718825154,0.5879211018951831,3075,0.5426188991205078,0.6038951905831361,0.5879211018951831
distinct_product_count_lag_365d,continuous,226,11.76,2738,0.7744481636292977,0.7837322550481968,2738,0.80197500270465,0.811930565119834,0.7837322550481968
distinct_product_count_rolling_7d_mean,continuous,1033,0.03,3102,0.6438588576144167,0.6611494417733151,3102,0.6553546557090923,0.6841212836250784,0.6611494417733151
distinct_product_count_rolling_28d_mean,continuous,1976,0.03,3102,0.6011173899124027,0.6383770024841671,3102,0.6028197328888304,0.6561152048278236,0.6383770024841671
distinct_product_count_rolling_90d_mean,continuous,2628,0.03,3102,0.48506042757629464,0.5312124265731171,3102,0.5032735204592352,0.5647871616146725,0.5312124265731171
return_count_lag_1d,continuous,34,0.55,3086,0.41476937403690906,0.47024880740785135,3086,0.40858331338751686,0.48094405136092555,0.47024880740785135
return_count_lag_7d,continuous,34,0.74,3080,0.46078604236674636,0.49087017581904685,3080,0.4558435913460773,0.49938576026331155,0.49087017581904685
return_count_lag_14d,continuous,34,0.97,3073,0.45618851622842466,0.4614285043981025,3073,0.4533212020101485,0.46761534867927346,0.4614285043981025
return_count_lag_28d,continuous,34,1.42,3059,0.2803471651897493,0.34520799669499974,3059,0.2775651805592031,0.35191554081591975,0.34520799669499974
return_count_lag_365d,continuous,34,12.05,2729,0.3540213115714595,0.40222030787964325,2729,0.35101012890791217,0.4227026152213871,0.40222030787964325
return_count_rolling_7d_mean,continuous,182,0.26,3095,0.529310412640243,0.5695947857528615,3095,0.5233691206365264,0.5811606579513953,0.5695947857528615
return_count_rolling_28d_mean,continuous,614,0.26,3095,0.5214148334386269,0.5505675414408387,3095,0.5192101395494614,0.5588987038929021,0.5505675414408387
return_count_rolling_90d_mean,continuous,1403,0.26,3095,0.3706287012926408,0.43010690052142486,3095,0.4056052884892058,0.4660927208689359,0.43010690052142486
return_quantity_sum_lag_1d,continuous,96,0.55,3086,0.38856989883150955,0.44188331219050725,3086,0.3842476552196598,0.45425373151456416,0.44188331219050725
return_quantity_sum_lag_7d,continuous,96,0.74,3080,0.43185669050445424,0.46170220551881647,3080,0.428393281180337,0.4713625156085992,0.46170220551881647
return_quantity_sum_lag_14d,continuous,96,0.97,3073,0.42133306819207916,0.4294059363400054,3073,0.4203495666918361,0.43677967256079087,0.4294059363400054
return_quantity_sum_lag_28d,continuous,96,1.42,3059,0.2584338945533287,0.33073644831836124,3059,0.25578455034036335,0.33768588207773753,0.33073644831836124
return_quantity_sum_lag_365d,continuous,96,12.05,2729,0.3305122581891104,0.37985922307166925,2729,0.32738855644829895,0.3986225018276935,0.37985922307166925
return_quantity_sum_rolling_7d_mean,continuous,464,0.26,3095,0.516731027714608,0.5570166020910471,3095,0.5125753811254535,0.5707201636357419,0.5570166020910471
return_quantity_sum_rolling_28d_mean,continuous,1298,0.26,3095,0.5177990060291962,0.5462761292335107,3095,0.5165142006176108,0.5562693420093472,0.5462761292335107
return_quantity_sum_rolling_90d_mean,continuous,2168,0.26,3095,0.37627495725602617,0.43670077601530694,3095,0.4096529502697272,0.4718093582442443,0.43670077601530694
refund_amount_sum_lag_1d,continuous,3086,0.55,3086,0.3986470611272832,0.4397999736840037,3086,0.38224771065343816,0.4388454176262579,0.4397999736840037
refund_amount_sum_lag_7d,continuous,3080,0.74,3080,0.4333849705315452,0.45786842894690666,3080,0.4262299417490625,0.46460504357651633,0.45786842894690666
refund_amount_sum_lag_14d,continuous,3073,0.97,3073,0.41555740708409966,0.42043623130266944,3073,0.4164875721901102,0.43197741948468843,0.42043623130266944
refund_amount_sum_lag_28d,continuous,3059,1.42,3059,0.2635044711393647,0.316536792260744,3059,0.27111894985228274,0.3377815841911923,0.316536792260744
refund_amount_sum_lag_365d,continuous,2729,12.05,2729,0.32632111467591607,0.36840774268462534,2729,0.3228381190125724,0.3830345076618673,0.36840774268462534
refund_amount_sum_rolling_7d_mean,continuous,3094,0.26,3095,0.5621853873520399,0.5941027110101993,3095,0.5468455715065003,0.5988847467944118,0.5941027110101993
refund_amount_sum_rolling_28d_mean,continuous,3093,0.26,3095,0.5557528449763388,0.5812234835258059,3095,0.5565098023771466,0.5987992405568524,0.5812234835258059
refund_amount_sum_rolling_90d_mean,continuous,3094,0.26,3095,0.366978851616127,0.4053878597519696,3095,0.4071869268154058,0.4553020553519398,0.4053878597519696
stock_on_hand_sum_lag_1d,continuous,101,0.9,3075,-0.11258388192401789,-0.2240482263287069,3075,-0.10239908983977405,-0.21407361927625193,0.2240482263287069
stock_on_hand_sum_lag_7d,continuous,101,1.1,3069,-0.11616444537666316,-0.23179084877827733,3069,-0.10691871265974527,-0.2216139672728436,0.23179084877827733
stock_on_hand_sum_lag_14d,continuous,101,1.32,3062,-0.12114906961080915,-0.24232444896974642,3062,-0.11222495480498794,-0.23209113318737062,0.24232444896974642
stock_on_hand_sum_lag_28d,continuous,101,1.77,3048,-0.13546762774828863,-0.2655736527929575,3048,-0.12660959327072005,-0.25463095419649606,0.2655736527929575
stock_on_hand_sum_lag_365d,continuous,90,12.63,2711,-0.1850745560482513,-0.30232894074004735,2711,-0.19753280845971805,-0.3151284062442015,0.30232894074004735
stock_on_hand_sum_rolling_7d_mean,continuous,701,0.9,3075,-0.11749887577171228,-0.23175356654491458,3075,-0.10746758311730373,-0.22142274465092793,0.23175356654491458
stock_on_hand_sum_rolling_28d_mean,continuous,2799,0.9,3075,-0.12227272153225047,-0.24962380580430413,3075,-0.11186227957037723,-0.23805028281757887,0.24962380580430413
stock_on_hand_sum_rolling_90d_mean,continuous,3044,0.9,3075,-0.14301845041501512,-0.28556812106987656,3075,-0.13195758014502015,-0.27447437622181553,0.28556812106987656
units_sold_sum_lag_1d,continuous,99,0.9,3075,0.48527924381043036,0.5367955627190291,3075,0.48737139516105865,0.5479897555273187,0.5367955627190291
units_sold_sum_lag_7d,continuous,99,1.1,3069,0.4580918777965411,0.5107658661407196,3069,0.46112240352389494,0.522453622356374,0.5107658661407196
units_sold_sum_lag_14d,continuous,99,1.32,3062,0.43235298198175764,0.47849484107818013,3062,0.43678595989514346,0.49302336023959487,0.47849484107818013
units_sold_sum_lag_28d,continuous,99,1.77,3048,0.35604689178646337,0.4093897261271423,3048,0.3721464527703042,0.4352460704944041,0.4093897261271423
units_sold_sum_lag_365d,continuous,88,12.63,2711,0.45925311587795076,0.49690696857329253,2711,0.4593102578371429,0.5138482400936701,0.49690696857329253
units_sold_sum_rolling_7d_mean,continuous,696,0.9,3075,0.472151578282675,0.5268984273785127,3075,0.47464969653823713,0.5381765276295621,0.5268984273785127
units_sold_sum_rolling_28d_mean,continuous,2785,0.9,3075,0.44612223863876965,0.4898077319795998,3075,0.4532219361543206,0.5057394297037812,0.4898077319795998
units_sold_sum_rolling_90d_mean,continuous,3038,0.9,3075,0.2855547439390137,0.3525398574065211,3075,0.3265572369803939,0.3926808206052574,0.3525398574065211
stockout_days_sum_lag_1d,continuous,86,0.9,3075,0.3225119697971442,0.3706370577789397,3075,0.29491657817132055,0.3472237004281117,0.3706370577789397
stockout_days_sum_lag_7d,continuous,86,1.1,3069,0.30000418629835224,0.3492395711051784,3069,0.2740700484211042,0.32696005756001056,0.3492395711051784
stockout_days_sum_lag_14d,continuous,86,1.32,3062,0.2754169088569796,0.316067739853414,3062,0.2528579287155205,0.2990216503285327,0.316067739853414
stockout_days_sum_lag_28d,continuous,86,1.77,3048,0.20799318332052263,0.2500928928027759,3048,0.1954718643330628,0.24343953748049033,0.2500928928027759
stockout_days_sum_lag_365d,continuous,77,12.63,2711,0.23284384210809933,0.2643887275406645,2711,0.20167523083996763,0.2437868988442828,0.2643887275406645
stockout_days_sum_rolling_7d_mean,continuous,569,0.9,3075,0.31241703291309786,0.36318790072878543,3075,0.285438583481398,0.33905608596850045,0.36318790072878543
stockout_days_sum_rolling_28d_mean,continuous,2184,0.9,3075,0.29523553609520964,0.33674348585130887,3075,0.2734587846079697,0.31950515127002643,0.33674348585130887
stockout_days_sum_rolling_90d_mean,continuous,2735,0.9,3075,0.18611756725263967,0.24069752566567595,3075,0.21261539632409,0.2733718405569272,0.24069752566567595
fill_rate_mean_lag_1d,continuous,101,0.9,3075,-0.21965886704366475,-0.34349592551465835,3075,-0.18325589531420647,-0.3087760219555731,0.34349592551465835
fill_rate_mean_lag_7d,continuous,101,1.1,3069,-0.2101071642525464,-0.33592908049553766,3069,-0.17592467364743344,-0.3030548046931991,0.33592908049553766
fill_rate_mean_lag_14d,continuous,101,1.32,3062,-0.19832246648154528,-0.3156762563016995,3062,-0.167241480304408,-0.2888594600340276,0.3156762563016995
fill_rate_mean_lag_28d,continuous,101,1.77,3048,-0.16347896477541793,-0.27516683751842386,3048,-0.14009112119518033,-0.2596223186550842,0.27516683751842386
fill_rate_mean_lag_365d,continuous,90,12.63,2711,-0.1794538760749068,-0.2599917304831572,2711,-0.15642677330622098,-0.24314114841065707,0.2599917304831572
fill_rate_mean_rolling_7d_mean,continuous,701,0.9,3075,-0.21713397010263166,-0.3406486979430239,3075,-0.1813013648280924,-0.3050000863973319,0.3406486979430239
fill_rate_mean_rolling_28d_mean,continuous,2801,0.9,3075,-0.21443249278670892,-0.33283429575453644,3075,-0.1817737640895756,-0.30143972601684543,0.33283429575453644
fill_rate_mean_rolling_90d_mean,continuous,3045,0.9,3075,-0.1797290871310708,-0.2880512566226013,3075,-0.18445537842092022,-0.29926984430861336,0.2880512566226013
inventory_product_count_lag_1d,continuous,69,0.9,3075,0.2735875484537381,0.2991857293726253,3075,0.28183586227295515,0.3164237648605434,0.2991857293726253
inventory_product_count_lag_7d,continuous,69,1.1,3069,0.24189939938717342,0.2625980248383338,3069,0.2493764223776849,0.2798893683743374,0.2625980248383338
inventory_product_count_lag_14d,continuous,69,1.32,3062,0.20959336948471366,0.21587419506676564,3062,0.2185667369707963,0.23473885969685276,0.21587419506676564
inventory_product_count_lag_28d,continuous,69,1.77,3048,0.1280091724701978,0.11535030034126383,3048,0.14376346428005732,0.1422335295506751,0.11535030034126383
inventory_product_count_lag_365d,continuous,60,12.63,2711,0.144293312891044,0.14088215048460898,2711,0.11996213525828749,0.13665894065699952,0.14088215048460898
inventory_product_count_rolling_7d_mean,continuous,475,0.9,3075,0.2521589618298338,0.27729419066644917,3075,0.26042935156036795,0.29420269481643346,0.27729419066644917
inventory_product_count_rolling_28d_mean,continuous,1690,0.9,3075,0.20844930651234028,0.211947642799828,3075,0.22103970748822785,0.2328239843294449,0.211947642799828
inventory_product_count_rolling_90d_mean,continuous,2537,0.9,3075,0.03444254685201705,-0.01281061191807069,3075,0.07071632705817826,0.03630940101519978,0.01281061191807069
review_count_lag_1d,continuous,75,0.26,3095,0.5303099987872564,0.5573621236815441,3095,0.5291770146312871,0.5747357772508029,0.5573621236815441
review_count_lag_7d,continuous,75,0.45,3089,0.5126052556357878,0.5356197003003752,3089,0.5133809964760699,0.5503974525473468,0.5356197003003752
review_count_lag_14d,continuous,75,0.68,3082,0.47302699846512836,0.5065504679095847,3082,0.4760924944284024,0.5211126477642101,0.5065504679095847
review_count_lag_28d,continuous,75,1.13,3068,0.3994601607561688,0.45274346280540156,3068,0.41022613206299335,0.4733072066410745,0.45274346280540156
review_count_lag_365d,continuous,75,11.99,2731,0.4880866151188751,0.5109446830439713,2731,0.4840566197850218,0.5301572546895884,0.5109446830439713
review_count_rolling_7d_mean,continuous,395,0.23,3096,0.5532479984097713,0.5747916039545711,3096,0.5533352238528867,0.5919647617182651,0.5747916039545711
review_count_rolling_28d_mean,continuous,1221,0.23,3096,0.5101966085168392,0.5393670597935075,3096,0.5157757848172363,0.5583765150262557,0.5393670597935075
review_count_rolling_90d_mean,continuous,2080,0.23,3096,0.358177718427228,0.4282993217056322,3096,0.3974924232346225,0.4692495420793901,0.4282993217056322
rating_mean_lag_1d,continuous,810,0.26,3095,0.008728660661512216,0.008821341501996496,3095,0.00916409687940628,0.007279422183498399,0.008821341501996496
rating_mean_lag_7d,continuous,810,0.45,3089,0.009714056085906135,-0.0026243256185663195,3089,0.008044141614002256,-0.00024185250081628878,0.0026243256185663195
rating_mean_lag_14d,continuous,809,0.68,3082,0.016837391344219767,0.006656290420031921,3082,0.017694645364259038,0.007313298988346558,0.006656290420031921
rating_mean_lag_28d,continuous,809,1.13,3068,-0.005909233011748551,-0.002735770875770073,3068,-0.007372083493445644,-0.006903484096539546,0.002735770875770073
rating_mean_lag_365d,continuous,798,11.99,2731,0.017954162937311335,0.012184052910629429,2731,0.017028216422398657,0.013745571055561286,0.012184052910629429
rating_mean_rolling_7d_mean,continuous,3069,0.23,3096,0.00954246400959473,0.022334371079796193,3096,0.009006469912124724,0.023758150173137326,0.022334371079796193
rating_mean_rolling_28d_mean,continuous,3074,0.23,3096,0.02704435718493048,0.046805920691816896,3096,0.020237728165010255,0.05251558041507356,0.046805920691816896
rating_mean_rolling_90d_mean,continuous,3066,0.23,3096,0.01807233841072182,0.029181923674406144,3096,0.00859769086974928,0.0394197505395606,0.029181923674406144
low_rating_count_lag_1d,continuous,16,0.26,3095,0.3779898527192192,0.39378881815784406,3095,0.3754529406259457,0.406152686365741,0.39378881815784406
low_rating_count_lag_7d,continuous,16,0.45,3089,0.35492386263978104,0.3787216688111799,3089,0.35546119668330783,0.38827095751723617,0.3787216688111799
low_rating_count_lag_14d,continuous,16,0.68,3082,0.33443095161613856,0.3679986478652806,3082,0.33463100686292796,0.3778929695472333,0.3679986478652806
low_rating_count_lag_28d,continuous,16,1.13,3068,0.30223982887355844,0.3340737448172336,3068,0.31019959097136746,0.3491743182582836,0.3340737448172336
low_rating_count_lag_365d,continuous,16,11.99,2731,0.3388206296860471,0.3483529828636397,2731,0.33815327432419834,0.36067702750332,0.3483529828636397
low_rating_count_rolling_7d_mean,continuous,75,0.23,3096,0.5107143195732264,0.5361489296136491,3096,0.5092373367864909,0.5511322408041905,0.5361489296136491
low_rating_count_rolling_28d_mean,continuous,230,0.23,3096,0.5013756239637751,0.5348406297589923,3096,0.5045597813739316,0.5511338313383568,0.5348406297589923
low_rating_count_rolling_90d_mean,continuous,633,0.23,3096,0.3651039837892171,0.4339292629622598,3096,0.3992106971066501,0.47073790812605026,0.4339292629622598
new_customer_count_lag_1d,continuous,65,0.19,3097,-0.18337764282119084,-0.2392922007191842,3097,-0.17758922618419,-0.2281184203392394,0.2392922007191842
new_customer_count_lag_7d,continuous,65,0.39,3091,-0.1859596824487465,-0.24470256057430526,3091,-0.18063383487279636,-0.23430632211109223,0.24470256057430526
new_customer_count_lag_14d,continuous,65,0.61,3084,-0.18336578227565378,-0.23541489532037954,3084,-0.17989396715061978,-0.22654362427599278,0.23541489532037954
new_customer_count_lag_28d,continuous,65,1.06,3070,-0.1860083903824158,-0.24080564646893435,3070,-0.1830688245404179,-0.2320538675162162,0.24080564646893435
new_customer_count_lag_365d,continuous,58,11.92,2733,-0.22936520469371655,-0.2849073950038122,2733,-0.24138018646500917,-0.29892102374779783,0.2849073950038122
new_customer_count_rolling_7d_mean,continuous,369,0.03,3102,-0.19751112636487292,-0.2636181532020569,3102,-0.1903401039781249,-0.25186410679988835,0.2636181532020569
new_customer_count_rolling_28d_mean,continuous,1156,0.03,3102,-0.19703970957897937,-0.26791992033697004,3102,-0.19129472609253273,-0.2563776081073418,0.26791992033697004
new_customer_count_rolling_90d_mean,continuous,2017,0.03,3102,-0.20037663469154363,-0.27080268279947495,3102,-0.19454560176103716,-0.2597408215009324,0.27080268279947495
