feature_a,feature_b,abs_corr
order_status_shipped_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9584822903213539
COGS_rolling_90d_mean,order_status_shipped_count_rolling_90d_mean,0.9584822903043476
sessions_sum_rolling_7d_mean,sessions_sum_rolling_28d_mean,0.9583752192342468
item_quantity_sum_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9582087336216918
distinct_product_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9581571363307133
estimated_cogs_sum_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9581477267819682
COGS_rolling_90d_mean,distinct_product_count_rolling_90d_mean,0.9581477267657188
visitors_sum_rolling_7d_mean,visitors_sum_rolling_28d_mean,0.9579786240505644
stockout_days_sum_lag_14d,stockout_days_sum_rolling_28d_mean,0.9575542601916254
stock_on_hand_sum_rolling_90d_mean,new_customer_count_rolling_28d_mean,0.9573642513829691
order_status_delivered_count_rolling_90d_mean,review_count_rolling_28d_mean,0.9572403517315093
sessions_sum_rolling_28d_mean,visitors_sum_rolling_7d_mean,0.9571824189000239
order_count_rolling_90d_mean,review_count_rolling_28d_mean,0.9568490691488023
item_quantity_sum_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9567129672614545
order_status_cancelled_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9565085837504691
units_sold_sum_lag_7d,units_sold_sum_rolling_28d_mean,0.9564599857316213
customer_count_rolling_90d_mean,review_count_rolling_28d_mean,0.9564390194456519
year,stock_on_hand_sum_lag_365d,0.956367493397725
order_status_cancelled_count_rolling_90d_mean,gross_item_revenue_sum_rolling_90d_mean,0.9562572641354763
Revenue_rolling_90d_mean,order_status_cancelled_count_rolling_90d_mean,0.9562572641354762
item_quantity_sum_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9561556661937258
order_status_cancelled_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9559898290957611
units_sold_sum_rolling_7d_mean,review_count_rolling_28d_mean,0.9558444781184685
sessions_sum_rolling_7d_mean,page_views_sum_rolling_28d_mean,0.9557400930240219
Revenue_rolling_90d_mean,customer_count_rolling_90d_mean,0.9556446900303441
customer_count_rolling_90d_mean,gross_item_revenue_sum_rolling_90d_mean,0.9556446900303441
order_status_cancelled_count_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9556435437078019
COGS_rolling_90d_mean,refund_amount_sum_rolling_90d_mean,0.9554736232098722
estimated_cogs_sum_rolling_90d_mean,refund_amount_sum_rolling_90d_mean,0.9554736232014762
stock_on_hand_sum_lag_365d,new_customer_count_rolling_7d_mean,0.9554110954926794
sessions_sum_lag_14d,sessions_sum_rolling_28d_mean,0.9551881045698574
visitors_sum_lag_1d,visitors_sum_rolling_7d_mean,0.9551707049224197
visitors_sum_lag_7d,visitors_sum_rolling_7d_mean,0.9550735520398562
customer_count_lag_7d,distinct_product_count_lag_7d,0.9550505381751648
customer_count_lag_14d,distinct_product_count_lag_14d,0.9550469802029236
order_status_returned_count_rolling_28d_mean,estimated_cogs_sum_rolling_28d_mean,0.9550369019601052
COGS_rolling_28d_mean,order_status_returned_count_rolling_28d_mean,0.9550369019538621
order_status_delivered_count_rolling_90d_mean,gross_item_revenue_sum_rolling_90d_mean,0.9549842244102756
Revenue_rolling_90d_mean,order_status_delivered_count_rolling_90d_mean,0.9549842244102755
customer_count_lag_28d,distinct_product_count_lag_28d,0.9548944493312679
order_count_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9548753366573751
order_status_delivered_count_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9548670153958378
customer_count_lag_1d,distinct_product_count_lag_1d,0.9548506399319301
sessions_sum_lag_14d,visitors_sum_rolling_28d_mean,0.9548389422515317
visitors_sum_rolling_7d_mean,page_views_sum_rolling_28d_mean,0.954746222961366
order_count_rolling_90d_mean,gross_item_revenue_sum_rolling_90d_mean,0.9546789093070507
Revenue_rolling_90d_mean,order_count_rolling_90d_mean,0.9546789093070503
customer_count_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9545912712311172
distinct_product_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9545317385071583
sessions_sum_rolling_7d_mean,visitors_sum_lag_7d,0.9544719432993662
order_count_lag_7d,distinct_product_count_lag_7d,0.954324226644612
order_count_lag_14d,distinct_product_count_lag_14d,0.9543201758497245
order_count_lag_28d,distinct_product_count_lag_28d,0.9541698677189864
order_count_lag_1d,distinct_product_count_lag_1d,0.9541219857902421
order_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9540590106951875
order_status_paid_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9539984460077279
order_status_paid_count_rolling_90d_mean,review_count_rolling_90d_mean,0.95398692525314
return_count_rolling_28d_mean,review_count_rolling_7d_mean,0.9539816417930279
order_status_delivered_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9539598743172668
customer_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9538587759575101
item_quantity_sum_lag_14d,estimated_cogs_sum_lag_14d,0.9538465050459247
COGS_lag_14d,item_quantity_sum_lag_14d,0.9538465050316802
item_quantity_sum_lag_7d,estimated_cogs_sum_lag_7d,0.9538394209161445
COGS_lag_7d,item_quantity_sum_lag_7d,0.953839420901667
fill_rate_mean_lag_14d,fill_rate_mean_rolling_28d_mean,0.9538123001257027
item_quantity_sum_lag_1d,estimated_cogs_sum_lag_1d,0.953738132839219
COGS_lag_1d,item_quantity_sum_lag_1d,0.9537381328250039
order_status_cancelled_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9537258393795581
customer_count_lag_365d,distinct_product_count_lag_365d,0.9536212414238621
item_quantity_sum_lag_28d,estimated_cogs_sum_lag_28d,0.9535053742067926
COGS_lag_28d,item_quantity_sum_lag_28d,0.9535053741925412
order_status_cancelled_count_rolling_90d_mean,review_count_rolling_28d_mean,0.9533729906233793
stock_on_hand_sum_rolling_28d_mean,new_customer_count_rolling_90d_mean,0.9533277480722946
order_status_shipped_count_rolling_90d_mean,review_count_rolling_90d_mean,0.9531795656823275
stock_on_hand_sum_lag_28d,new_customer_count_rolling_90d_mean,0.953086510410659
order_status_paid_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9530816754436534
sessions_sum_rolling_7d_mean,visitors_sum_lag_1d,0.9529871889470942
order_count_lag_365d,distinct_product_count_lag_365d,0.9529287865460394
estimated_cogs_sum_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9528437374514396
COGS_rolling_7d_mean,distinct_product_count_rolling_7d_mean,0.9528437374453376
order_status_returned_count_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9524913594244729
return_count_rolling_28d_mean,units_sold_sum_rolling_7d_mean,0.9524895401665027
order_status_paid_count_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9524245955241787
COGS_rolling_90d_mean,order_status_paid_count_rolling_90d_mean,0.9524245955068787
order_status_shipped_count_rolling_90d_mean,review_count_rolling_28d_mean,0.952272706179831
order_status_delivered_count_lag_7d,distinct_product_count_lag_7d,0.9522583474336607
order_status_delivered_count_lag_14d,distinct_product_count_lag_14d,0.9522464741295589
order_count_rolling_28d_mean,order_status_created_count_rolling_28d_mean,0.952154104805618
customer_count_rolling_28d_mean,order_status_created_count_rolling_28d_mean,0.9521004280147984
order_status_delivered_count_lag_28d,distinct_product_count_lag_28d,0.9520761090490004
order_status_paid_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9520663870136057
order_status_delivered_count_lag_1d,distinct_product_count_lag_1d,0.952029220954727
order_status_cancelled_count_rolling_90d_mean,units_sold_sum_rolling_28d_mean,0.9520200615562605
sessions_sum_lag_14d,page_views_sum_rolling_28d_mean,0.9520179633727379
order_status_paid_count_rolling_28d_mean,order_status_shipped_count_rolling_28d_mean,0.9519346233515377
stock_on_hand_sum_rolling_28d_mean,new_customer_count_rolling_28d_mean,0.9517500503328201
order_status_paid_count_rolling_28d_mean,distinct_product_count_rolling_28d_mean,0.9515841562599734
return_quantity_sum_rolling_28d_mean,review_count_rolling_7d_mean,0.9515385323492062
stock_on_hand_sum_lag_28d,new_customer_count_rolling_28d_mean,0.9514521089403326
stock_on_hand_sum_lag_14d,new_customer_count_rolling_90d_mean,0.951133094248535
order_status_shipped_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9511046249387551
return_count_rolling_28d_mean,low_rating_count_rolling_28d_mean,0.9510873406231133
order_status_returned_count_rolling_90d_mean,low_rating_count_rolling_90d_mean,0.9509481207533196
order_status_shipped_count_rolling_90d_mean,return_count_rolling_90d_mean,0.9509099271142822
order_status_delivered_count_lag_365d,distinct_product_count_lag_365d,0.9505125851676942
return_quantity_sum_rolling_28d_mean,units_sold_sum_rolling_7d_mean,0.9505089894386045
item_quantity_sum_rolling_90d_mean,estimated_cogs_sum_rolling_90d_mean,0.9504077940702287
COGS_rolling_90d_mean,item_quantity_sum_rolling_90d_mean,0.9504077940529928
stock_on_hand_sum_rolling_7d_mean,new_customer_count_rolling_90d_mean,0.9503754091552452
stock_on_hand_sum_lag_7d,new_customer_count_rolling_90d_mean,0.9502369702154859
order_status_created_count_rolling_28d_mean,order_status_delivered_count_rolling_28d_mean,0.950115014855561
order_status_shipped_count_rolling_90d_mean,return_quantity_sum_rolling_90d_mean,0.9500037763293306
