feature,target,pearson,spearman
bounce_rate_mean_lag_7d,COGS,-0.020236524837154036,-0.02341998140411651
bounce_rate_mean_lag_14d,COGS,-0.02368253108280656,-0.029952277273111904
bounce_rate_mean_lag_28d,COGS,-0.01799984850574892,-0.016648509281287374
bounce_rate_mean_lag_365d,COGS,-0.03440903903413134,-0.039702920773233424
bounce_rate_mean_rolling_7d_mean,COGS,-0.018423564317823576,-0.03738363962458541
bounce_rate_mean_rolling_28d_mean,COGS,-0.1053009464489891,-0.12206327842545835
bounce_rate_mean_rolling_90d_mean,COGS,-0.12960127810334443,-0.1364619870779344
sessions_source_direct_lag_1d,COGS,0.022227942148816852,-0.008806341641646814
sessions_source_direct_lag_7d,COGS,0.038701949325816956,0.020497942281627803
sessions_source_direct_lag_14d,COGS,0.03549427133768084,0.006153958229481649
sessions_source_direct_lag_28d,COGS,0.021351393291896878,0.009937998640340222
sessions_source_direct_lag_365d,COGS,0.021980257007224998,-0.00497163315666284
sessions_source_direct_rolling_7d_mean,COGS,0.08694336476736489,0.05462698408442116
sessions_source_direct_rolling_28d_mean,COGS,0.12513819924398972,0.11171282546605284
sessions_source_direct_rolling_90d_mean,COGS,0.053388479440934763,0.08172948427621039
sessions_source_email_campaign_lag_1d,COGS,0.04830159198227713,0.025628864357304673
sessions_source_email_campaign_lag_7d,COGS,0.03195004646149178,-0.005950002255620033
sessions_source_email_campaign_lag_14d,COGS,0.041640334050548046,0.009669063456355084
sessions_source_email_campaign_lag_28d,COGS,0.051036712083612025,0.02486000940492765
sessions_source_email_campaign_lag_365d,COGS,0.04212232424868953,0.021250512389182522
sessions_source_email_campaign_rolling_7d_mean,COGS,0.10126416855402864,0.09631625522587206
sessions_source_email_campaign_rolling_28d_mean,COGS,0.17522024851772533,0.21103456268757037
sessions_source_email_campaign_rolling_90d_mean,COGS,0.11081511352202442,0.14845019830230094
sessions_source_organic_search_lag_1d,COGS,0.05164363018461397,0.018889316409960118
sessions_source_organic_search_lag_7d,COGS,0.04275015280461833,0.02039323904880636
sessions_source_organic_search_lag_14d,COGS,0.0628464693549687,0.034887611646870285
sessions_source_organic_search_lag_28d,COGS,0.02802877868935666,0.008492775353240369
sessions_source_organic_search_lag_365d,COGS,0.050443684380690045,0.022916476841433397
sessions_source_organic_search_rolling_7d_mean,COGS,0.13532965895086793,0.17034639952214178
sessions_source_organic_search_rolling_28d_mean,COGS,0.1800594691691,0.25359463817271527
sessions_source_organic_search_rolling_90d_mean,COGS,0.05804268562563902,0.13873539605948756
sessions_source_paid_search_lag_1d,COGS,0.06985460007533571,0.030953883951752734
sessions_source_paid_search_lag_7d,COGS,0.07225930384578212,0.03300533262651049
sessions_source_paid_search_lag_14d,COGS,0.037802120471428446,0.01341565126182402
sessions_source_paid_search_lag_28d,COGS,0.03902388916946942,0.01527229033077108
sessions_source_paid_search_lag_365d,COGS,0.06926839360087524,0.03751219896911566
sessions_source_paid_search_rolling_7d_mean,COGS,0.16197691144831658,0.18598056137128807
sessions_source_paid_search_rolling_28d_mean,COGS,0.244256559838748,0.27923010453396724
sessions_source_paid_search_rolling_90d_mean,COGS,0.17030293910874145,0.19417657244940612
sessions_source_referral_lag_1d,COGS,0.03435494992986709,0.014269948241204103
sessions_source_referral_lag_7d,COGS,0.0486244008359521,0.022338679170386736
sessions_source_referral_lag_14d,COGS,0.03656143726495689,0.006603355247551119
sessions_source_referral_lag_28d,COGS,0.02637181991696758,0.0005011938070864065
sessions_source_referral_lag_365d,COGS,0.015790289698109222,-0.015482470913063746
sessions_source_referral_rolling_7d_mean,COGS,0.10223319155298702,0.10246828235655661
sessions_source_referral_rolling_28d_mean,COGS,0.15861732216410956,0.17077787359914617
sessions_source_referral_rolling_90d_mean,COGS,0.10814509903942653,0.12546622040611827
sessions_source_social_media_lag_1d,COGS,0.07311261392936237,0.03206327710148133
sessions_source_social_media_lag_7d,COGS,0.062082720164396955,0.028307268355025374
sessions_source_social_media_lag_14d,COGS,0.05899911162984232,0.03475618900785895
sessions_source_social_media_lag_28d,COGS,0.057459488290561245,0.027743020741043168
sessions_source_social_media_lag_365d,COGS,0.07809046115264175,0.0401734626976588
sessions_source_social_media_rolling_7d_mean,COGS,0.15098598383735715,0.154143469817998
sessions_source_social_media_rolling_28d_mean,COGS,0.2312527950317491,0.2688918488770087
sessions_source_social_media_rolling_90d_mean,COGS,0.18018635168295472,0.2260430839811121
order_count_lag_1d,COGS,0.8402750896449165,0.8373574930231874
order_count_lag_7d,COGS,0.4303400508959392,0.5586208119653557
order_count_lag_14d,COGS,0.44693769761320884,0.5616627702421002
order_count_lag_28d,COGS,0.5723682258557437,0.6204846910595521
order_count_lag_365d,COGS,0.8237217039764227,0.8087983908157251
order_count_rolling_7d_mean,COGS,0.643222007860756,0.6820275242968975
order_count_rolling_28d_mean,COGS,0.612432393477403,0.6523560479143221
order_count_rolling_90d_mean,COGS,0.5345800334297592,0.5907162178066262
customer_count_lag_1d,COGS,0.8413126647098931,0.8382720628377057
customer_count_lag_7d,COGS,0.4320536771203753,0.5594363086287142
customer_count_lag_14d,COGS,0.44836127290969885,0.5626249410947896
customer_count_lag_28d,COGS,0.5734719980314943,0.6212207415582129
customer_count_lag_365d,COGS,0.8245442113951393,0.8097931050555816
customer_count_rolling_7d_mean,COGS,0.6445604517546091,0.6831593410255623
customer_count_rolling_28d_mean,COGS,0.6133775395522226,0.6534129172824886
customer_count_rolling_90d_mean,COGS,0.5346552253798946,0.5906834730025817
order_source_count_lag_1d,COGS,0.08481275773650093,0.11480594873287227
order_source_count_lag_7d,COGS,0.06159959979658182,0.08310029018390505
order_source_count_lag_14d,COGS,0.05146450270765403,0.06713066460946575
order_source_count_lag_28d,COGS,0.014963846557632795,0.04966738708214902
order_source_count_lag_365d,COGS,0.056015208888054696,0.07695807628764487
order_source_count_rolling_7d_mean,COGS,0.17688483208019737,0.23914557016232565
order_source_count_rolling_28d_mean,COGS,0.2263078984447532,0.303296436866575
order_source_count_rolling_90d_mean,COGS,0.19052645171895105,0.2318511702059766
order_status_cancelled_count_lag_1d,COGS,0.7913803113356855,0.7726675128401785
order_status_cancelled_count_lag_7d,COGS,0.4129182656974062,0.5040342278411085
order_status_cancelled_count_lag_14d,COGS,0.4279056472881801,0.5175361474561693
order_status_cancelled_count_lag_28d,COGS,0.539376213487527,0.5786008446600206
order_status_cancelled_count_lag_365d,COGS,0.7734062346599487,0.7466787609695167
order_status_cancelled_count_rolling_7d_mean,COGS,0.6392071182465724,0.6734826667552084
order_status_cancelled_count_rolling_28d_mean,COGS,0.6140625440453743,0.6553103990129686
order_status_cancelled_count_rolling_90d_mean,COGS,0.536166388465228,0.5949525779927348
order_status_created_count_lag_1d,COGS,0.5009803653964774,0.4437247596414519
order_status_created_count_lag_7d,COGS,0.20985232870482354,0.23870669816518197
order_status_created_count_lag_14d,COGS,0.23308717118241,0.26560447051510105
order_status_created_count_lag_28d,COGS,0.3330623062082085,0.3337406671618185
order_status_created_count_lag_365d,COGS,0.5215656884834883,0.4620541928566624
order_status_created_count_rolling_7d_mean,COGS,0.5007817721571312,0.5132640467830969
order_status_created_count_rolling_28d_mean,COGS,0.5222628003844366,0.57689210386018
order_status_created_count_rolling_90d_mean,COGS,0.4610071658309931,0.5219704497898666
order_status_delivered_count_lag_1d,COGS,0.8376024477493949,0.8325345912538831
order_status_delivered_count_lag_7d,COGS,0.42946610297349747,0.5570909049155278
order_status_delivered_count_lag_14d,COGS,0.44664968545960504,0.5605891402118935
order_status_delivered_count_lag_28d,COGS,0.5717851974251302,0.6178233138781914
order_status_delivered_count_lag_365d,COGS,0.8209162514815007,0.8043840578374098
order_status_delivered_count_rolling_7d_mean,COGS,0.6417220094152264,0.679350525374334
order_status_delivered_count_rolling_28d_mean,COGS,0.6108560386060206,0.6498114727696682
order_status_delivered_count_rolling_90d_mean,COGS,0.5338325426054203,0.5894398520948446
order_status_paid_count_lag_1d,COGS,0.6413793401757216,0.5928385275740259
order_status_paid_count_lag_7d,COGS,0.3171556767869413,0.36293745119840387
order_status_paid_count_lag_14d,COGS,0.31942563367441534,0.36635742319416387
order_status_paid_count_lag_28d,COGS,0.4123317575597224,0.4186404104056579
order_status_paid_count_lag_365d,COGS,0.6329255911641553,0.5787672362199863
order_status_paid_count_rolling_7d_mean,COGS,0.5980130715016626,0.6292821166884951
order_status_paid_count_rolling_28d_mean,COGS,0.5904541134805734,0.6456199674183554
order_status_paid_count_rolling_90d_mean,COGS,0.5165409381270253,0.5858329547821669
order_status_returned_count_lag_1d,COGS,0.7544703623527126,0.728352294918035
order_status_returned_count_lag_7d,COGS,0.39603860858540496,0.47907895096299263
order_status_returned_count_lag_14d,COGS,0.4033921742597258,0.47387986505521934
order_status_returned_count_lag_28d,COGS,0.5142616555952009,0.5346807190094656
order_status_returned_count_lag_365d,COGS,0.7501299183950719,0.7119214984960383
order_status_returned_count_rolling_7d_mean,COGS,0.6312101801989318,0.6659088607215808
order_status_returned_count_rolling_28d_mean,COGS,0.6041059572425903,0.6440636072811606
order_status_returned_count_rolling_90d_mean,COGS,0.524598920508598,0.578145242215864
order_status_shipped_count_lag_1d,COGS,0.6347483645866652,0.5734943350409406
order_status_shipped_count_lag_7d,COGS,0.298690637579786,0.3449459969085459
order_status_shipped_count_lag_14d,COGS,0.31422391772071173,0.3659214601550245
order_status_shipped_count_lag_28d,COGS,0.4216411743007835,0.43213792194647815
order_status_shipped_count_lag_365d,COGS,0.6216499117446955,0.5710767105223983
order_status_shipped_count_rolling_7d_mean,COGS,0.5921432254316603,0.6120185525206793
order_status_shipped_count_rolling_28d_mean,COGS,0.596192223987476,0.6431626815865277
order_status_shipped_count_rolling_90d_mean,COGS,0.5294883388551528,0.5895916479158437
item_quantity_sum_lag_1d,COGS,0.8195161309777084,0.8186607525283376
item_quantity_sum_lag_7d,COGS,0.40632507574452426,0.5411532033942057
item_quantity_sum_lag_14d,COGS,0.42824558303712973,0.5484771049422652
item_quantity_sum_lag_28d,COGS,0.5545947883290937,0.6067115657464976
item_quantity_sum_lag_365d,COGS,0.8119155117584268,0.7933426340331516
item_quantity_sum_rolling_7d_mean,COGS,0.6204035140075952,0.663595343790053
item_quantity_sum_rolling_28d_mean,COGS,0.5942859357997292,0.6353354672280574
item_quantity_sum_rolling_90d_mean,COGS,0.5295592464118105,0.587699710206767
gross_item_revenue_sum_lag_1d,COGS,0.8413407852976778,0.832489030569569
gross_item_revenue_sum_lag_7d,COGS,0.467314524226531,0.5604454580601159
gross_item_revenue_sum_lag_14d,COGS,0.48019809733470825,0.5735052784720109
gross_item_revenue_sum_lag_28d,COGS,0.6010581633422651,0.6404256800762349
gross_item_revenue_sum_lag_365d,COGS,0.8052575659483976,0.7940666622472263
gross_item_revenue_sum_rolling_7d_mean,COGS,0.6649418063650299,0.6944384968404795
gross_item_revenue_sum_rolling_28d_mean,COGS,0.6370397855577862,0.6911529461598169
gross_item_revenue_sum_rolling_90d_mean,COGS,0.5560734196764745,0.6129756555186257
discount_amount_sum_lag_1d,COGS,0.2868278408102932,0.11534230863304541
discount_amount_sum_lag_7d,COGS,0.049183843987743656,0.013075553512768914
discount_amount_sum_lag_14d,COGS,0.09265721370852856,0.027630194731497394
discount_amount_sum_lag_28d,COGS,0.13958572707059272,0.020984389069000756
discount_amount_sum_lag_365d,COGS,0.28055345129919423,0.10822252221037465
discount_amount_sum_rolling_7d_mean,COGS,0.15089090221586135,0.05834107469672723
discount_amount_sum_rolling_28d_mean,COGS,0.1361290489219736,0.06257733989296695
discount_amount_sum_rolling_90d_mean,COGS,0.27303203564592754,0.3559362882808626
estimated_cogs_sum_lag_1d,COGS,0.8565233803779334,0.8523629725286272
estimated_cogs_sum_lag_7d,COGS,0.44944022822739055,0.5645305121611959
estimated_cogs_sum_lag_14d,COGS,0.4697632306148923,0.5769562370743516
estimated_cogs_sum_lag_28d,COGS,0.5973307392685904,0.6371710835096696
estimated_cogs_sum_lag_365d,COGS,0.827716104605235,0.8153534001627679
estimated_cogs_sum_rolling_7d_mean,COGS,0.6681365267788272,0.7107756568688884
estimated_cogs_sum_rolling_28d_mean,COGS,0.6425810161434165,0.6956942425692901
estimated_cogs_sum_rolling_90d_mean,COGS,0.5413031558250565,0.5980891329766117
distinct_product_count_lag_1d,COGS,0.8231415748563425,0.83204709481871
distinct_product_count_lag_7d,COGS,0.49342337116283674,0.5524253203377533
distinct_product_count_lag_14d,COGS,0.49655998178242927,0.562595721475579
distinct_product_count_lag_28d,COGS,0.5681670995472078,0.6245561103815964
distinct_product_count_lag_365d,COGS,0.802429872964411,0.8054662654584885
distinct_product_count_rolling_7d_mean,COGS,0.6674573165985052,0.6905117349456985
distinct_product_count_rolling_28d_mean,COGS,0.6180797606749103,0.6616944416435246
distinct_product_count_rolling_90d_mean,COGS,0.5279451080001947,0.5833201214967778
return_count_lag_1d,COGS,0.4425079050401122,0.5078361810013822
return_count_lag_7d,COGS,0.48389151141770237,0.5235048792590518
return_count_lag_14d,COGS,0.4824935747831726,0.4954543961983755
return_count_lag_28d,COGS,0.3231845995645354,0.39313716717275043
return_count_lag_365d,COGS,0.4009739153387388,0.4681812879965132
return_count_rolling_7d_mean,COGS,0.5495756880551592,0.6029943221850128
return_count_rolling_28d_mean,COGS,0.5446734217798822,0.58046476340981
return_count_rolling_90d_mean,COGS,0.4440348529383887,0.49960898325759034
return_quantity_sum_lag_1d,COGS,0.41947837282744244,0.4845890438762386
return_quantity_sum_lag_7d,COGS,0.45702604324582075,0.4970357040969157
return_quantity_sum_lag_14d,COGS,0.4522443198765055,0.46906324008714395
return_quantity_sum_lag_28d,COGS,0.30201832152309666,0.37888558813322804
return_quantity_sum_lag_365d,COGS,0.37887638972516097,0.4462687382206714
return_quantity_sum_rolling_7d_mean,COGS,0.5393177055410218,0.5928015868858804
return_quantity_sum_rolling_28d_mean,COGS,0.5426079195125649,0.5784557931475017
return_quantity_sum_rolling_90d_mean,COGS,0.4477061065261288,0.5046866351104307
refund_amount_sum_lag_1d,COGS,0.3995693864943909,0.45335417669722966
refund_amount_sum_lag_7d,COGS,0.4378553235280047,0.4727312636241177
refund_amount_sum_lag_14d,COGS,0.4309962923465854,0.445164930492199
refund_amount_sum_lag_28d,COGS,0.2943807468787046,0.3533102097377219
refund_amount_sum_lag_365d,COGS,0.3577673065951682,0.41982689228904757
refund_amount_sum_rolling_7d_mean,COGS,0.566839564099809,0.615268316735286
refund_amount_sum_rolling_28d_mean,COGS,0.5788952768420982,0.618688157449201
refund_amount_sum_rolling_90d_mean,COGS,0.43913166676041826,0.4793281352587306
stock_on_hand_sum_lag_1d,COGS,-0.15428254063930694,-0.23754414497502918
stock_on_hand_sum_lag_7d,COGS,-0.15962798566444708,-0.2473790184404948
stock_on_hand_sum_lag_14d,COGS,-0.16620946675717999,-0.2631136335547178
stock_on_hand_sum_lag_28d,COGS,-0.18246901404413451,-0.29567004921552326
stock_on_hand_sum_lag_365d,COGS,-0.2581192519405871,-0.34084857813629105
stock_on_hand_sum_rolling_7d_mean,COGS,-0.15960400475196757,-0.2449748027806906
stock_on_hand_sum_rolling_28d_mean,COGS,-0.16630272143725933,-0.26794462335703967
stock_on_hand_sum_rolling_90d_mean,COGS,-0.19173361617128767,-0.3294019240485368
units_sold_sum_lag_1d,COGS,0.519552148025589,0.5773222140774047
units_sold_sum_lag_7d,COGS,0.4960565090678757,0.5566034708469633
units_sold_sum_lag_14d,COGS,0.47474496729861926,0.5312282931317939
units_sold_sum_lag_28d,COGS,0.41826674892072485,0.48123591929267345
units_sold_sum_lag_365d,COGS,0.4951513660893261,0.5442703539362816
units_sold_sum_rolling_7d_mean,COGS,0.507927710773169,0.5687533542112313
units_sold_sum_rolling_28d_mean,COGS,0.48834113144991115,0.5412381404121082
units_sold_sum_rolling_90d_mean,COGS,0.3787593635239164,0.4463425501683479
stockout_days_sum_lag_1d,COGS,0.33758768322104477,0.4077699236329891
stockout_days_sum_lag_7d,COGS,0.3177862931143891,0.38948224792813724
stockout_days_sum_lag_14d,COGS,0.29777782995478663,0.36308553724364073
stockout_days_sum_lag_28d,COGS,0.24529428492263516,0.3111636886180508
stockout_days_sum_lag_365d,COGS,0.28388685061359575,0.34445031998250325
stockout_days_sum_rolling_7d_mean,COGS,0.3290716313245148,0.3993749309458943
stockout_days_sum_rolling_28d_mean,COGS,0.3197632680955211,0.3800773745091945
stockout_days_sum_rolling_90d_mean,COGS,0.2613812519863173,0.31822686085304447
fill_rate_mean_lag_1d,COGS,-0.21046969490271838,-0.3183739893513788
fill_rate_mean_lag_7d,COGS,-0.20442664677699549,-0.3163240157434088
fill_rate_mean_lag_14d,COGS,-0.19696160224081394,-0.3053466827753712
fill_rate_mean_lag_28d,COGS,-0.17258883890713728,-0.28372351447677013
fill_rate_mean_lag_365d,COGS,-0.2286652913490898,-0.32745910428386404
fill_rate_mean_rolling_7d_mean,COGS,-0.2096397498064349,-0.3180083856760836
fill_rate_mean_rolling_28d_mean,COGS,-0.21411698039748336,-0.32427527513698995
fill_rate_mean_rolling_90d_mean,COGS,-0.2214546731553926,-0.33069270110762267
inventory_product_count_lag_1d,COGS,0.33628653440132483,0.3917406339198363
inventory_product_count_lag_7d,COGS,0.30691410314221684,0.36038066797741164
inventory_product_count_lag_14d,COGS,0.2795672733758153,0.3210821850465419
inventory_product_count_lag_28d,COGS,0.2148624334947125,0.24126011627177066
inventory_product_count_lag_365d,COGS,0.19989366221346125,0.2438007590760559
inventory_product_count_rolling_7d_mean,COGS,0.31813312717645414,0.3737032147848008
inventory_product_count_rolling_28d_mean,COGS,0.2870793524530337,0.3224057069848693
inventory_product_count_rolling_90d_mean,COGS,0.15274494185199977,0.14855260495600303
review_count_lag_1d,COGS,0.5523445374533872,0.5925953032514821
review_count_lag_7d,COGS,0.5359219180113952,0.5659952165470218
review_count_lag_14d,COGS,0.5040545666477968,0.5434003749157538
review_count_lag_28d,COGS,0.44918835706899735,0.5075095364671645
review_count_lag_365d,COGS,0.5155711531877918,0.5539935843309469
review_count_rolling_7d_mean,COGS,0.5733046762187934,0.6062768257043358
review_count_rolling_28d_mean,COGS,0.5400621159904767,0.5759004211807026
review_count_rolling_90d_mean,COGS,0.4372412681890971,0.4982492679443002
rating_mean_lag_1d,COGS,-0.0002277844224911776,-0.0023123793996461845
rating_mean_lag_7d,COGS,0.007003562586460758,1.792945001413113e-06
rating_mean_lag_14d,COGS,0.015486567074765138,0.010390383103330325
rating_mean_lag_28d,COGS,0.0007873944817596233,0.002338549854090358
rating_mean_lag_365d,COGS,0.009838409707450275,0.01048316662267428
rating_mean_rolling_7d_mean,COGS,-0.0008031025981221118,0.012667418579459997
rating_mean_rolling_28d_mean,COGS,0.029292075065328733,0.06038450265868998
rating_mean_rolling_90d_mean,COGS,0.026218458449008684,0.06492677228844276
low_rating_count_lag_1d,COGS,0.40836872544969566,0.43727008956462315
low_rating_count_lag_7d,COGS,0.3890073649267886,0.41930876203104533
low_rating_count_lag_14d,COGS,0.3687469876574579,0.4049944324784048
low_rating_count_lag_28d,COGS,0.34562306176908536,0.38109233196474196
low_rating_count_lag_365d,COGS,0.37980044658133244,0.40202595870395447
low_rating_count_rolling_7d_mean,COGS,0.5357707544068465,0.5745136284459543
low_rating_count_rolling_28d_mean,COGS,0.5296848492451381,0.5694993308207784
low_rating_count_rolling_90d_mean,COGS,0.43773275190993843,0.4991431483400131
new_customer_count_lag_1d,COGS,-0.2684309849695256,-0.32316613038083764
new_customer_count_lag_7d,COGS,-0.2701014992111968,-0.325082160972632
new_customer_count_lag_14d,COGS,-0.2673245012477323,-0.3166974538865799
new_customer_count_lag_28d,COGS,-0.2685723430272306,-0.3221003776266395
new_customer_count_lag_365d,COGS,-0.3135354173913997,-0.36763111287636846
new_customer_count_rolling_7d_mean,COGS,-0.2796800826421237,-0.3361191981245026
new_customer_count_rolling_28d_mean,COGS,-0.2799219435067225,-0.33734222902532496
new_customer_count_rolling_90d_mean,COGS,-0.2825349797381084,-0.3397227658315906
