feature_name,target,pearson_corr,spearman_corr,abs_pearson,abs_spearman
is_weekend,Revenue,-0.07143080513451001,-0.06075120536922662,0.07143080513451001,0.06075120536922662
daily_discount_amount_rolling_7d_mean,Revenue,0.06773151235332109,-0.05263456127460589,0.06773151235332109,0.05263456127460589
day_of_week,Revenue,-0.06703433766033974,-0.07352735597663583,0.06703433766033974,0.07352735597663583
daily_days_of_supply_mean_lag_7d,Revenue,-0.0638180550712709,-0.08387277872276679,0.0638180550712709,0.08387277872276679
avg_session_duration_sec_mean_rolling_28d_mean,Revenue,-0.06143253053515751,-0.08818822687407893,0.06143253053515751,0.08818822687407893
daily_stockout_days_sum_rolling_7d_mean,Revenue,-0.06014468700237306,-0.1408500892866729,0.06014468700237306,0.1408500892866729
order_source_count_rolling_7d_mean,Revenue,0.05090666439760819,0.2295788665314433,0.05090666439760819,0.2295788665314433
order_source_count_lag_1d,Revenue,0.049797492737904195,0.10796029799364967,0.049797492737904195,0.10796029799364967
daily_units_sold_sum_lag_7d,Revenue,0.04323023523297112,0.08282190916754141,0.04323023523297112,0.08282190916754141
daily_units_received_sum_lag_7d,Revenue,0.042653957676970056,0.08282235232660506,0.042653957676970056,0.08282235232660506
order_source_count_rolling_28d_mean,Revenue,0.0354895101033269,0.2956829199277683,0.0354895101033269,0.2956829199277683
order_source_count_lag_7d,Revenue,0.02990033965823229,0.0722154320591843,0.02990033965823229,0.0722154320591843
avg_session_duration_sec_mean_rolling_7d_mean,Revenue,-0.02480013194585151,-0.04517493233423006,0.02480013194585151,0.04517493233423006
avg_session_duration_sec_mean_lag_1d,Revenue,-0.02112812882468957,-0.015981276228371623,0.02112812882468957,0.015981276228371623
traffic_source_count_lag_7d,Revenue,0.02055126161923049,-0.010515758445759565,0.02055126161923049,0.010515758445759565
daily_fill_rate_mean_lag_7d,Revenue,-0.018734588595273775,-0.05346105659040437,0.018734588595273775,0.05346105659040437
avg_bounce_rate_lag_1d,Revenue,-0.016988887674781288,-0.01075677758593859,0.016988887674781288,0.01075677758593859
traffic_source_count_lag_1d,Revenue,0.015591436295843555,-0.017332153871777018,0.015591436295843555,0.017332153871777018
traffic_source_count_rolling_7d_mean,Revenue,0.015591436295843555,-0.017332153871777018,0.015591436295843555,0.017332153871777018
traffic_source_count_rolling_28d_mean,Revenue,0.015591436295843555,-0.017332153871777018,0.015591436295843555,0.017332153871777018
avg_bounce_rate_lag_7d,Revenue,-0.014229975135081584,-0.020323844492333255,0.014229975135081584,0.020323844492333255
avg_session_duration_sec_mean_lag_7d,Revenue,-0.00680104560973269,-0.012380617385942363,0.00680104560973269,0.012380617385942363
avg_bounce_rate_rolling_7d_mean,Revenue,-0.0037520067315646075,-0.019657022598456957,0.0037520067315646075,0.019657022598456957
daily_discount_amount_lag_7d,Revenue,-0.00024912780460889885,-0.0788418724771928,0.00024912780460889885,0.0788418724771928
