date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,sessions_rolling_7d,sessions_rolling_30d,sessions_rolling_90d
2015-08-02,25347,18517,89162,0.0034,101.9,25706.428571428572,25189.266666666666,28071.588888888888
2015-08-03,28461,21974,110496,0.00447,157.9,26271.85714285714,25333.366666666665,28071.933333333334
2015-08-04,26191,21319,119413,0.0047,232.5,26487.14285714286,25315.166666666668,28053.466666666667
2015-08-05,29226,21369,95035,0.00445,299.2,27243.0,25402.5,28111.18888888889
2015-08-06,24693,18406,96182,0.00357,116.8,26730.14285714286,25338.2,28061.555555555555
2015-08-07,26800,19332,117374,0.00455,287.7,26590.571428571428,25484.833333333332,28009.455555555556
2015-08-08,26294,19881,138084,0.00368,207.6,26716.0,25596.6,27981.01111111111
2015-08-09,23894,18799,78998,0.00461,173.7,26508.428571428572,25704.766666666666,27909.8
2015-08-10,28341,21424,125275,0.00435,283.0,26491.285714285714,25749.933333333334,27900.655555555557
2015-08-11,25098,17651,83606,0.00328,164.8,26335.14285714286,25807.6,27860.68888888889
2015-08-12,27210,19954,143071,0.00545,316.4,26047.14285714286,25881.733333333334,27895.68888888889
2015-08-13,23810,16914,125846,0.00524,233.1,25921.0,25833.133333333335,27851.533333333333
2015-08-14,27482,20412,94726,0.00378,149.4,26018.428571428572,25783.2,27877.277777777777
2015-08-15,24803,20079,101731,0.00565,298.7,25805.428571428572,25743.733333333334,27792.755555555555
2015-08-16,30678,21654,114864,0.00342,260.0,26774.571428571428,25978.966666666667,27842.744444444445
2015-08-17,25286,18149,127955,0.00353,244.6,26338.14285714286,26079.966666666667,27800.777777777777
2015-08-18,26259,18641,139980,0.00563,175.5,26504.0,26096.033333333333,27753.722222222223
2015-08-19,28515,20565,102526,0.00487,256.8,26690.428571428572,26332.333333333332,27747.644444444446
2015-08-20,26047,19340,94210,0.0042,245.5,27010.0,26320.2,27734.088888888888
2015-08-21,27624,20884,104074,0.00447,115.3,27030.285714285714,26392.533333333333,27705.766666666666
2015-08-22,28267,20186,105913,0.00386,291.8,27525.14285714286,26495.8,27717.133333333335
2015-08-23,26494,18687,102152,0.00358,195.3,26927.428571428572,26464.6,27688.244444444445
2015-08-24,26670,19153,98635,0.00409,201.0,27125.14285714286,26467.533333333333,27677.133333333335
2015-08-25,29244,22860,123604,0.00499,274.9,27551.571428571428,26577.733333333334,27708.722222222223
2015-08-26,24536,18480,127640,0.00569,196.1,26983.14285714286,26578.833333333332,27671.9
2015-08-27,26269,19468,91099,0.00459,113.8,27014.85714285714,26631.666666666668,27580.98888888889
2015-08-28,26954,19364,144057,0.00446,313.7,26919.14285714286,26732.3,27536.4
2015-08-29,28818,22955,158022,0.00377,282.4,26997.85714285714,26750.133333333335,27546.88888888889
2015-08-30,27508,20195,109859,0.00422,271.8,27142.714285714286,26741.166666666668,27526.777777777777
2015-08-31,27293,19240,139809,0.00483,216.6,27231.714285714286,26803.733333333334,27488.911111111112
2015-09-01,17480,13262,57096,0.00368,263.9,25551.14285714286,26541.5,27322.62222222222
2015-09-02,20702,16666,69558,0.00328,118.3,25003.428571428572,26282.866666666665,27232.71111111111
2015-09-03,19328,13739,62074,0.00364,230.8,24011.85714285714,26054.1,27131.21111111111
2015-09-04,21904,15874,107607,0.00385,101.7,23290.428571428572,25810.033333333333,26986.9
2015-09-05,19156,14479,82375,0.00548,314.9,21910.14285714286,25625.466666666667,26841.48888888889
2015-09-06,19448,15772,68250,0.0033,237.6,20758.714285714286,25380.4,26699.81111111111
2015-09-07,17684,14118,69916,0.00564,283.5,19386.0,25093.4,26588.222222222223
2015-09-08,19746,13838,93992,0.00498,132.1,19709.714285714286,24955.133333333335,26456.266666666666
2015-09-09,18587,13758,87916,0.00414,190.1,19407.571428571428,24630.0,26303.544444444444
2015-09-10,17610,13778,62257,0.00377,181.3,19162.14285714286,24380.4,26225.82222222222
2015-09-11,18890,15028,78439,0.0033,206.7,18731.571428571428,24103.066666666666,26089.51111111111
2015-09-12,15341,11807,51281,0.00518,277.5,18186.571428571428,23820.766666666666,25935.366666666665
2015-09-13,20180,15018,102993,0.00522,180.8,18291.14285714286,23577.366666666665,25800.844444444443
2015-09-14,19576,14212,86422,0.00348,191.2,18561.428571428572,23403.133333333335,25720.844444444443
2015-09-15,22012,16729,90723,0.00422,306.3,18885.14285714286,23114.266666666666,25572.411111111112
2015-09-16,19650,14065,86514,0.00321,258.3,19037.0,22926.4,25454.455555555556
2015-09-17,20086,14356,100816,0.00458,138.9,19390.714285714286,22720.633333333335,25279.911111111112
2015-09-18,17602,13602,88389,0.00519,305.5,19206.714285714286,22356.866666666665,25153.133333333335
2015-09-19,20896,15411,111247,0.00568,164.4,20000.285714285714,22185.166666666668,25001.222222222223
2015-09-20,18429,13587,76753,0.00346,271.9,19750.14285714286,21878.666666666668,24868.566666666666
2015-09-21,19819,16050,66316,0.00466,290.2,19784.85714285714,21597.066666666666,24701.866666666665
2015-09-22,19877,16252,63995,0.00436,103.3,19479.85714285714,21376.5,24618.28888888889
2015-09-23,17652,13079,71664,0.00387,318.0,19194.428571428572,21075.9,24463.044444444444
2015-09-24,20962,15512,82371,0.00424,137.4,19319.571428571428,20799.833333333332,24354.077777777777
2015-09-25,19659,15631,106872,0.00479,167.2,19613.428571428572,20637.266666666666,24241.38888888889
2015-09-26,21009,17168,108813,0.00407,179.5,19629.571428571428,20461.933333333334,24203.922222222223
2015-09-27,21844,16369,117349,0.00536,133.1,20117.428571428572,20291.6,24060.722222222223
2015-09-28,18337,14106,67729,0.00556,111.4,19905.714285714286,19942.233333333334,23896.666666666668
2015-09-29,19122,13426,94406,0.00501,221.6,19797.85714285714,19662.7,23880.222222222223
2015-09-30,17523,13440,57686,0.00509,284.6,19779.428571428572,19337.033333333333,23772.355555555554
2015-10-01,15491,12315,66956,0.00415,207.8,18997.85714285714,19270.733333333334,23667.166666666668
2015-10-02,15982,11755,61202,0.00443,145.3,18472.571428571428,19113.4,23576.544444444444
2015-10-03,15008,11370,68639,0.00362,168.3,17615.285714285714,18969.4,23446.222222222223
2015-10-04,16759,12375,73139,0.00327,180.2,16888.85714285714,18797.9,23336.81111111111
2015-10-05,14395,11749,68728,0.00386,233.3,16325.714285714286,18639.2,23200.955555555556
2015-10-06,15319,11322,72555,0.00457,148.8,15782.42857142857,18501.566666666666,23122.266666666666
2015-10-07,15755,12150,79517,0.00417,126.0,15529.857142857143,18437.266666666666,23042.422222222223
2015-10-08,16564,12299,67620,0.00364,234.3,15683.142857142857,18331.2,22997.033333333333
2015-10-09,16177,12022,57239,0.004,187.9,15711.0,18250.866666666665,22876.933333333334
2015-10-10,13914,10751,56445,0.00402,225.7,15554.714285714286,18127.666666666668,22771.88888888889
2015-10-11,15458,11617,62989,0.00495,105.9,15368.857142857143,18013.266666666666,22666.022222222222
2015-10-12,13664,10610,66043,0.00366,170.8,15264.42857142857,17957.366666666665,22537.088888888888
2015-10-13,15985,11660,56565,0.00385,159.9,15359.57142857143,17817.533333333333,22392.7
2015-10-14,16989,12008,81718,0.00565,204.6,15535.857142857143,17731.3,22292.722222222223
2015-10-15,16071,11596,79890,0.00558,250.1,15465.42857142857,17533.266666666666,22208.833333333332
2015-10-16,14652,10534,79371,0.00322,112.9,15247.57142857143,17366.666666666668,22124.344444444443
2015-10-17,17243,12612,76928,0.00373,301.8,15723.142857142857,17271.9,22029.522222222222
2015-10-18,16988,13378,69191,0.00326,297.0,15941.714285714286,17251.433333333334,21980.21111111111
2015-10-19,14648,10830,77608,0.00512,196.3,16082.285714285714,17043.166666666668,21849.51111111111
2015-10-20,15301,12493,60371,0.0043,204.7,15984.57142857143,16938.9,21736.7
2015-10-21,15121,11856,74851,0.0043,221.2,15717.714285714286,16782.3,21625.055555555555
2015-10-22,15219,10773,73159,0.00366,243.2,15596.0,16627.033333333333,21489.37777777778
2015-10-23,16428,11814,86432,0.00338,274.9,15849.714285714286,16586.233333333334,21376.555555555555
2015-10-24,15087,11501,52076,0.00532,204.3,15541.714285714286,16390.4,21255.98888888889
2015-10-25,17383,13762,79446,0.00531,198.3,15598.142857142857,16314.533333333333,21176.87777777778
2015-10-26,17645,14292,56926,0.00503,254.4,16026.285714285714,16202.4,21098.666666666668
2015-10-27,14318,11717,68167,0.00391,247.7,15885.857142857143,15951.533333333333,20991.81111111111
2015-10-28,15923,11322,78474,0.00414,318.6,16000.42857142857,15871.066666666668,20854.477777777778
2015-10-29,14579,11450,70402,0.00421,279.4,15909.0,15719.633333333333,20707.833333333332
2015-10-30,16283,12617,79766,0.00428,317.0,15888.285714285714,15678.3,20606.355555555554
2015-10-31,16765,12368,64584,0.00333,264.3,16128.0,15720.766666666666,20511.0
2015-11-01,12648,10110,61721,0.0043,226.0,15451.57142857143,15609.633333333333,20335.3
2015-11-02,12291,9842,59045,0.00511,119.3,14686.714285714286,15519.066666666668,20180.855555555554
2015-11-03,14430,11020,55418,0.00434,156.1,14702.714285714286,15441.433333333332,20016.455555555556
2015-11-04,12298,9471,52741,0.00379,280.0,14184.857142857143,15371.533333333333,19878.733333333334
2015-11-05,13451,9497,53142,0.00337,125.6,14023.714285714286,15309.266666666666,19730.411111111112
2015-11-06,14154,11094,47606,0.00363,271.6,13719.57142857143,15255.9,19595.522222222222
2015-11-07,13272,10281,62761,0.00549,213.8,13220.57142857143,15146.166666666666,19477.5
2015-11-08,12234,9118,61007,0.00563,142.0,13161.42857142857,15014.733333333334,19298.533333333333
2015-11-09,14367,11128,65336,0.00464,129.1,13458.0,15029.833333333334,19179.3
2015-11-10,14088,9978,68221,0.00543,265.4,13409.142857142857,14984.166666666666,19033.5
2015-11-11,13290,10715,59892,0.00372,267.8,13550.857142857143,14971.7,18916.61111111111
2015-11-12,13903,11236,61201,0.00525,265.5,13615.42857142857,14902.3,18765.733333333334
2015-11-13,14681,11365,65735,0.00548,291.3,13690.714285714286,14825.366666666667,18653.266666666666
2015-11-14,14789,10949,77847,0.00378,152.6,13907.42857142857,14782.633333333333,18476.722222222223
2015-11-15,12535,8911,64069,0.00569,192.7,13950.42857142857,14712.066666666668,18335.044444444444
2015-11-16,12803,10408,47243,0.00328,213.7,13727.0,14564.066666666668,18185.533333333333
2015-11-17,11316,8912,55403,0.0041,159.0,13331.0,14375.0,17994.433333333334
2015-11-18,14680,11931,52971,0.00396,172.7,13529.57142857143,14376.066666666668,17868.133333333335
2015-11-19,14557,10588,76901,0.00448,148.6,13623.0,14351.266666666666,17722.944444444445
2015-11-20,13750,10076,61102,0.00364,313.1,13490.0,14305.566666666668,17561.644444444446
2015-11-21,14699,11383,52048,0.00477,114.2,13477.142857142857,14288.233333333334,17430.588888888888
2015-11-22,14679,11250,71235,0.0042,300.4,13783.42857142857,14229.933333333332,17297.355555555554
2015-11-23,11714,8250,63229,0.00466,296.4,13627.857142857143,14117.5,17102.577777777777
2015-11-24,12523,9994,60988,0.00432,110.0,13800.285714285714,13955.5,16969.1
2015-11-25,12747,9371,64179,0.00438,284.6,13524.142857142857,13792.233333333334,16818.855555555554
2015-11-26,12460,9654,42889,0.00506,298.6,13224.57142857143,13730.3,16657.81111111111
2015-11-27,12408,9099,58532,0.00324,296.5,13032.857142857143,13613.133333333333,16475.477777777778
2015-11-28,14692,11241,73086,0.00387,125.4,13031.857142857143,13616.9,16333.077777777778
2015-11-29,14441,11536,75285,0.00434,139.2,12997.857142857143,13555.5,16190.277777777777
2015-11-30,12771,9548,63965,0.00351,313.2,13148.857142857143,13422.366666666667,16137.955555555556
2015-12-01,13668,10021,61441,0.00504,104.1,13312.42857142857,13456.366666666667,16059.8
2015-12-02,14048,10903,54556,0.00522,305.8,13498.285714285714,13514.933333333332,16001.133333333333
2015-12-03,15464,11963,51678,0.00531,318.5,13927.42857142857,13549.4,15929.577777777778
2015-12-04,13738,10323,50602,0.00443,204.8,14117.42857142857,13597.4,15869.377777777778
2015-12-05,14548,10998,63227,0.00394,236.1,14096.857142857143,13633.966666666667,15814.933333333332
2015-12-06,13375,10438,68771,0.00531,231.9,13944.57142857143,13608.0,15767.055555555555
2015-12-07,14667,11431,68419,0.00517,281.9,14215.42857142857,13654.5,15710.622222222222
2015-12-08,15215,11241,69929,0.00354,227.8,14436.42857142857,13753.866666666667,15673.155555555555
2015-12-09,16326,12045,69015,0.00545,269.1,14761.857142857143,13819.166666666666,15658.888888888889
2015-12-10,13711,11067,50285,0.00326,244.5,14511.42857142857,13806.6,15601.344444444445
2015-12-11,15391,11318,67959,0.00357,177.7,14747.57142857143,13876.633333333333,15601.9
2015-12-12,15008,11400,58168,0.00565,270.1,14813.285714285714,13913.466666666667,15544.433333333332
2015-12-13,14700,10463,68140,0.00367,102.5,15002.57142857143,13914.1,15490.255555555555
2015-12-14,12967,10202,49267,0.00499,217.9,14759.714285714286,13853.366666666667,15389.755555555555
2015-12-15,16132,13098,70312,0.00531,151.0,14890.714285714286,13973.266666666666,15350.666666666666
2015-12-16,13212,9707,43582,0.00465,122.7,14445.857142857143,13986.9,15274.288888888888
2015-12-17,15145,12005,79733,0.0047,109.1,14650.714285714286,14114.533333333333,15246.988888888889
2015-12-18,14745,11612,50065,0.00383,270.4,14558.42857142857,14116.7,15178.644444444444
2015-12-19,16727,11842,75482,0.00349,151.1,14804.0,14189.033333333333,15159.733333333334
2015-12-20,15075,12232,52971,0.00382,136.8,14857.57142857143,14233.2,15107.022222222222
2015-12-21,15716,12497,71525,0.00505,230.1,15250.285714285714,14267.1,15060.788888888888
2015-12-22,13743,11031,72308,0.00512,275.6,14909.0,14235.9,15017.355555555556
2015-12-23,14154,10824,63423,0.00538,286.7,15043.57142857143,14317.233333333334,14941.711111111112
2015-12-24,14389,11654,63948,0.00408,166.1,14935.57142857143,14379.433333333332,14883.155555555555
2015-12-25,16343,12402,55203,0.00376,119.6,15163.857142857143,14499.3,14831.31111111111
2015-12-26,14081,10396,48105,0.00558,119.1,14785.857142857143,14553.333333333334,14745.055555555555
2015-12-27,16176,13022,57718,0.00532,125.2,14943.142857142857,14678.933333333332,14721.044444444444
2015-12-28,14045,10009,69532,0.00339,180.1,14704.42857142857,14657.366666666667,14664.633333333333
2015-12-29,16001,12904,61587,0.00421,125.4,15027.0,14709.366666666667,14647.722222222223
2015-12-30,15819,12433,69094,0.00425,199.2,15264.857142857143,14810.966666666667,14651.366666666667
2015-12-31,15303,11679,75173,0.00347,257.3,15395.42857142857,14865.466666666667,14643.822222222223
2016-01-01,11641,8712,37634,0.00559,267.3,14723.714285714286,14785.233333333334,14606.41111111111
2016-01-02,10947,8044,55830,0.00365,221.4,14276.0,14634.666666666666,14541.833333333334
2016-01-03,13218,9831,64885,0.00565,208.5,13853.42857142857,14617.333333333334,14528.755555555555
2016-01-04,12375,9643,63066,0.00517,275.2,13614.857142857143,14544.9,14496.044444444444
2016-01-05,11134,8762,40671,0.0044,203.1,12919.57142857143,14470.2,14444.7
2016-01-06,12757,10309,67093,0.00373,138.2,12482.142857142857,14406.533333333333,14402.4
2016-01-07,11373,8618,59432,0.00412,312.2,11920.714285714286,14278.466666666667,14349.022222222222
2016-01-08,9490,7221,37150,0.00395,172.4,11613.42857142857,14050.6,14299.866666666667
2016-01-09,13256,9596,46353,0.00436,277.3,11943.285714285714,14035.433333333332,14275.4
2016-01-10,13236,9859,64108,0.00484,105.5,11945.857142857143,13963.6,14270.644444444444
2016-01-11,12641,9828,60451,0.00336,167.7,11983.857142857143,13884.7,14233.488888888889
2016-01-12,11876,9485,56311,0.00546,305.4,12089.857142857143,13790.566666666668,14176.677777777777
2016-01-13,10067,8114,39608,0.00357,206.5,11705.57142857143,13693.9,14109.966666666667
2016-01-14,13932,10319,69298,0.00395,271.2,12071.142857142857,13620.566666666668,14101.966666666667
2016-01-15,12653,10155,55447,0.00452,290.1,12523.0,13601.933333333332,14050.966666666667
2016-01-16,11445,8556,46538,0.0035,136.4,12264.285714285714,13478.6,13989.377777777778
2016-01-17,10008,7752,45333,0.00414,250.9,11803.142857142857,13320.7,13937.822222222223
2016-01-18,11770,9405,46667,0.00419,228.5,11678.714285714286,13155.466666666667,13898.58888888889
2016-01-19,10942,8319,56962,0.00515,115.0,11545.285714285714,13017.7,13852.155555555555
2016-01-20,12385,10034,39639,0.00577,222.4,11876.42857142857,12906.666666666666,13820.666666666666
2016-01-21,11496,8327,61265,0.00467,291.0,11528.42857142857,12831.766666666666,13765.866666666667
2016-01-22,12866,9035,48203,0.00503,314.7,11558.857142857143,12788.833333333334,13741.18888888889
2016-01-23,12386,9914,44551,0.00549,255.5,11693.285714285714,12722.066666666668,13685.666666666666
2016-01-24,12224,8763,54172,0.00539,283.0,12009.857142857143,12584.766666666666,13625.433333333332
2016-01-25,11670,8461,60857,0.00335,228.3,11995.57142857143,12504.4,13596.011111111111
2016-01-26,13357,9544,51883,0.00481,139.3,12340.57142857143,12410.433333333332,13567.5
2016-01-27,10112,7300,44184,0.00529,198.3,12015.857142857143,12279.333333333334,13517.866666666667
2016-01-28,14033,10718,57073,0.00445,112.5,12378.285714285714,12213.733333333334,13492.866666666667
2016-01-29,10947,8155,50993,0.00328,162.5,12104.142857142857,12051.333333333334,13428.222222222223
2016-01-30,12513,9653,65920,0.00502,134.5,12122.285714285714,11958.333333333334,13426.722222222223
2016-01-31,11419,8209,38946,0.00334,254.7,12007.285714285714,11950.933333333332,13417.033333333333
2016-02-01,17175,13626,59868,0.00533,148.7,12793.714285714286,12158.533333333333,13447.533333333333
2016-02-02,16623,12204,75261,0.00563,256.7,13260.285714285714,12272.033333333333,13495.58888888889
2016-02-03,19714,15698,104335,0.00518,101.6,14632.0,12516.666666666666,13565.177777777777
2016-02-04,16103,12176,52113,0.00366,107.6,14927.714285714286,12682.3,13586.833333333334
2016-02-05,15709,11623,76250,0.00345,250.3,15608.0,12780.7,13613.91111111111
2016-02-06,16126,12565,85675,0.00579,256.9,16124.142857142857,12939.133333333333,13657.155555555555
2016-02-07,18608,13602,83077,0.004,149.2,17151.14285714286,13243.066666666668,13704.277777777777
2016-02-08,18097,13313,61310,0.0056,214.6,17282.85714285714,13404.433333333332,13748.822222222223
2016-02-09,17145,12244,68554,0.0039,127.1,17357.428571428572,13534.733333333334,13791.655555555555
2016-02-10,19010,14622,63376,0.00352,204.7,17256.85714285714,13747.033333333333,13848.4
2016-02-11,20506,16732,86480,0.00528,256.6,17885.85714285714,14034.7,13913.122222222222
2016-02-12,18330,14596,70795,0.00504,129.6,18260.285714285714,14310.133333333333,13952.466666666667
2016-02-13,18473,14163,100174,0.00571,284.5,18595.571428571428,14461.5,14018.444444444445
2016-02-14,19163,14357,70990,0.0046,161.3,18674.85714285714,14678.5,14089.111111111111
2016-02-15,18698,13210,67308,0.00477,268.1,18760.714285714286,14920.266666666666,14171.133333333333
2016-02-16,15627,11931,55669,0.00399,108.7,18543.85714285714,15107.566666666668,14181.655555555555
2016-02-17,17990,14392,66105,0.00339,200.0,18398.14285714286,15314.9,14219.8
2016-02-18,20773,14775,93178,0.00411,196.6,18436.285714285714,15642.6,14297.833333333334
2016-02-19,15561,11243,83645,0.00573,298.3,18040.714285714286,15748.466666666667,14307.41111111111
2016-02-20,18344,13061,94030,0.00566,313.8,18022.285714285714,15976.733333333334,14348.133333333333
2016-02-21,18371,14438,70445,0.00551,114.8,17909.14285714286,16160.233333333334,14422.1
2016-02-22,16624,13434,54941,0.00327,239.1,17612.85714285714,16301.5,14467.666666666666
2016-02-23,19443,15525,65423,0.00337,124.0,18158.0,16542.133333333335,14542.066666666668
2016-02-24,18131,12967,69981,0.00402,126.9,18178.14285714286,16757.5,14605.077777777778
2016-02-25,17420,12431,72925,0.00338,140.0,17699.14285714286,16892.933333333334,14660.766666666666
2016-02-26,18006,13934,57841,0.00469,124.5,18048.428571428572,17156.066666666666,14697.58888888889
2016-02-27,15907,11168,82608,0.0043,205.6,17700.285714285714,17218.533333333333,14713.877777777778
2016-02-28,18438,14716,67837,0.0041,105.0,17709.85714285714,17468.233333333334,14776.844444444445
2016-02-29,18504,14317,93760,0.0044,292.7,17978.428571428572,17667.933333333334,14830.577777777778
2016-03-01,26992,21032,117947,0.00482,270.4,19056.85714285714,18187.033333333333,14974.4
2016-03-02,24782,17548,132132,0.0055,182.5,20007.0,18440.6,15077.933333333332
2016-03-03,27680,22122,121091,0.00483,273.8,21472.714285714286,18809.166666666668,15232.844444444445
2016-03-04,26344,19353,103165,0.00447,270.7,22663.85714285714,19030.166666666668,15363.91111111111
2016-03-05,21768,17084,106947,0.00372,112.5,23501.14285714286,19219.0,15457.166666666666
2016-03-06,23121,17009,111366,0.00463,232.7,24170.14285714286,19466.066666666666,15551.1
2016-03-07,26576,20232,93060,0.00473,295.5,25323.285714285714,19814.4,15677.333333333334
2016-03-08,23750,17459,117371,0.00481,222.5,24860.14285714286,19985.8,15759.822222222223
2016-03-09,30824,25068,141783,0.00575,279.8,25723.285714285714,20410.033333333333,15949.966666666667
2016-03-10,25094,17925,130477,0.00511,232.2,25353.85714285714,20675.0,16057.777777777777
2016-03-11,24168,16941,81811,0.00549,162.8,25043.0,20846.933333333334,16159.555555555555
2016-03-12,24644,18973,135320,0.00421,144.1,25453.85714285714,20984.866666666665,16270.044444444444
2016-03-13,23591,18027,78079,0.00357,237.1,25521.0,21160.233333333334,16388.088888888888
2016-03-14,23186,16474,101909,0.00531,174.9,25036.714285714286,21317.333333333332,16466.466666666667
2016-03-15,26245,21094,107523,0.00418,255.1,25393.14285714286,21553.4,16611.277777777777
2016-03-16,24017,19505,100833,0.00475,190.9,24420.714285714286,21730.7,16709.855555555554
2016-03-17,22714,18358,80292,0.00438,164.9,24080.714285714286,21966.933333333334,16798.4
2016-03-18,24107,18877,100707,0.00376,104.3,24072.0,22170.833333333332,16880.4
2016-03-19,25702,18697,102180,0.00439,139.3,24223.14285714286,22335.133333333335,16998.477777777778
2016-03-20,22946,18176,88612,0.00361,118.7,24131.0,22581.3,17078.81111111111
2016-03-21,25412,19709,130203,0.00536,186.6,24449.0,22816.9,17208.466666666667
2016-03-22,26309,21458,121633,0.00536,192.7,24458.14285714286,23081.5,17343.522222222222
2016-03-23,25486,18934,101106,0.00402,276.8,24668.0,23376.9,17466.82222222222
2016-03-24,27354,21211,133470,0.00414,228.7,25330.85714285714,23640.6,17589.166666666668
2016-03-25,25460,18987,117893,0.00387,194.2,25524.14285714286,23884.9,17715.6
2016-03-26,19929,14574,107576,0.00377,160.5,24699.428571428572,23968.533333333333,17757.3
2016-03-27,27557,22581,93947,0.00335,131.6,25358.14285714286,24286.9,17907.433333333334
2016-03-28,22971,18817,123376,0.00333,241.8,25009.428571428572,24522.366666666665,17984.87777777778
2016-03-29,24782,19479,88649,0.00353,275.0,24791.285714285714,24733.833333333332,18084.466666666667
2016-03-30,28423,22198,105676,0.00348,255.8,25210.85714285714,25064.466666666667,18230.244444444445
2016-03-31,27301,21181,141142,0.0056,102.6,25203.285714285714,25074.766666666666,18404.244444444445
2016-04-01,35280,26110,148298,0.00392,268.9,26606.14285714286,25424.7,18674.61111111111
2016-04-02,31285,24462,135264,0.00506,299.5,28228.428571428572,25544.866666666665,18875.355555555554
2016-04-03,39853,32209,171112,0.00504,189.2,29985.0,25995.166666666668,19180.666666666668
2016-04-04,31700,22496,119980,0.00468,141.6,31232.0,26326.233333333334,19409.17777777778
2016-04-05,33961,24714,144993,0.00473,148.9,32543.285714285714,26687.566666666666,19644.777777777777
2016-04-06,34563,26040,176971,0.00379,288.0,33420.42857142857,26953.8,19902.444444444445
2016-04-07,32223,24109,136308,0.00328,257.6,34123.57142857143,27236.233333333334,20155.033333333333
2016-04-08,40960,32614,222237,0.00455,144.5,34935.0,27574.1,20462.855555555554
2016-04-09,32292,26311,117217,0.0036,180.3,35078.857142857145,27814.033333333333,20674.588888888888
2016-04-10,29930,22120,132581,0.00364,283.9,33661.28571428572,28006.1,20866.68888888889
2016-04-11,31917,24194,128608,0.00568,319.0,33692.28571428572,28248.533333333333,21089.366666666665
2016-04-12,37526,28901,149781,0.00539,157.9,34201.57142857143,28713.033333333333,21394.466666666667
2016-04-13,38617,28257,149786,0.00459,272.3,34780.71428571428,29227.4,21668.744444444445
2016-04-14,33689,26400,108173,0.00396,171.0,34990.142857142855,29475.533333333333,21902.477777777778
2016-04-15,36113,27136,163008,0.00329,279.8,34297.71428571428,29878.733333333334,22176.566666666666
2016-04-16,32898,24775,137463,0.00512,194.7,34384.28571428572,30218.2,22430.9
2016-04-17,39389,30190,150023,0.004,160.0,35735.57142857143,30727.6,22737.777777777777
2016-04-18,33200,25788,142946,0.00395,271.6,35918.857142857145,30977.533333333333,22985.088888888888
2016-04-19,25488,19049,127287,0.00566,100.2,34199.142857142855,31062.266666666666,23130.67777777778
2016-04-20,35982,28963,152100,0.00388,227.7,33822.71428571428,31414.6,23402.744444444445
2016-04-21,33532,25443,151168,0.00393,107.6,33800.28571428572,31655.366666666665,23632.366666666665
2016-04-22,35570,25756,137754,0.00337,182.7,33722.71428571428,31991.5,23889.966666666667
2016-04-23,28997,21502,106569,0.00511,264.2,33165.42857142857,32046.266666666666,24076.333333333332
2016-04-24,34414,25043,161566,0.00572,105.1,32454.714285714286,32344.733333333334,24329.044444444444
2016-04-25,31532,22488,150805,0.00569,268.7,32216.428571428572,32731.5,24530.98888888889
2016-04-26,29524,23522,148307,0.0055,164.1,32793.0,32797.066666666666,24746.67777777778
2016-04-27,33081,25297,181029,0.00524,196.6,32378.571428571428,33134.066666666666,24958.32222222222
2016-04-28,34354,25822,179278,0.00337,246.1,32496.0,33453.13333333333,25218.4
2016-04-29,30530,24073,132543,0.00425,177.8,31776.0,33523.36666666667,25418.588888888888
2016-04-30,35212,27908,135944,0.00511,280.7,32663.85714285714,33787.066666666666,25682.955555555556
2016-05-01,34863,28526,139903,0.00563,161.1,32728.0,33773.166666666664,25879.48888888889
2016-05-02,28519,20889,102461,0.00452,222.0,32297.571428571428,33680.96666666667,26011.666666666668
2016-05-03,34982,28060,139084,0.00329,242.0,33077.28571428572,33518.6,26181.31111111111
2016-05-04,35348,28169,166330,0.00548,147.9,33401.142857142855,33640.2,26395.144444444446
2016-05-05,29771,24087,113984,0.00327,299.8,32746.428571428572,33500.53333333333,26551.38888888889
2016-05-06,27614,21353,147246,0.00508,190.0,32329.85714285714,33268.9,26679.033333333333
2016-05-07,39792,30635,144054,0.00524,134.9,32984.142857142855,33521.2,26914.411111111112
2016-05-08,28966,22933,103613,0.0054,317.6,32141.714285714286,33121.4,27035.17777777778
2016-05-09,28369,21061,128664,0.00412,235.2,32120.285714285714,32990.63333333333,27159.88888888889
2016-05-10,31941,25837,121960,0.00431,287.4,31685.85714285714,33057.666666666664,27303.566666666666
2016-05-11,29147,20594,106696,0.00349,101.1,30800.0,32965.333333333336,27399.577777777777
2016-05-12,32448,26326,125722,0.00432,316.3,31182.428571428572,32796.066666666666,27556.444444444445
2016-05-13,33242,25095,165737,0.00442,211.1,31986.428571428572,32616.9,27720.544444444444
2016-05-14,32697,24039,176295,0.00335,123.0,30972.85714285714,32583.833333333332,27870.922222222223
2016-05-15,30664,21972,147428,0.00328,154.8,31215.428571428572,32402.2,28003.87777777778
2016-05-16,30307,23701,132156,0.00545,292.6,31492.285714285714,32315.833333333332,28166.98888888889
2016-05-17,34353,25229,131140,0.00557,187.9,31836.85714285714,32147.966666666667,28348.8
2016-05-18,30584,21640,126637,0.00426,279.5,32042.14285714286,32060.766666666666,28457.81111111111
2016-05-19,32056,25670,117450,0.00405,127.4,31986.14285714286,32279.7,28641.088888888888
2016-05-20,26494,18959,102959,0.0039,189.2,31022.14285714286,31963.433333333334,28731.644444444446
2016-05-21,32181,24897,123544,0.00438,130.4,30948.428571428572,31918.4,28885.088888888888
2016-05-22,27855,21321,133211,0.00549,186.6,30547.14285714286,31661.233333333334,29009.87777777778
