Date,Revenue,COGS,Gross_Profit,Margin,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,sessions_lag_1d,sessions_lag_7d,sessions_rolling_7d,sessions_rolling_30d
2013-09-01,6018993.92,6937336.62,-918342.7000000002,-0.15257411989543931,17091.0,12233.0,74574.0,0.00518,106.8,23963.0,23027.0,22797.85714285714,22703.066666666666
2013-09-02,5386759.65,5986639.99,-599880.3399999999,-0.11136200220108201,15376.0,12350.0,50005.0,0.00401,157.3,17091.0,23617.0,21620.571428571428,22556.933333333334
2013-09-03,4126941.12,3701795.41,425145.70999999996,0.10301714941840506,15581.0,10983.0,59990.0,0.0041,202.7,15376.0,23901.0,20432.0,22338.466666666667
2013-09-04,5401049.96,4808183.3,592866.6600000001,0.10976877910605369,16020.0,12505.0,55806.0,0.00437,176.3,15581.0,21366.0,19668.285714285714,22021.866666666665
2013-09-05,3168900.6,2729766.04,439134.56000000006,0.13857631255458125,16582.0,13189.0,57021.0,0.00488,181.5,16020.0,23147.0,18730.428571428572,21865.6
2013-09-06,2705040.33,2367475.06,337565.27,0.1247912152200703,16237.0,13287.0,87609.0,0.00406,224.6,16582.0,26500.0,17264.285714285714,21682.533333333333
2013-09-07,2468479.29,2187848.67,280630.6200000001,0.11368562869328351,15613.0,12209.0,55336.0,0.00413,318.7,16237.0,23963.0,16071.42857142857,21368.033333333333
2013-09-08,3056823.21,2611808.27,445014.93999999994,0.14558085614640434,16962.0,13239.0,74004.0,0.00329,119.6,15613.0,17091.0,16053.0,21204.4
2013-09-09,3771227.87,3399993.99,371233.8799999999,0.09843846428722958,18127.0,13415.0,88280.0,0.0048,240.7,16962.0,15376.0,16446.0,21044.266666666666
2013-09-10,5357130.97,4737093.81,620037.1600000001,0.11574052668717938,17160.0,14066.0,72179.0,0.00438,268.7,18127.0,15581.0,16671.571428571428,20931.466666666667
2013-09-11,4636476.74,4075727.91,560748.8300000001,0.1209428756888361,16910.0,11894.0,65138.0,0.00501,207.1,17160.0,16020.0,16798.714285714286,20675.933333333334
2013-09-12,3865949.23,3502787.78,363161.4500000002,0.0939384943759337,15632.0,11865.0,60436.0,0.00503,296.5,16910.0,16582.0,16663.0,20535.566666666666
2013-09-13,3034568.95,2783517.1,251051.8500000001,0.08273064614333449,17916.0,12765.0,59697.0,0.00367,103.5,15632.0,16237.0,16902.85714285714,20353.533333333333
2013-09-14,3664631.38,3289032.18,375599.1999999997,0.10249303710322967,16694.0,12421.0,90074.0,0.00564,308.3,17916.0,15613.0,17057.285714285714,20091.266666666666
2013-09-15,3078369.62,2753095.6,325274.02,0.10566438087444484,15207.0,11403.0,64405.0,0.00553,177.3,16694.0,16962.0,16806.571428571428,19878.366666666665
2013-09-16,3927167.34,3489729.16,437438.1799999997,0.11138771081753794,16977.0,12773.0,84823.0,0.00353,102.7,15207.0,18127.0,16642.285714285714,19602.333333333332
2013-09-17,5410121.46,4728526.43,681595.0300000003,0.12598516226288203,19210.0,15448.0,69626.0,0.0057,203.0,16977.0,17160.0,16935.14285714286,19421.133333333335
2013-09-18,4460453.69,3992756.75,467696.9400000004,0.10485411855043839,19581.0,14167.0,80144.0,0.00458,158.9,19210.0,16910.0,17316.714285714286,19279.3
2013-09-19,2995364.48,2599191.98,396172.5,0.13226186751069438,15000.0,11585.0,73236.0,0.00538,238.9,19581.0,15632.0,17226.428571428572,19007.8
2013-09-20,3316913.08,3045593.87,271319.20999999996,0.0817987096604895,18009.0,13483.0,64698.0,0.00462,111.3,15000.0,17916.0,17239.714285714286,18868.966666666667
2013-09-21,3799564.88,3399323.86,400241.02,0.10533864603991182,16298.0,12409.0,85777.0,0.00417,271.6,18009.0,16694.0,17183.14285714286,18723.1
2013-09-22,3243304.2,2980813.06,262491.14000000013,0.08093324702628885,17457.0,13570.0,77141.0,0.00483,315.5,16298.0,15207.0,17504.571428571428,18572.7
2013-09-23,4426354.9,3977701.82,448653.08000000054,0.10135949107921746,13116.0,10363.0,70856.0,0.00407,179.1,17457.0,16977.0,16953.0,18275.9
2013-09-24,4673257.46,4051335.39,621922.0699999998,0.13308106290381866,18830.0,14326.0,90846.0,0.00449,140.7,13116.0,19210.0,16898.714285714286,18136.0
2013-09-25,4851490.55,4336304.71,515185.83999999985,0.1061912487905392,16433.0,12462.0,72743.0,0.00541,206.6,18830.0,19581.0,16449.0,17896.533333333333
2013-09-26,4120039.5,3761711.17,358328.3300000001,0.08697206179698036,16255.0,11501.0,53823.0,0.00555,165.9,16433.0,15000.0,16628.285714285714,17641.666666666668
2013-09-27,4676571.41,4202205.54,474365.8700000001,0.10143454005335077,15631.0,12772.0,85398.0,0.00532,292.3,16255.0,18009.0,16288.57142857143,17450.5
2013-09-28,7035889.97,6246182.51,789707.46,0.11223988200031502,19359.0,15652.0,74052.0,0.00382,154.5,15631.0,16298.0,16725.85714285714,17324.233333333334
2013-09-29,5087376.98,4359895.07,727481.9100000001,0.14299744502126518,19815.0,14640.0,88791.0,0.00538,281.9,19359.0,17457.0,17062.714285714286,17101.4
2013-09-30,5768935.23,5117966.77,650968.4600000009,0.11284031351483917,17778.0,13505.0,90690.0,0.00535,226.8,19815.0,13116.0,17728.714285714286,16895.233333333334
2013-10-01,5389130.81,4591599.54,797531.2699999996,0.14798884980117966,13710.0,9680.0,52584.0,0.00324,209.8,17778.0,18830.0,16997.285714285714,16782.533333333333
2013-10-02,5393969.29,4651419.05,742550.2400000002,0.13766304553802905,12941.0,9851.0,71024.0,0.00539,205.0,13710.0,16433.0,16498.428571428572,16701.366666666665
2013-10-03,2026611.74,1672946.51,353665.23,0.17451059964746873,13080.0,9748.0,44993.0,0.00499,125.5,12941.0,16255.0,16044.857142857143,16618.0
2013-10-04,2912944.43,2284930.64,628013.79,0.21559415398803197,15477.0,12022.0,78604.0,0.00375,156.7,13080.0,15631.0,16022.857142857143,16599.9
2013-10-05,2463961.82,1952842.64,511119.17999999993,0.20743794642077693,13994.0,10098.0,68009.0,0.00564,314.4,15477.0,19359.0,15256.42857142857,16513.633333333335
2013-10-06,2875234.12,2170808.86,704425.2600000002,0.24499753084454917,14105.0,11490.0,70993.0,0.00435,122.9,13994.0,19815.0,14440.714285714286,16442.566666666666
2013-10-07,2084519.3,1674894.34,409624.95999999996,0.19650811580396496,12570.0,9552.0,45109.0,0.00325,181.8,14105.0,17778.0,13696.714285714286,16341.133333333333
2013-10-08,2982770.86,2404722.52,578048.3399999999,0.19379575808246963,13093.0,10025.0,58429.0,0.00339,138.1,12570.0,13710.0,13608.57142857143,16212.166666666666
2013-10-09,3524600.98,2822967.5,701633.48,0.199067492740696,12218.0,9764.0,50149.0,0.00469,209.6,13093.0,12941.0,13505.285714285714,16015.2
2013-10-10,4018321.34,3267316.51,751004.8300000001,0.18689516503426282,13055.0,10029.0,43148.0,0.00534,176.8,12218.0,13080.0,13501.714285714286,15878.366666666667
2013-10-11,1938342.36,1556262.82,382079.54000000004,0.1971166435221485,13725.0,9778.0,64212.0,0.00375,220.2,13055.0,15477.0,13251.42857142857,15772.2
2013-10-12,3170838.37,2562812.71,608025.6600000001,0.1917554883127014,13023.0,10257.0,64771.0,0.0055,256.2,13725.0,13994.0,13112.714285714286,15685.233333333334
2013-10-13,3719451.39,2946745.46,772705.9300000002,0.20774728554793673,13045.0,9157.0,51450.0,0.00425,160.5,13023.0,14105.0,12961.285714285714,15522.866666666667
2013-10-14,3097590.81,2398025.79,699565.02,0.22584165014358368,14459.0,11334.0,50446.0,0.00413,231.0,13045.0,12570.0,13231.142857142857,15448.366666666667
2013-10-15,4062456.23,3281418.54,781037.69,0.1922575027965286,13895.0,11304.0,65905.0,0.00361,224.3,14459.0,13093.0,13345.714285714286,15404.633333333333
2013-10-16,4801027.51,3944302.72,856724.7899999996,0.17844613225305173,12929.0,9667.0,64283.0,0.00423,261.5,13895.0,12218.0,13447.285714285714,15269.7
2013-10-17,3348412.32,2713865.33,634546.9899999998,0.1895068257304703,12216.0,9304.0,57228.0,0.00462,144.0,12929.0,13055.0,13327.42857142857,15036.566666666668
2013-10-18,3238854.55,2560313.88,678540.6699999999,0.209500198148756,12323.0,9163.0,60959.0,0.00406,231.9,12216.0,13725.0,13127.142857142857,14794.633333333333
2013-10-19,3376648.2,2769325.22,607322.98,0.1798597141390092,11963.0,9407.0,54624.0,0.00537,276.6,12323.0,13023.0,12975.714285714286,14693.4
2013-10-20,2888479.98,2302148.44,586331.54,0.20298964994038146,14009.0,10602.0,54466.0,0.00482,314.7,11963.0,13045.0,13113.42857142857,14560.066666666668
2013-10-21,3409990.75,2751364.44,658626.31,0.19314606938449908,12745.0,9506.0,53990.0,0.00578,274.1,14009.0,14459.0,12868.57142857143,14441.633333333333
2013-10-22,3932052.89,3189287.97,742764.9199999999,0.1889000328273814,14589.0,10511.0,47642.0,0.00338,207.1,12745.0,13895.0,12967.714285714286,14346.033333333333
2013-10-23,4895108.72,3861527.06,1033581.6599999997,0.21114580270241673,13717.0,10722.0,60164.0,0.0035,121.5,14589.0,12929.0,13080.285714285714,14366.066666666668
2013-10-24,4333852.18,3403031.49,930820.6899999995,0.21477905829266183,12783.0,9260.0,50277.0,0.00481,108.1,13717.0,12216.0,13161.285714285714,14164.5
2013-10-25,3503713.92,2743366.59,760347.3300000001,0.21701181870465044,12510.0,9642.0,46132.0,0.00342,284.2,12783.0,12323.0,13188.0,14033.733333333334
2013-10-26,2923604.47,2331573.03,592031.4400000004,0.2025005249769646,12422.0,8842.0,45914.0,0.00452,197.1,12510.0,11963.0,13253.57142857143,13905.966666666667
2013-10-27,2949737.88,2365410.99,584326.8899999997,0.1980945134013059,13304.0,10333.0,64827.0,0.00326,308.3,12422.0,14009.0,13152.857142857143,13828.4
2013-10-28,3235799.73,2588267.2,647532.5299999998,0.20011514433249544,14257.0,11502.0,64149.0,0.00469,263.5,13304.0,12745.0,13368.857142857143,13658.333333333334
2013-10-29,5981959.98,4833162.34,1148797.6400000006,0.19204368532067653,15101.0,11332.0,69384.0,0.0055,290.4,14257.0,14589.0,13442.0,13501.2
2013-10-30,6960811.52,5563340.73,1397470.789999999,0.2007626245854735,11718.0,8876.0,59818.0,0.00461,172.4,15101.0,13717.0,13156.42857142857,13299.2
2013-10-31,5649038.29,4525813.51,1123224.7800000003,0.19883469049738026,15782.0,12006.0,85169.0,0.00421,193.6,11718.0,12783.0,13584.857142857143,13368.266666666666
2013-11-01,4823330.61,3780905.84,1042424.7700000005,0.21612135975891572,13644.0,10009.0,46358.0,0.00343,180.9,15782.0,12510.0,13746.857142857143,13391.7
2013-11-02,4871579.51,3874376.58,997202.9299999997,0.20469807132430437,11668.0,9313.0,57812.0,0.00481,183.2,13644.0,12422.0,13639.142857142857,13344.633333333333
2013-11-03,2310551.56,1894570.42,415981.14000000013,0.18003542842385223,11609.0,8407.0,59878.0,0.00519,290.6,11668.0,13304.0,13397.0,13215.7
2013-11-04,2638652.15,2128739.96,509912.18999999994,0.193247219039463,10715.0,8320.0,47693.0,0.00409,266.8,11609.0,14257.0,12891.0,13106.4
2013-11-05,3529966.51,2818098.89,711867.6199999996,0.20166412853588225,11604.0,8132.0,44253.0,0.00497,316.4,10715.0,15101.0,12391.42857142857,13023.033333333333
2013-11-06,2440647.75,1890461.99,550185.76,0.22542612304458928,10138.0,7332.0,55455.0,0.00424,236.5,11604.0,11718.0,12165.714285714286,12941.966666666667
2013-11-07,2145217.46,1755584.37,389633.08999999985,0.18162871469449995,9896.0,7936.0,41435.0,0.00372,271.6,10138.0,15782.0,11324.857142857143,12835.4
2013-11-08,2200221.02,1790704.8,409516.22,0.1861250375655442,11835.0,9472.0,50627.0,0.00447,235.1,9896.0,13644.0,11066.42857142857,12822.633333333333
2013-11-09,2018930.67,1594615.53,424315.1399999999,0.2101682570407432,11950.0,8786.0,61115.0,0.00577,316.8,11835.0,11668.0,11106.714285714286,12785.8
2013-11-10,2722218.97,2099682.78,622536.1900000004,0.22868703688447237,11694.0,8912.0,52770.0,0.00377,101.7,11950.0,11609.0,11118.857142857143,12718.1
2013-11-11,3495969.18,2676318.51,819650.6700000004,0.23445591988885908,12691.0,10310.0,49619.0,0.00487,218.3,11694.0,10715.0,11401.142857142857,12707.033333333333
2013-11-12,5162437.56,3979066.87,1183370.6899999995,0.22922711921381564,10332.0,7718.0,56650.0,0.00385,152.9,12691.0,11604.0,11219.42857142857,12616.6
2013-11-13,4681263.25,3622930.35,1058332.9,0.22607848426383625,10669.0,7530.0,43743.0,0.00394,198.0,10332.0,10138.0,11295.285714285714,12490.266666666666
2013-11-14,3118904.74,2460188.52,658716.2200000002,0.21120113466498505,10545.0,7419.0,41667.0,0.00497,139.8,10669.0,9896.0,11388.0,12378.6
2013-11-15,3370811.62,2719077.99,651733.6299999999,0.19334620366592895,10155.0,8283.0,45684.0,0.00499,255.2,10545.0,11835.0,11148.0,12286.133333333333
2013-11-16,3365890.12,2733920.22,631969.8999999999,0.18775713926157514,10651.0,7729.0,53104.0,0.00423,159.4,10155.0,11950.0,10962.42857142857,12233.966666666667
2013-11-17,2416530.15,1906202.04,510328.10999999987,0.21118218202243405,12887.0,10510.0,44818.0,0.00439,166.4,10651.0,11694.0,11132.857142857143,12252.766666666666
2013-11-18,2109164.6,1778409.36,330755.24,0.1568181260011665,12188.0,9286.0,39130.0,0.00448,159.6,12887.0,12691.0,11061.0,12260.266666666666
2013-11-19,3237660.32,2746026.34,491633.98,0.15184853610585067,11008.0,8981.0,50511.0,0.00405,176.1,12188.0,10332.0,11157.57142857143,12160.233333333334
2013-11-20,3321114.32,2983892.23,337222.08999999985,0.10153883832580622,11167.0,9011.0,38482.0,0.00329,136.0,11008.0,10669.0,11228.714285714286,12107.633333333333
2013-11-21,2595234.4,2362389.95,232844.44999999972,0.08972000756463452,11384.0,9190.0,49377.0,0.00389,193.8,11167.0,10545.0,11348.57142857143,12000.8
2013-11-22,2550262.64,2542345.82,7916.820000000298,0.003104315561788686,11413.0,9153.0,40833.0,0.00568,255.2,11384.0,10155.0,11528.285714285714,11924.0
2013-11-23,2054330.57,2011741.48,42589.090000000084,0.020731371387809356,11180.0,8348.0,47452.0,0.00427,200.9,11413.0,10651.0,11603.857142857143,11870.566666666668
2013-11-24,2519706.85,2537974.67,-18267.819999999832,-0.007249978306008031,11573.0,8198.0,52687.0,0.00349,315.3,11180.0,12887.0,11416.142857142857,11839.333333333334
2013-11-25,2406331.38,2358037.25,48294.12999999989,0.020069609032817372,11593.0,9021.0,39009.0,0.00519,207.0,11573.0,12188.0,11331.142857142857,11811.7
2013-11-26,3107204.99,3083734.78,23470.21000000043,0.007553479759312702,12310.0,9377.0,51458.0,0.00486,198.6,11593.0,11008.0,11517.142857142857,11778.566666666668
2013-11-27,3123410.59,3027393.58,96017.00999999978,0.03074107845680314,12543.0,10098.0,65740.0,0.0054,126.5,12310.0,11167.0,11713.714285714286,11721.433333333332
2013-11-28,3580033.44,3514991.8,65041.64000000013,0.018167886163655535,10476.0,7994.0,55311.0,0.00562,142.4,12543.0,11384.0,11584.0,11567.266666666666
2013-11-29,1768057.43,1773822.57,-5765.14000000013,-0.0032607198737883364,11266.0,8171.0,45345.0,0.00373,106.9,10476.0,11413.0,11563.0,11552.2
2013-11-30,2685677.46,2672025.29,13652.169999999925,0.005083324488265217,11143.0,8100.0,53974.0,0.00531,167.4,11266.0,11180.0,11557.714285714286,11397.566666666668
2013-12-01,2391698.09,2420438.06,-28739.970000000205,-0.012016554313508778,12906.0,9103.0,46795.0,0.00459,124.7,11143.0,11573.0,11748.142857142857,11372.966666666667
2013-12-02,2263746.75,2226485.61,37261.14000000013,0.016459941908254592,12341.0,9953.0,43684.0,0.00475,114.8,12906.0,11593.0,11855.0,11395.4
2013-12-03,1933337.47,1904782.57,28554.899999999907,0.014769744259909217,14986.0,12043.0,65628.0,0.00503,162.8,12341.0,12310.0,12237.285714285714,11507.966666666667
2013-12-04,2924599.17,2877557.67,47041.5,0.016084768293222213,13847.0,10991.0,54490.0,0.00483,149.8,14986.0,12543.0,12423.57142857143,11612.366666666667
2013-12-05,2231578.75,2246889.53,-15310.779999999795,-0.006860963342655864,12296.0,8669.0,53642.0,0.00329,227.5,13847.0,10476.0,12683.57142857143,11635.433333333332
2013-12-06,1718341.54,1744505.5,-26163.959999999963,-0.015226286154963095,12192.0,9853.0,54072.0,0.00459,254.2,12296.0,11266.0,12815.857142857143,11703.9
2013-12-07,1444180.43,1408359.66,35820.77000000002,0.02480352818518668,12562.0,8902.0,51547.0,0.00444,184.5,12192.0,11143.0,13018.57142857143,11792.766666666666
2013-12-08,1714762.98,1677034.75,37728.22999999998,0.022002008697435245,13175.0,9415.0,45023.0,0.00462,178.1,12562.0,12906.0,13057.0,11837.433333333332
2013-12-09,1959405.6,1928205.78,31199.820000000065,0.015923104435345118,14634.0,10378.0,61409.0,0.00497,182.9,13175.0,12341.0,13384.57142857143,11926.9
2013-12-10,2256213.74,2198430.55,57783.19000000041,0.02561068970353864,14413.0,10733.0,46851.0,0.00408,254.9,14634.0,14986.0,13302.714285714286,12017.533333333333
2013-12-11,3016597.65,3024225.14,-7627.4900000002235,-0.0025285075720987266,13334.0,9646.0,50387.0,0.00393,167.0,14413.0,13847.0,13229.42857142857,12038.966666666667
2013-12-12,2988571.87,2946591.17,41980.700000000186,0.014047077275073256,13714.0,10039.0,62414.0,0.00556,168.4,13334.0,12296.0,13432.0,12151.7
2013-12-13,2131538.29,2083673.81,47864.47999999998,0.022455369544405406,13337.0,9763.0,69039.0,0.00439,294.0,13714.0,12192.0,13595.57142857143,12240.633333333333
2013-12-14,2245758.87,2305729.18,-59970.310000000056,-0.026703806361900312,12138.0,9093.0,60465.0,0.00555,228.5,13337.0,12562.0,13535.0,12293.733333333334
2013-12-15,2154695.59,2095032.07,59663.519999999786,0.027689999588294413,12391.0,10022.0,52207.0,0.00356,119.5,12138.0,13175.0,13423.0,12368.266666666666
2013-12-16,2694197.04,2720062.14,-25865.100000000093,-0.009600300058231856,12596.0,9700.0,58261.0,0.00574,104.0,12391.0,14634.0,13131.857142857143,12433.1
2013-12-17,3167410.81,3021649.06,145761.75,0.046019212140025495,13408.0,10752.0,57040.0,0.00425,316.2,12596.0,14413.0,12988.285714285714,12450.466666666667
2013-12-18,3189533.36,3219583.56,-30050.200000000186,-0.009421503589478113,13825.0,10901.0,72395.0,0.0045,154.0,13408.0,13334.0,13058.42857142857,12505.033333333333
2013-12-19,3062553.19,2981811.67,80741.52000000002,0.026364120062842084,13925.0,11168.0,63968.0,0.00445,176.4,13825.0,13714.0,13088.57142857143,12602.266666666666
2013-12-20,2500743.7,2516358.41,-15614.709999999963,-0.006244026526988736,10678.0,8634.0,38513.0,0.00405,256.3,13925.0,13337.0,12708.714285714286,12585.966666666667
2013-12-21,3213344.27,3159953.94,53390.330000000075,0.016615191375059252,11879.0,8813.0,56301.0,0.00341,119.1,10678.0,12138.0,12671.714285714286,12602.466666666667
2013-12-22,3476225.97,3458589.82,17636.150000000373,0.00507336121190084,13955.0,9944.0,47679.0,0.00429,138.2,11879.0,12391.0,12895.142857142857,12687.2
2013-12-23,2932660.62,2856672.71,75987.91000000015,0.02591091157353221,13029.0,10369.0,52511.0,0.00522,305.5,13955.0,12596.0,12957.0,12748.833333333334
2013-12-24,2629786.52,2542278.8,87507.7200000002,0.033275598355413355,12470.0,9370.0,54463.0,0.00563,281.4,13029.0,13408.0,12823.0,12778.733333333334
2013-12-25,3807864.44,3711704.9,96159.54000000004,0.02525287901267831,13141.0,10384.0,67446.0,0.00482,193.3,12470.0,13825.0,12725.285714285714,12830.333333333334
2013-12-26,3278628.42,3269160.78,9467.64000000013,0.002887683136718534,13040.0,9292.0,57219.0,0.00539,314.3,13141.0,13925.0,12598.857142857143,12854.666666666666
2013-12-27,1853472.36,1854636.14,-1163.779999999795,-0.0006278917480052387,12152.0,8597.0,59360.0,0.00338,229.1,13040.0,10678.0,12809.42857142857,12841.633333333333
2013-12-28,3547336.16,3487806.62,59529.54000000004,0.016781476949170794,13571.0,10335.0,71175.0,0.00493,279.6,12152.0,11879.0,13051.142857142857,12944.8
2013-12-29,6516622.75,6506519.56,10103.19000000041,0.0015503720849884106,14050.0,11493.0,56883.0,0.00416,174.7,13571.0,13955.0,13064.714285714286,13037.6
2013-12-30,5792994.45,5695206.04,97788.41000000015,0.016880459811246695,11723.0,8674.0,59465.0,0.00458,265.2,14050.0,13029.0,12878.142857142857,13056.933333333332
2013-12-31,6247467.59,6080338.22,167129.3700000001,0.02675153853819354,14417.0,11430.0,46209.0,0.00578,308.1,11723.0,12470.0,13156.285714285714,13107.3
2014-01-01,5743739.48,5563113.31,180626.17000000086,0.031447486542338934,10162.0,8295.0,36165.0,0.00534,235.0,14417.0,13141.0,12730.714285714286,13034.666666666666
2014-01-02,3787850.5,3666330.68,121519.81999999983,0.03208147206443333,12776.0,10056.0,46028.0,0.00366,238.7,10162.0,13040.0,12693.0,12961.0
2014-01-03,2354832.6,1871645.41,483187.1900000002,0.20518961305359887,10230.0,8247.0,42607.0,0.00543,249.9,12776.0,12152.0,12418.42857142857,12840.433333333332
2014-01-04,2243604.06,1747621.88,495982.18000000017,0.22106493246406417,11496.0,8503.0,57148.0,0.00507,207.9,10230.0,13571.0,12122.0,12813.766666666666
2014-01-05,2361866.5,1851453.14,510413.3600000001,0.21610593147411172,8870.0,6926.0,44512.0,0.00456,166.9,11496.0,14050.0,11382.0,12703.033333333333
2014-01-06,2639202.87,2146455.69,492747.18000000017,0.1867030327986875,10178.0,7568.0,55426.0,0.004,138.1,8870.0,11723.0,11161.285714285714,12623.566666666668
2014-01-07,3437125.39,2809411.95,627713.44,0.18262744845628107,10724.0,7860.0,45535.0,0.00329,192.2,10178.0,14417.0,10633.714285714286,12541.866666666667
2014-01-08,2250519.73,1808614.16,441905.57000000007,0.19635711880650789,11340.0,9281.0,41050.0,0.00362,221.5,10724.0,10162.0,10802.0,12432.066666666668
2014-01-09,2214274.18,1884156.18,330118.00000000023,0.14908632498257293,12137.0,9810.0,46390.0,0.00361,223.5,11340.0,12776.0,10710.714285714286,12356.2
2014-01-10,1886360.71,1560748.05,325612.6599999999,0.17261420802175206,10545.0,8273.0,53901.0,0.00372,307.1,12137.0,10230.0,10755.714285714286,12263.233333333334
2014-01-11,2550841.93,2031865.95,518975.9800000002,0.20345281841905435,11306.0,9172.0,52326.0,0.0045,116.2,10545.0,11496.0,10728.57142857143,12182.966666666667
2014-01-12,2172729.29,1773388.32,399340.97,0.18379692851657556,10212.0,7242.0,48240.0,0.00495,177.3,11306.0,8870.0,10920.285714285714,12078.8
2014-01-13,2467719.52,1991302.84,476416.67999999993,0.19305949324419167,11373.0,8627.0,58511.0,0.00345,159.0,10212.0,10178.0,11091.0,12053.3
2014-01-14,3356963.59,2731972.75,624990.8399999999,0.18617742589218844,9693.0,7471.0,36668.0,0.00468,142.0,11373.0,10724.0,10943.714285714286,11963.366666666667
2014-01-15,3637788.72,2842296.43,795492.29,0.2186746815796383,10310.0,7878.0,44709.0,0.00362,123.8,9693.0,11340.0,10796.57142857143,11887.166666666666
2014-01-16,2005770.41,1635446.76,370323.6499999999,0.18462913210490522,11632.0,8624.0,55483.0,0.00545,222.1,10310.0,12137.0,10724.42857142857,11827.966666666667
2014-01-17,2464459.86,2002144.2,462315.6599999999,0.18759309798618506,10035.0,7721.0,34898.0,0.00514,163.8,11632.0,10545.0,10651.57142857143,11701.633333333333
2014-01-18,1718246.3,1332157.65,386088.65000000014,0.22469924713354547,11008.0,7875.0,51195.0,0.00469,156.6,10035.0,11306.0,10609.0,11604.4
2014-01-19,2453121.94,1918965.99,534155.95,0.21774537225002355,10951.0,8766.0,39504.0,0.00561,139.8,11008.0,10212.0,10714.57142857143,11613.5
2014-01-20,3133739.97,2422846.03,710893.9400000004,0.22685160441056007,10678.0,8033.0,41933.0,0.00414,149.6,10951.0,11373.0,10615.285714285714,11573.466666666667
2014-01-21,3590697.9,2848601.86,742096.04,0.20667181162748335,12658.0,10040.0,58632.0,0.00331,185.2,10678.0,9693.0,11038.857142857143,11530.233333333334
2014-01-22,3244854.06,2563525.38,681328.6800000002,0.20997205649365944,11638.0,9145.0,51241.0,0.00416,267.6,12658.0,10310.0,11228.57142857143,11483.866666666667
2014-01-23,3187811.81,2528375.63,659436.1800000002,0.20686170304388204,8560.0,6503.0,36491.0,0.00513,219.7,11638.0,11632.0,10789.714285714286,11353.533333333333
2014-01-24,1812010.8,1397879.36,414131.43999999994,0.2285479976167912,10811.0,8705.0,44738.0,0.00511,198.0,8560.0,10035.0,10900.57142857143,11275.866666666667
2014-01-25,2221742.74,1777122.99,444619.75000000023,0.20012206723808185,11205.0,8252.0,55016.0,0.00535,291.3,10811.0,11008.0,10928.714285714286,11214.7
2014-01-26,2002533.83,1553846.68,448687.15000000014,0.22405971039200878,9240.0,6492.0,46324.0,0.00327,254.1,11205.0,10951.0,10684.285714285714,11117.633333333333
2014-01-27,2983790.31,2360438.19,623352.1200000001,0.20891284414687977,7973.0,6381.0,31862.0,0.0051,245.5,9240.0,10678.0,10297.857142857143,10931.033333333333
2014-01-28,5411096.61,4320849.3,1090247.3100000005,0.2014836157212873,11746.0,8341.0,61175.0,0.00402,134.5,7973.0,12658.0,10167.57142857143,10854.233333333334
2014-01-29,4892083.36,3928929.64,963153.7200000002,0.1968800711523444,12266.0,9150.0,42684.0,0.00535,240.4,11746.0,11638.0,10257.285714285714,10872.333333333334
2014-01-30,3844256.32,3007196.76,837059.56,0.21774291054556946,9689.0,7229.0,34153.0,0.0039,121.9,12266.0,8560.0,10418.57142857143,10714.733333333334
2014-01-31,3732079.59,2938223.15,793856.44,0.2127115515240124,9999.0,7139.0,45816.0,0.00411,127.7,9689.0,10811.0,10302.57142857143,10709.3
2014-02-01,3825094.63,3049434.19,775660.44,0.20278202633643078,15250.0,10976.0,74103.0,0.00324,262.1,9999.0,11205.0,10880.42857142857,10791.766666666666
2014-02-02,2382294.19,1885054.33,497239.85999999987,0.20872311324404477,15769.0,11975.0,54002.0,0.005,317.7,15250.0,9240.0,11813.142857142857,10976.4
2014-02-03,2051412.93,1563684.31,487728.6199999999,0.2377525328359902,15293.0,12184.0,75902.0,0.0052,219.2,15769.0,7973.0,12858.857142857143,11102.966666666667
2014-02-04,2787111.54,2197609.21,589502.3300000001,0.21151013209898303,15527.0,11742.0,63891.0,0.00455,221.7,15293.0,11746.0,13399.0,11324.866666666667
2014-02-05,2599325.56,2019260.92,580064.6400000001,0.22315967223436226,14372.0,10247.0,59542.0,0.00551,124.6,15527.0,12266.0,13699.857142857143,11464.666666666666
2014-02-06,2415914.42,1966150.9,449763.52,0.18616699179269772,17900.0,13155.0,75113.0,0.00528,271.7,14372.0,9689.0,14872.857142857143,11703.866666666667
2014-02-07,3381887.13,2654650.93,727236.1999999997,0.21503857817986957,16078.0,11903.0,80234.0,0.00536,212.0,17900.0,9999.0,15741.285714285714,11861.8
2014-02-08,2907660.51,2328115.15,579545.3599999999,0.19931672146966012,16853.0,12274.0,90385.0,0.00432,128.0,16078.0,15250.0,15970.285714285714,12019.0
2014-02-09,2947940.87,2410207.36,537733.5100000002,0.18240986970678288,16200.0,11546.0,85048.0,0.00427,141.2,16853.0,15769.0,16031.857142857143,12207.5
2014-02-10,3705563.44,2772562.54,933000.8999999999,0.25178381509506687,15696.0,11222.0,73058.0,0.00533,199.8,16200.0,15293.0,16089.42857142857,12353.833333333334
2014-02-11,4637151.61,3649526.8,987624.8100000005,0.2129809186894367,14584.0,11159.0,63707.0,0.0049,284.3,15696.0,15527.0,15954.714285714286,12499.566666666668
2014-02-12,3457342.17,2728834.4,728507.77,0.21071323987582058,14476.0,10599.0,47339.0,0.0044,132.8,14584.0,14372.0,15969.57142857143,12603.0
